"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.0304511134704756,0.969548886529524,3,9
2,0.0853343663197168,0.914665633680283,2,16
3,0.366327381752805,0.633672618247195,6,3
4,0.148167367784655,0.851832632215345,5,7
5,0.183299775148548,0.816700224851452,1,9
6,0.64322685875926,0.35677314124074,15,2
7,0.516318420434068,0.483681579565932,9,5
8,0.233455388714992,0.766544611285008,0,5
9,0.134342821827482,0.865657178172518,3,0
10,0.511086890555729,0.488913109444271,0,0
11,0.532061763030145,0.467938236969855,4,4
12,0.202517596864589,0.797482403135411,9,21
13,0.574043705293349,0.425956294706651,3,2
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,1,0
17,0.0512840369554983,0.948715963044502,0,8
18,0.595712731390873,0.404287268609127,0,1
19,0.458896381705954,0.541103618294046,0,7
20,0.153884141884506,0.846115858115494,1,0
21,0.48565728180227,0.51434271819773,0,1
22,0.634547071721447,0.365452928278553,2,3
23,0.220262195048898,0.779737804951102,1,1
24,0.143309869173441,0.856690130826559,1,3
25,0.149066957304789,0.850933042695211,8,40
26,0.0256142375434859,0.974385762456514,2,25
27,0.0664638925860683,0.933536107413932,0,0
28,0.13006920545436,0.86993079454564,1,0
29,0.499509853805331,0.500490146194669,0,0
30,0.122154702334916,0.877845297665084,2,0
31,0.606719399808835,0.393280600191165,21,8
32,0.0357257888928592,0.964274211107141,3,10
33,0.145407795657163,0.854592204342837,18,6
34,0.0364012707377579,0.963598729262242,1,25
35,0.267488635666556,0.732511364333444,2,2
36,0.202754377235742,0.797245622764258,8,7
37,0.0687078468861626,0.931292153113837,1,3
38,0.301345390186715,0.698654609813286,0,0
39,0.0112739221780284,0.988726077821972,4,13
40,0.10854243078327,0.89145756921673,40,65
41,1,0,10,0
43,0.00123365978185592,0.998766340218144,1,14
99,0.646446399835973,0.353553600164027,3,0
