"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"SmythCounty",40,17,23,468,3592,318,1381,157,86,159,56,258,81,501,1047,2172,122,616,190,659
"SouthamptonCounty",209,0,50,176,790,171,215,139,63,14,51,82,1,38,564,371,20,119,60,734
"SpotsylvaniaCounty",68,33,66,2111,1039,1352,6467,1255,526,666,440,2390,384,1420,4492,4342,627,3832,1285,933
"StaffordCounty",13,40,275,2432,745,2269,4858,939,357,3988,345,2976,102,1328,4667,3653,571,3518,1530,890
"SurryCounty",9,0,1127,102,113,49,44,24,0,8,21,40,4,359,279,52,17,18,29,114
"SussexCounty",73,185,64,135,102,74,350,113,2,32,19,59,22,99,272,534,3,383,106,985
"TazewellCounty",52,770,85,674,1344,604,3071,270,140,368,188,508,325,361,1936,2464,149,1307,944,1039
"WarrenCounty",19,3,70,1401,966,128,1467,916,65,244,48,366,68,756,1793,1491,269,1190,539,392
"WashingtonCounty",100,208,343,732,3783,752,3803,1239,185,382,174,686,844,944,2294,2638,294,1658,376,1088
"WestmorelandCounty",192,2,3,201,500,52,402,36,17,112,21,63,37,83,516,212,125,280,90,208
"WiseCounty",52,778,143,419,293,373,2140,258,95,264,63,523,250,709,2509,1835,26,982,205,1782
"WytheCounty",66,98,55,492,2312,288,1912,253,51,252,70,226,31,529,1130,1412,168,1398,235,505
"YorkCounty",13,0,161,1782,390,359,3372,282,123,261,550,1265,175,1105,2088,1467,725,3498,1003,642
"Alexandriacity",1,1,276,2576,1482,1812,7758,2646,1617,2795,1909,18152,912,6927,5046,5985,1255,7671,10149,12489
"Bristolcity",50,27,0,358,1785,802,1942,312,321,343,55,208,103,256,668,896,66,2451,407,845
"BuenaVistacity",0,0,0,30,797,15,186,2,11,16,2,223,4,216,484,483,7,134,32,135
"Charlottesvillecity",14,2,134,1573,814,615,3372,444,1499,1213,574,2528,450,1830,4207,9511,1118,4731,1949,1288
"Chesapeakecity",192,41,249,8281,4571,4192,14785,4009,2073,2909,1333,9511,1547,9248,7602,9457,908,9160,3670,4280
"ColonialHeightscity",0,0,0,155,157,136,3526,87,91,230,165,285,11,146,673,1647,180,2026,358,37
"Covingtoncity",0,0,14,255,1269,67,586,156,100,91,21,58,6,49,171,230,8,183,100,107
"Danvillecity",24,0,162,432,4782,686,3926,436,178,701,248,616,286,2585,2147,5338,318,2776,706,1016
"Emporiacity",0,0,18,90,838,112,456,23,10,66,58,53,1,214,509,988,53,596,101,149
"Fairfaxcity",0,0,84,886,183,285,4731,281,385,1012,227,4464,305,1725,655,3745,631,2925,981,388
"FallsChurchcity",0,0,15,319,59,96,1116,152,370,172,355,1422,86,701,840,1529,298,877,813,188
"Franklincity",7,0,25,57,12,69,746,31,47,165,34,140,74,50,408,1097,2,368,198,200
"Fredericksburgcity",20,1,29,555,237,252,3461,282,560,620,352,1051,760,520,1983,5845,360,3621,774,968
"Galaxcity",0,0,22,100,1002,47,1074,137,125,91,53,149,9,479,282,1582,97,566,119,133
"Hamptoncity",5,0,323,2100,2041,1118,6659,1105,1551,971,735,4619,345,2837,7311,8463,954,5532,1229,4370
"Harrisonburgcity",119,15,71,1026,3207,1317,4490,509,1193,811,367,1188,105,951,9063,2921,625,4741,692,611
"Hopewellcity",3,0,226,619,1927,154,628,49,104,116,75,300,54,368,685,1503,76,850,261,265
"Lexingtoncity",0,0,3,141,18,74,326,19,62,89,34,147,2,41,1330,486,25,612,218,307
"Lynchburgcity",3,0,157,1635,6285,1685,5565,960,480,2615,568,3174,1669,2328,4197,9162,432,4915,1395,1438
"Manassascity",0,32,80,2002,2109,437,2305,374,133,410,260,4305,161,1658,1902,3882,146,1646,887,447
"ManassasParkcity",0,2,3,1240,209,247,354,36,16,25,31,172,1,183,577,51,2,55,236,240
"Martinsvillecity",42,0,97,129,709,118,911,61,192,244,104,252,160,1549,566,2346,119,522,329,671
"NewportNewscity",36,3,389,2928,30722,2095,9216,1462,681,1558,1854,5624,2122,5694,7360,12509,1197,6529,2859,2658
"Norfolkcity",8,0,732,4111,6309,3871,11667,8080,2788,5404,2687,9418,2178,8157,18133,24543,1570,11168,4379,4507
"Nortoncity",0,298,27,76,168,111,836,73,192,71,44,172,10,66,137,1214,14,462,60,155
"Petersburgcity",0,0,176,416,1117,572,1356,384,71,194,115,285,41,367,1065,4613,148,758,651,669
"Poquosoncity",0,0,0,158,3,29,308,19,0,33,12,68,5,95,7,156,0,226,89,142
"Portsmouthcity",0,0,190,2350,1247,669,2985,1600,308,570,477,1393,93,2922,3351,7739,314,2303,1776,2167
"Radfordcity",0,0,70,140,2139,118,435,11,26,131,114,273,49,178,2226,538,44,838,133,229
"Richmondcity",1,33,878,6721,6124,4195,9054,3779,2204,8421,1714,11465,10223,9439,17114,26473,3293,10878,5344,17333
"Roanokecity",3,163,349,4296,4490,2699,8739,4573,1028,3283,982,3430,3555,3626,3609,14854,632,6145,2593,2590
"Salemcity",6,0,62,1279,3814,1829,2265,530,123,765,146,786,437,1417,1647,6256,238,1836,734,487
"Stauntoncity",2,0,119,234,517,346,1925,304,188,313,142,382,402,430,1159,2698,245,1483,572,582
"Suffolkcity",197,16,271,1496,2105,1248,3342,1035,213,376,207,1710,512,1296,2780,3858,323,2415,828,1366
"VirginiaBeachcity",62,8,1314,9469,5588,5137,22520,2005,3679,8614,4453,14367,3130,11929,18622,23320,3250,22207,5950,5425
"Waynesborocity",0,0,43,492,1516,224,1944,278,344,282,80,481,595,598,591,796,103,1410,464,267
"Williamsburgcity",0,0,7,33,15,39,1030,5,87,151,99,781,46,331,3084,549,1362,3347,269,275
"Winchestercity",49,1,53,403,1759,447,3499,354,322,492,376,1051,890,1480,4716,6322,336,2523,623,825
