"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"HendricksCounty",140,27,858,2227,3471,3576,10340,6466,448,946,455,1368,363,5963,2416,6390,678,7177,1699,2431
"HenryCounty",95,18,58,542,1932,374,1674,215,193,413,110,178,22,818,1054,2286,70,981,340,679
"HowardCounty",59,21,104,1087,12283,931,4896,612,509,871,340,819,43,2334,3169,4034,153,3772,990,1091
"HuntingtonCounty",163,21,39,447,3492,579,1385,272,391,429,91,208,51,1159,1108,1723,41,1025,562,471
"JacksonCounty",827,3,112,566,5708,754,2272,2016,93,392,115,291,125,1353,1086,2122,56,1391,431,716
"JasperCounty",745,33,304,831,1340,430,1325,1527,173,253,101,222,23,260,1043,1424,36,851,154,404
"JayCounty",187,17,29,242,3441,288,586,100,104,150,28,121,70,148,668,805,19,410,135,332
"JeffersonCounty",21,0,459,279,2878,185,1435,190,131,203,96,251,61,411,1321,2155,71,1275,241,659
"JenningsCounty",97,29,24,608,1873,293,750,959,36,125,42,98,3,107,662,573,8,333,98,140
"JohnsonCounty",103,16,135,2005,5550,2254,8823,2342,431,1013,592,1366,251,3764,4509,6235,321,6249,1596,1599
"KnoxCounty",333,1001,298,510,2050,685,1599,618,148,398,188,229,63,521,1989,4089,62,1562,521,743
"KosciuskoCounty",490,10,58,969,15963,1801,3326,472,435,708,202,675,498,2015,3231,3215,202,2495,1234,706
"LaGrangeCounty",157,3,39,440,5653,654,1075,149,68,265,80,229,32,82,1112,642,7,850,342,294
"LakeCounty",149,145,2169,12071,25882,6679,25206,7275,1942,4019,2083,6425,2396,9392,15843,32564,6365,18358,7181,8229
"LaPorteCounty",279,19,219,1869,7577,1456,5090,1256,332,872,405,798,101,2209,3030,4923,1503,3828,1222,3205
"LawrenceCounty",21,157,58,479,1985,238,1844,287,184,353,89,593,16,377,1348,2205,62,1192,377,664
"MadisonCounty",140,9,21,1555,4308,1466,5091,1887,630,924,476,1187,305,2934,3747,5086,1298,4150,1250,3125
"MarionCounty",563,152,2473,24159,59167,29405,57244,39052,13520,27328,9820,37107,8785,60251,44180,89757,8438,50739,19757,26594
"MarshallCounty",243,2,22,490,6585,512,1944,378,153,551,80,398,47,985,2185,1581,135,1342,642,1024
"MartinCounty",12,3,17,63,319,130,317,99,48,62,21,936,6,36,220,133,12,252,79,166
"MiamiCounty",184,29,47,347,1808,286,877,331,117,290,59,112,4,251,885,958,31,908,351,1085
"MonroeCounty",89,202,418,2183,5503,1486,6522,1066,1174,1254,1125,2103,442,2322,15399,8777,408,7091,2145,1592
"MontgomeryCounty",136,33,62,419,5453,459,1574,651,154,235,70,194,59,1051,1426,1306,103,1121,344,524
"MorganCounty",74,47,203,969,2316,476,2396,305,137,430,140,426,8,698,1766,1917,71,1628,512,732
"NewtonCounty",432,9,18,165,582,204,257,324,44,120,19,73,3,184,414,245,106,242,45,258
"NobleCounty",179,24,56,478,9223,473,1339,264,346,232,99,211,36,1050,1440,1137,25,1052,451,629
"OhioCounty",2,0,27,29,23,21,76,45,6,15,4,18,4,140,190,100,630,61,17,147
"OrangeCounty",96,42,46,567,1382,137,604,136,67,76,33,99,64,179,600,812,44,1764,126,299
"OwenCounty",10,14,14,162,2584,59,433,75,132,140,9,94,5,157,480,870,4,368,79,264
"ParkeCounty",50,7,43,74,451,96,333,67,46,71,42,72,32,82,419,177,9,298,78,478
"PerryCounty",40,68,42,188,2073,78,650,116,42,112,94,92,74,75,575,723,25,544,98,639
"PikeCounty",26,593,379,247,196,85,246,194,47,57,46,28,47,112,372,261,12,125,100,244
"PorterCounty",46,30,413,4060,11082,2619,7159,2046,623,1196,608,1770,285,3116,7603,8215,476,6241,2476,2090
"PoseyCounty",76,78,77,469,2555,302,681,638,44,161,42,318,12,481,702,332,25,504,166,371
"PulaskiCounty",313,32,0,150,1264,260,435,116,41,157,9,72,28,26,429,612,2,166,102,278
"PutnamCounty",78,71,31,362,2828,189,1204,1138,134,259,99,218,14,742,2281,1547,38,1212,294,1045
"RandolphCounty",194,8,53,398,2447,330,528,182,53,125,16,145,1,807,809,423,183,474,199,443
"RipleyCounty",152,33,88,474,1965,166,869,692,161,292,40,308,1037,1164,764,1332,88,682,364,432
"RushCounty",118,8,70,207,1091,188,406,324,66,111,16,117,64,107,409,480,7,319,133,305
"StJosephCounty",139,10,313,3739,14859,5845,13690,3104,2105,3297,1645,4710,2078,6007,18707,18929,956,11017,3801,4072
"ScottCounty",12,15,42,136,1799,136,991,107,49,116,62,135,12,605,712,1117,16,815,168,385
"ShelbyCounty",202,69,43,770,4987,679,1627,1315,123,209,172,244,32,1248,1037,1902,823,1283,338,620
"SpencerCounty",103,20,244,291,1204,411,437,298,102,130,25,125,17,484,735,350,363,351,336,367
"StarkeCounty",96,0,2,83,929,158,603,55,75,61,38,55,1,204,685,350,12,485,79,260
"SteubenCounty",97,4,80,414,5057,302,1648,463,103,136,100,229,16,1136,1228,1298,39,1546,388,601
"SullivanCounty",64,1076,279,114,712,196,612,135,164,89,16,141,1,90,554,637,53,406,102,1084
"SwitzerlandCounty",3,44,16,47,92,4,128,22,13,20,0,25,7,24,221,110,864,132,74,187
"TippecanoeCounty",236,37,73,2603,14847,1842,8661,1846,987,2033,1163,2796,251,5107,17624,11194,511,8201,2121,1989
"TiptonCounty",439,1,0,345,1020,160,397,25,59,85,10,171,36,95,376,526,1,287,95,262
"UnionCounty",16,1,22,46,197,76,181,26,15,20,4,25,1,15,246,101,2,99,35,116
"VanderburghCounty",132,313,795,7595,12689,4524,11820,3997,1686,2055,1265,3949,3576,9439,6764,14638,1953,10472,4015,2787
"VermillionCounty",89,11,150,400,514,64,642,123,38,70,15,72,17,60,499,433,17,421,91,198
"VigoCounty",100,115,244,2000,6798,1322,5871,1414,548,1446,644,1104,397,3793,5434,7767,403,5380,1414,2690
"WabashCounty",518,13,37,490,3070,459,1342,89,110,333,103,217,134,235,1852,1989,245,1042,263,449
"WarrenCounty",143,11,17,102,556,219,181,135,11,23,4,60,0,47,192,81,0,21,22,138
"WarrickCounty",76,149,278,1032,2437,432,1460,375,150,606,147,650,10,719,1448,2829,232,1050,457,497
"WashingtonCounty",67,17,12,316,1436,100,806,78,102,132,39,137,6,124,930,523,14,393,191,256
"WayneCounty",199,24,163,639,5410,973,3755,791,190,915,173,592,305,1583,3029,5181,106,2787,662,1005
"WellsCounty",109,12,4,376,2719,544,913,1610,108,189,186,211,11,355,734,1525,36,530,274,387
"WhiteCounty",266,89,113,567,2703,390,1063,225,96,207,45,128,2,355,923,711,60,509,153,430
"WhitleyCounty",80,0,74,539,4774,503,1070,277,143,183,70,203,100,388,908,1196,36,830,463,361
