"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AdamsCounty",137,15,11,364,4864,472,1314,333,300,302,82,181,9,493,919,1696,34,761,305,466
"AllenCounty",200,110,432,8232,27833,10224,19938,6593,3661,8384,2005,6168,1864,11391,14802,29808,2185,16500,5163,5275
"BartholomewCounty",70,39,148,1500,17637,1592,4522,1420,487,1123,311,1573,776,2830,2986,5339,207,3834,778,1441
"BentonCounty",72,3,15,86,375,258,189,121,37,155,0,38,0,23,341,83,17,41,51,171
"BlackfordCounty",52,6,1,33,951,154,340,126,29,92,11,87,10,51,312,393,26,283,105,193
"BooneCounty",179,8,42,1633,1962,1456,5219,2033,179,395,185,1061,91,2232,2042,2449,170,1581,660,871
"BrownCounty",39,0,38,161,156,34,412,47,23,36,30,124,0,102,345,1027,38,697,99,269
"CarrollCounty",205,37,18,285,2574,256,415,123,46,93,38,87,0,56,488,172,12,444,75,284
"CassCounty",122,30,18,486,3801,554,1511,341,151,289,84,226,96,698,1419,2448,18,966,262,824
"ClarkCounty",34,72,210,2212,8032,1658,7986,4317,297,1885,567,977,164,3696,2506,5895,447,5308,1337,2916
"ClayCounty",44,35,18,215,2509,201,948,226,39,149,33,97,4,127,911,502,49,560,324,355
"ClintonCounty",194,0,2,417,4286,311,1011,483,143,238,53,375,8,1199,874,1045,22,689,354,563
"CrawfordCounty",12,197,10,28,352,19,151,136,7,21,12,13,13,13,328,139,64,137,44,206
"DaviessCounty",94,89,47,1379,2114,416,1564,781,99,267,83,362,14,228,801,1550,55,762,351,471
"DearbornCounty",14,8,268,600,1637,294,1693,395,173,412,98,322,140,466,1094,2215,1219,1190,315,760
"DecaturCounty",217,23,57,312,4840,499,1086,645,73,261,89,134,408,1472,669,1135,107,805,277,372
"DeKalbCounty",117,24,5,733,8319,1034,1438,954,150,359,135,563,347,1063,1230,1419,181,1114,478,654
"DelawareCounty",149,22,169,1586,4305,1142,6263,1166,388,1778,598,2014,769,2407,6613,8536,465,4461,1259,722
"DuboisCounty",424,191,111,996,10519,1365,2901,972,278,573,108,617,478,448,1302,2948,123,1651,579,720
"ElkhartCounty",207,59,149,2941,58147,6050,8937,2926,744,1752,843,2206,2102,5535,6362,10365,476,6700,2435,2379
"FayetteCounty",29,4,40,140,1128,156,987,99,100,166,53,239,19,79,542,1471,41,515,184,282
"FloydCounty",19,5,76,1555,5929,677,2919,508,163,593,207,1207,223,1255,2451,6517,86,2890,992,965
"FountainCounty",143,0,7,95,1849,122,614,106,57,167,27,68,14,64,352,341,19,300,82,249
"FranklinCounty",36,21,11,228,997,124,609,90,44,191,4,63,88,164,678,607,28,533,111,251
"FultonCounty",68,5,26,271,1849,246,827,136,125,214,54,112,35,147,565,810,6,470,184,369
"GibsonCounty",143,776,397,524,6725,343,1366,566,91,130,80,348,19,2895,1386,1186,42,1148,295,524
"GrantCounty",56,51,130,697,4600,1122,3121,1866,319,637,256,425,385,988,3777,5384,73,2188,672,845
"GreeneCounty",148,148,105,268,423,108,1009,105,86,186,58,271,51,108,1018,1070,12,621,163,507
"HamiltonCounty",676,219,1160,6800,5876,7158,16371,1479,3382,13681,2441,10386,3229,12350,9087,17161,2073,12371,4146,3507
"HancockCounty",86,1,49,1517,3550,828,2428,779,486,405,146,1573,101,1912,1903,2548,139,1966,489,851
"HarrisonCounty",46,65,94,319,1644,402,1182,140,89,267,25,225,40,149,905,1345,1412,898,244,403
