Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
KansasCity,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
KansasCity,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
KansasCity,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
KansasCity,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
StJoseph,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
StJoseph,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
StJoseph,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
StJoseph,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Topeka,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Topeka,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Topeka,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Topeka,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Wichita,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Wichita,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Wichita,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Wichita,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
