Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
PkgCost,KansasCity,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,KansasCity,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,KansasCity,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,KansasCity,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,KansasCity,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,StJoseph,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,StJoseph,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,StJoseph,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,StJoseph,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,StJoseph,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Topeka,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Topeka,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Topeka,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Topeka,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Topeka,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Wichita,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Wichita,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Wichita,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Wichita,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Wichita,0,0,0,0,0,0,0,0,0,0,0,0,0
