Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtSmooth,KansasCity,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,KansasCity,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,KansasCity,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,KansasCity,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,StJoseph,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,StJoseph,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,StJoseph,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,StJoseph,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Topeka,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Topeka,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Topeka,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Topeka,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Wichita,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Wichita,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Wichita,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Wichita,0,0,0,0,0,0,0,0,0,0,0,0,0
