"FAFZone","AddisonCounty","BenningtonCounty","CaledoniaCounty","ChittendenCounty","EssexCounty","FranklinCounty","GrandIsleCounty","LamoilleCounty","OrangeCounty","OrleansCounty","RutlandCounty","WashingtonCounty","WindhamCounty","WindsorCounty"
"64",3028.64166666667,2989.46666666666,3109.59166666666,3040.40833333334,3147.54166666667,3062.15833333334,3049.07916666666,3079.775,3067.97916666667,3133.65833333334,3006.80833333334,3078.79166666667,3032.05,3047.63333333334
"65",3052.7,3013.5,3133.65,3064.45,3171.6,3086.2,3073.1,3103.8,3092,3157.7,3030.85,3102.85,3056.1,3071.65
"69",2990.66290322581,2951.49032258064,3071.61935483871,3002.44516129032,3109.55483870968,3024.17096774193,3011.10483870968,3041.80161290322,3030.00967741936,3095.67096774193,2968.83870967742,3040.81935483871,2994.06774193549,3009.64838709677
"81",1909.86666666667,1870.69166666667,1990.8125,1921.62916666667,2028.75833333333,1943.375,1930.29166666667,1961.00416666667,1949.19583333334,2014.875,1888.02083333334,1960.00416666667,1913.275,1928.8375
"89",2010.8076923077,1971.625,2091.74230769231,2022.575,2129.70192307692,2044.31346153846,2031.22884615385,2061.93076923077,2050.13076923077,2115.81153846154,1988.9673076923,2060.9423076923,2014.2173076923,2029.7923076923
"91",208.333333333333,136.383333333333,222.533333333333,244.333333333333,248.433333333333,288.133333333333,276.833333333333,243.066666666667,192.966666666667,253.033333333333,172.333333333333,211.666666666667,110.433333333333,154.133333333333
"92",220.766666666667,135.566666666667,253.766666666667,275.466666666666,279.633333333334,319.266666666667,308.033333333334,274.266666666667,224.166666666667,284.266666666667,184.766666666667,242.866666666667,141.566666666666,185.316666666667
"99",223.55,159.4,237.75,259.55,266.4,303.35,292.05,258.25,208.15,268.25,187.55,226.85,131.8,169.35
"101",409.95,341.95,472.3,445.05,497.7,481.85,470.55,484.4,442.7,502.35,388.1,460.1,360.1,405.75
"109",467.8,399.8,528.5,502.9,554.4,539.7,528.4,542.2,498.9,559,446,517.9,416.4,463.6
"111",488.6,420.7,552.6,523.7,578.4,560.5,549.3,563.1,523,583.1,466.8,538.8,440.4,484.4
"121",1235.45,1167.45,1299.35,1270.5,1325.25,1307.28333333333,1296.05,1309.86666666667,1269.78333333333,1329.85,1213.58333333333,1285.58333333333,1187.18333333333,1231.21666666667
"122",1477.62857142857,1409.64285714286,1541.54285714286,1512.72857142857,1567.42857142857,1549.51428571429,1538.22857142857,1552.08571428571,1511.98571428571,1572.04285714286,1455.81428571429,1527.8,1429.41428571429,1473.42857142857
"123",1331.07142857143,1263.08571428571,1394.98571428571,1366.15714285714,1420.87142857143,1402.95714285714,1391.67142857143,1405.48571428571,1365.38571428571,1425.48571428571,1309.22857142857,1381.2,1282.84285714286,1326.87142857143
"124",1397.425,1329.45,1461.35,1432.5,1487.225,1469.3,1458.05,1471.9,1431.8,1491.85,1375.6,1447.6,1349.2,1393.2
"129",1389.87790697674,1321.89418604651,1457.25,1424.95232558139,1483.13139534884,1461.75,1450.48837209302,1464.30348837209,1425.60813953488,1487.75,1368.04069767442,1440.02209302325,1348.18023255814,1385.66162790698
"131",1111.81025641026,1043.82307692308,1186.51794871795,1146.87435897436,1212.39230769231,1183.67692307692,1172.41794871795,1186.22820512821,1151.13333333333,1217.01794871795,1089.9641025641,1161.93846153846,1086.41794871795,1107.57948717949
"132",1099.78333333333,1031.8,1165.48333333333,1134.86666666667,1191.36666666667,1171.65,1160.4,1174.23333333333,1134.98333333333,1195.98333333333,1077.95,1149.95,1055.36666666667,1095.56666666667
"139",1164.54210526316,1096.56140350877,1236.9701754386,1199.61052631579,1262.85087719298,1236.40964912281,1225.15350877193,1238.9701754386,1203.34736842105,1267.4701754386,1142.70043859649,1214.68070175439,1134.74824561404,1160.32105263158
"151",,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,
"160",2525.87159090909,2486.70113636363,2606.81477272727,2537.64431818182,2644.7625,2559.38977272728,2546.31022727273,2577.01022727272,2565.2125,2630.88977272728,2504.03068181818,2576.01477272728,2529.28522727273,2544.85
"171",947.630769230769,908.461538461538,1028.60769230769,959.423076923077,1066.53076923077,981.138461538461,968.107692307692,998.807692307692,986.992307692308,1052.64615384615,925.815384615385,997.807692307692,951.046153846154,966.623076923077
"172",1103.34444444444,1064.17777777778,1184.27777777778,1115.12222222222,1222.24444444444,1136.84444444444,1123.77777777778,1154.47777777778,1142.67777777778,1208.34444444444,1081.52222222222,1153.47777777778,1106.75555555556,1122.33333333333
"179",1059.561875,1020.380625,1140.49875,1071.33125,1178.455,1093.074375,1079.988125,1110.69125,1098.886875,1164.573125,1037.7225,1109.69875,1062.970625,1078.54375
"181",881.44,842.28,962.38,893.24,1000.34,914.94,901.88,932.58,920.78,986.44,859.6,931.58,884.84,900.44
"182",874.388888888889,835.2,955.305555555556,886.138888888889,993.277777777778,907.888888888889,894.8,925.5,913.7,979.388888888889,852.533333333333,924.5,877.8,893.355555555555
"183",773.0875,733.9,854.025,784.8375,891.975,806.5875,793.525,824.225,812.4,878.0875,751.225,823.225,776.4875,792.0375
"189",892.413114754099,853.238524590163,973.353278688525,904.182786885245,1011.30409836065,925.928688524591,912.846721311475,943.546721311475,931.745081967214,997.427049180327,870.573770491804,942.554918032786,895.827049180328,911.390983606557
"190",1255.08939393939,1215.90757575758,1336.02727272727,1266.86212121212,1373.98131313131,1288.5994949495,1275.51565656566,1306.21666666666,1294.41767676767,1360.0994949495,1233.25303030303,1305.23131313131,1258.50050505051,1274.07323232324
"201",1394.07777777778,1354.88888888889,1475,1405.83333333333,1512.96666666667,1427.58888888889,1414.48888888889,1445.2,1433.4,1499.08888888889,1372.22222222222,1444.21111111111,1397.48888888889,1413.05555555556
"202",1560.66666666667,1521.51666666667,1641.61666666667,1572.43333333333,1679.55,1594.2,1581.11666666667,1611.81666666667,1600.01666666667,1665.7,1538.81666666667,1610.81666666667,1564.08333333333,1579.65
"209",1597.88388888888,1558.705,1678.82611111112,1609.655,1716.77277777777,1631.39277777777,1618.31722222223,1649.01444444444,1637.21666666667,1702.89277777777,1576.04055555555,1648.02388888888,1601.295,1616.865
"211",826.3125,787.125,907.2625,838.0875,945.1875,859.8125,846.75,877.45,865.65,931.3125,804.4875,876.4625,829.7125,845.2875
"212",910.545454545455,871.363636363636,991.490909090909,922.336363636364,1029.43636363636,944.054545454546,930.963636363636,961.663636363636,949.872727272727,1015.55454545455,888.718181818182,960.681818181818,913.954545454545,929.536363636364
"219",960.90297029703,914.258415841584,1040.67425742574,979.133663366337,1074.92178217822,1002.50693069307,983.926732673267,1018.48910891089,1000.22871287129,1066.71683168317,939.060396039604,1011.04059405941,956.851485148515,973.508910891089
"221",1584.31111111111,1516.32222222222,1659.01111111111,1619.35555555556,1684.91111111111,1656.16666666667,1644.91111111111,1658.73333333333,1623.62222222222,1689.51111111111,1562.44444444444,1634.43333333333,1558.91111111111,1580.08888888889
"222",1739.7,1671.7,1814.4,1774.8,1840.3,1811.6,1800.3,1814.1,1779.05,1844.9,1717.9,1789.85,1714.3,1735.5
"223",1547.17,1479.19,1621.88,1582.22,1647.74,1619.01,1607.78,1621.6,1586.5,1652.38,1525.31,1597.31,1521.78,1542.92
"229",1610.5476744186,1545.5511627907,1688.24418604651,1644.52906976744,1714.12209302325,1674.77790697674,1659.6511627907,1683.88255813953,1649.86627906977,1718.74418604651,1588.6988372093,1660.67906976744,1588.14418604651,1609.31162790698
"230",288.91875,300.565625,201.3,269.7375,185.80625,266.30625,292.275,235.225,243.43125,221.50625,276.390625,232.05625,276.265625,246.521875
"241",454.971428571429,387.014285714286,520.042857142857,490.042857142857,545.9,526.842857142857,515.585714285714,529.428571428571,489.628571428571,550.542857142857,433.142857142857,505.128571428571,409.585714285714,450.742857142857
"242",498.04,430.08,562.34,533.12,588.2,569.9,558.64,572.48,534.4,592.84,476.2,548.2,452.6,493.82
"249",489.741666666667,421.775,554.5,524.8,580.225,561.6,550.358333333333,564.183333333333,523.458333333333,584.85,467.891666666667,539.883333333333,445.333333333333,485.508333333333
"251",217.7125,172.675,201.4625,233.9875,226.85,277.775,266.525,232.7375,182.6375,231.9625,178.6375,201.3375,132.1,163.225
"259",197.333333333333,135.783333333333,210.016666666667,226.766666666667,235.166666666667,269.966666666667,258.733333333333,229.666666666667,180.883333333333,240.516666666667,160.85,198.266666666667,113.45,150.366666666667
"261",745,705.8,825.91,756.75,863.9,778.5,765.4,796.1,784.3,850,723.13,795.11,748.4,764
"262",861.4,822.2125,942.3375,873.1875,980.3,894.9,881.8125,912.525,900.725,966.4,839.5625,911.5375,864.8,880.4
"269",949.633076923077,910.45,1030.56384615385,961.394615384615,1068.51461538461,983.142307692307,970.057692307692,1000.75923076923,988.956153846154,1054.64230769231,927.783846153847,999.763846153846,953.04,968.605384615385
"271",1346.4,1307.22105263158,1427.33157894737,1358.14736842105,1465.27894736842,1379.91578947368,1366.83157894737,1397.53157894737,1385.72631578947,1451.41578947368,1324.53684210526,1396.53684210526,1349.81578947368,1365.35789473684
"279",1445.475,1406.29264705882,1526.41323529412,1457.24852941176,1564.36764705882,1478.98088235294,1465.9,1496.60294117647,1484.79852941176,1550.48088235294,1423.63382352941,1495.61764705882,1448.88235294118,1464.45882352941
"280",1396.51158536585,1336.23841463415,1473.43170731708,1422.75731707317,1502.62134146342,1453.5756097561,1439.50365853659,1462.12926829268,1435.85060975609,1502.28658536585,1374.67195121951,1446.66158536585,1378.82743902439,1398.83231707317
"291",1356.71538461538,1317.54615384615,1437.66153846154,1368.49230769231,1475.6,1390.23076923077,1377.14615384615,1407.84615384615,1396.04615384615,1461.73076923077,1334.88461538462,1406.84615384615,1360.13076923077,1375.7
"292",1151.5375,1112.35,1232.4625,1163.325,1270.425,1185.05,1171.95,1202.6625,1190.85,1256.55,1129.725,1201.675,1154.95,1170.525
"299",1280.91170212766,1241.73085106383,1361.85425531915,1292.67872340426,1399.79893617021,1314.42234042553,1301.33936170213,1332.04042553191,1320.24042553191,1385.92234042553,1259.07234042553,1331.05,1284.32340425532,1299.88829787234
"300",2248.28392857143,2209.09642857143,2329.21785714286,2260.05357142857,2367.17321428571,2281.79107142857,2268.70357142857,2299.40714285714,2287.60714285714,2353.29107142857,2226.44107142857,2298.4125,2251.6875,2267.26071428571
"311",1376.33333333333,1337.18333333333,1457.28333333333,1388.11666666667,1495.21666666667,1409.86666666667,1396.78333333333,1427.48333333333,1415.68333333333,1481.36666666667,1354.51666666667,1426.51666666667,1379.76666666667,1395.31666666667
"319",1565.06379310345,1525.8908045977,1646,1576.83045977011,1683.95229885058,1598.57528735632,1585.49540229885,1616.19540229885,1604.39655172414,1670.07528735632,1543.21264367816,1615.20287356322,1568.47298850575,1584.0408045977
"321",2664.1,2624.9,2745,2675.8,2782.95,2697.6,2684.5,2715.2,2703.4,2769.1,2642.2,2714.2,2667.5,2683.05
"329",2707.6,2668.44,2788.56666666667,2719.36666666667,2826.48666666667,2741.12,2728.05333333333,2758.76,2746.96,2812.62,2685.76666666667,2757.76,2711.02666666667,2726.56666666667
"331",157.78,136.5,128.42,167.06,152.16,209.98,199.62,161.68,118.02,158.9,128.42,134.44,103.84,101.34
"339",126.36,123.48,86.52,127.66,100,156.92,158.6,115.5,87.78,113.72,103.72,93.78,109.1,75.74
"341",284.45,216.471428571429,363.421428571429,319.528571428571,389.3,356.328571428571,345.057142857143,358.871428571429,324.878571428571,393.921428571429,262.607142857143,336.092857142857,252.128571428571,281.342857142857
"342",370.585714285714,302.614285714286,438.1,405.628571428571,463.985714285714,442.442857142857,431.185714285714,445.014285714286,408.528571428571,468.6,348.728571428571,421.628571428571,325.942857142857,368.8
"350",2170.33484848485,2131.16515151515,2251.2893939394,2182.11666666666,2289.22575757576,2203.84393939394,2190.7803030303,2221.48030303031,2209.68181818182,2275.34393939394,2148.50757575758,2220.4893939394,2173.75,2189.31666666666
"361",116.44,71.43,196.53,151.5,228.45,188.3,177.73,188.42,151.9,222.15,93.31,162.7,112.36,126.06
"362",389.7,350.133333333333,477.766666666667,401.466666666667,511.733333333333,423.2,410.1,440.8,429,494.7,367.833333333333,439.8,392.733333333333,410.2
"363",258.711538461539,179.096153846153,314.2,299.334615384616,340.076923076923,330.565384615385,319.319230769231,327.076923076923,283.707692307692,344.7,228.507692307692,298.276923076923,203.876923076924,242.253846153846
"364",309.6125,270.475,390.575,321.4,428.5,337.5625,324.5,360.775,348.975,409.5375,287.8,359.7875,313.05,328.6
"369",227.521428571429,202.339285714286,309.217857142857,250.228571428571,334.15,268.385714285714,255.525,284.35,273.239285714286,325.55,215.082142857143,276.375,241.45,251.728571428571
"371",868,800.005555555555,942.705555555556,903.072222222222,968.594444444444,939.872222222222,928.605555555555,942.416666666667,907.316666666667,973.205555555556,846.161111111111,918.138888888889,842.605555555556,863.783333333333
"372",798.02,730.02,871.1,833.09,896.97,869.89,858.62,872.45,836.3,901.6,776.19,848.19,769.8,793.79
"373",762.072727272727,694.109090909091,826,797.145454545455,851.890909090909,833.945454545454,822.690909090909,836.509090909091,796.418181818182,856.5,740.236363636364,812.218181818182,713.845454545455,757.872727272727
"379",821.580714285715,753.604285714286,888.331428571429,856.658571428571,913.970714285715,893.46,882.194285714285,896.018571428571,856.814285714285,918.599285714286,799.745714285714,871.725714285715,780.994285714286,817.367142857143
"380",1757.42075471698,1718.23773584906,1838.34905660377,1769.17547169811,1876.30754716981,1790.92452830189,1777.83962264151,1808.53962264151,1796.74150943396,1862.42452830189,1735.56603773585,1807.54339622642,1760.82641509434,1776.38679245283
"391",788,748.8,868.916666666667,799.766666666667,906.883333333333,821.5,808.4,839.1,827.316666666667,893,766.15,838.116666666667,791.4,806.966666666667
"392",579.538461538462,540.353846153846,660.492307692308,591.307692307692,698.430769230769,613.046153846154,599.984615384615,630.669230769231,618.869230769231,684.546153846154,557.707692307692,629.692307692308,582.946153846154,598.523076923077
"393",697.882352941176,658.094117647059,778.820588235294,709.65,816.767647058824,731.394117647059,718.311764705882,749.005882352941,737.2,802.894117647059,676.032352941176,748.014705882353,700.688235294118,716.861764705882
"394",754.407142857143,715.235714285714,835.364285714286,766.207142857143,873.307142857142,787.935714285715,774.85,805.55,793.75,859.435714285715,732.578571428572,804.564285714285,757.807142857142,773.407142857143
"399",695.68,651.608888888888,776.42,709.011111111111,811.913333333334,730.104444444444,715.824444444444,748.377777777778,735.02,801.351111111112,673.846666666666,745.831111111111,694.202222222223,711.024444444444
"401",1623.9625,1584.775,1704.875,1635.7125,1742.85,1657.4625,1644.375,1675.075,1663.275,1728.9625,1602.1,1674.075,1627.3625,1642.9125
"402",1522.15,1482.95,1603.06,1533.9,1641.05,1555.65,1542.56,1573.25,1561.46,1627.15,1500.28,1572.27,1525.55,1541.13
"409",1651.15762711864,1611.97627118644,1732.09491525424,1662.92372881356,1770.04406779661,1684.66271186441,1671.58644067797,1702.28644067797,1690.48813559322,1756.16271186441,1629.31525423729,1701.29830508475,1654.56440677966,1670.13389830508
"411",3049.61666666666,3010.43888888889,3130.55555555555,3061.37222222222,3168.48333333333,3083.11666666666,3070.03888888889,3100.75,3088.95,3154.61666666666,3027.76111111112,3099.75555555556,3053.02777777778,3068.57222222222
"419",2954.58148148148,2915.40740740741,3035.52962962963,2966.36666666667,3073.47777777778,2988.1,2975.01851851852,3005.71851851852,2993.91111111111,3059.6,2932.75555555556,3004.72962962963,2958,2973.57037037037
"421",350.65,282.666666666667,431.816666666667,385.7,457.7,422.533333333333,411.25,425.066666666667,389.966666666667,462.316666666667,328.8,400.783333333333,321.666666666667,346.433333333333
"422",564.811111111111,505.755555555556,641.577777777778,592.088888888889,672,616.433333333333,604.144444444445,631.466666666667,604.122222222222,669.944444444444,542.944444444444,614.933333333333,548.344444444444,568.266666666667
"423",301.78,233.78,376.48,336.84,402.38,373.66,362.38,376.18,341.08,406.98,279.94,351.9,276.38,297.56
"429",421.073404255319,360.304255319149,501.09255319149,454.167021276596,528.202127659574,484.643617021276,470.56914893617,493.522340425532,460.405319148936,531.045744680851,399.239361702127,471.218085106383,402.882978723404,423.704255319149
"441",226.32,194.06,243.56,262.72,267.3,306.52,295.26,261.5,211.39,274.06,190.32,230.1,144.86,172.08
"451",1014.56666666667,946.6,1078.5,1049.63333333333,1104.36666666667,1086.43333333333,1075.16666666667,1089,1048.9,1109,992.733333333333,1064.7,966.333333333333,1010.33333333333
"452",973.82,905.83,1048.53,1008.9,1074.42,1045.7,1034.42,1048.23,1013.14,1079.03,952,1023.95,948.42,969.61
"459",968.724242424242,900.736363636364,1036.09696969697,1003.79696969697,1061.98181818182,1040.60303030303,1029.3303030303,1043.14848484848,1005.93333333333,1066.59696969697,946.893939393939,1018.8696969697,929.790909090909,964.515151515152
"460",1640.12272727273,1600.94696969696,1721.0590909091,1651.89090909091,1759.01363636363,1673.63333333334,1660.55454545454,1691.25151515151,1679.45454545455,1745.13333333334,1618.28484848485,1690.26363636363,1643.53636363636,1659.10303030303
"471",1252.86666666667,1213.7,1333.86666666667,1264.66666666667,1371.76666666667,1286.36666666667,1273.36666666667,1304.03333333333,1292.23333333333,1357.86666666667,1231.06666666667,1303.06666666667,1256.3,1271.86666666667
"472",1093.63529411765,1048.52941176471,1175.97058823529,1112.25882352941,1211.47647058824,1135.16470588235,1115.66470588235,1151.63529411765,1132.98235294118,1198.7,1071.80588235294,1143.80588235294,1091.10588235294,1109.97058823529
"473",943.169230769231,875.192307692308,1017.86923076923,978.230769230769,1043.76923076923,1015.02307692308,1003.76923076923,1017.6,982.492307692308,1048.36923076923,921.323076923077,993.3,917.769230769231,938.946153846154
"479",1074.4314516129,1019.67661290323,1152.28951612903,1099.36854838709,1184.52661290322,1129.60564516129,1116.54758064516,1138.71370967742,1113.76048387096,1180.09596774194,1052.59596774194,1124.57016129032,1062.26693548387,1081.46048387097
"481",1927.56,1888.4,2008.52,1939.36,2046.46,1961.06,1948,1978.72,1966.92,2032.56,1905.74,1977.72,1930.96,1946.56
"482",1763.2875,1695.2875,1837.9875,1798.3375,1863.8375,1835.1375,1823.8875,1837.7125,1802.6125,1868.4875,1741.4375,1813.4125,1737.8875,1759.0375
"483",2088.41666666667,2020.45,2163.11666666667,2123.46666666667,2189.01666666667,2160.26666666667,2149.03333333333,2162.85,2127.75,2193.61666666667,2066.56666666667,2138.55,2063.03333333333,2084.18333333333
"484",1739.65789473684,1700.46842105263,1820.60526315789,1751.43157894737,1858.54210526316,1773.16842105263,1760.06842105263,1790.77368421053,1778.96842105263,1844.66842105263,1717.81052631579,1789.78947368421,1743.06842105263,1758.63157894737
"485",2320.3,2281.1,2401.2,2332.05,2439.15,2353.8,2340.7,2371.4,2359.6,2425.3,2298.45,2370.45,2323.7,2339.25
"486",1870.90714285714,1813.18571428571,1955.88571428571,1901,1981.75714285714,1926.16428571428,1914.37857142857,1940.34285714286,1910.22857142857,1979.58571428571,1849.08571428571,1921.04285714286,1855.77857142857,1876.95714285714
"487",2153.4,2114.2,2234.4,2165.2,2272.3,2186.9,2173.8,2204.5,2192.7,2258.4,2131.6,2203.6,2156.8,2172.4
"488",2011.4375,1978.6875,2092.35,2023.225,2134.7125,2044.9375,2031.85,2062.55,2050.75,2116.4375,1989.575,2061.55,2021.275,2034.2
"489",1912.26564102564,1870.34461538461,1993.83435897436,1927.02205128205,2029.80512820513,1949.62717948718,1936.57076923077,1966.38153846154,1951.59641025641,2017.74256410256,1890.42769230769,1962.40743589744,1912.93692307693,1929.28923076923
"491",2303.21,2264.04,2384.15,2314.96,2422.09,2336.74,2323.64,2354.35,2342.55,2408.24,2281.36,2353.35,2306.64,2322.18
"499",2353.23684210526,2314.05789473684,2434.18421052632,2365.02105263158,2472.13157894737,2386.75263157895,2373.67368421053,2404.36842105263,2392.57368421053,2458.25263157895,2331.41052631579,2403.38947368421,2356.64210526316,2372.22105263158
"511",619.758823529412,551.776470588235,683.688235294118,654.829411764706,709.558823529412,691.629411764706,680.364705882353,694.188235294118,654.405882352941,714.188235294118,597.929411764706,669.911764705882,571.529411764706,615.535294117647
"512",633.325,565.342857142857,695.189285714286,668.407142857143,720.496428571428,705.210714285714,693.935714285715,707.757142857143,665.607142857142,725.110714285714,611.503571428571,683.471428571429,583.046428571429,629.110714285714
"513",528.120588235294,460.15,594.291176470588,563.191176470589,620.173529411765,599.985294117647,588.732352941176,602.555882352942,565.105882352941,624.791176470588,506.279411764706,578.261764705883,483.802941176471,523.89705882353
"519",679.647674418605,611.657558139535,750.964534883721,714.70465116279,776.823255813953,751.506395348837,740.25,754.061627906976,717.322093023256,781.433139534884,657.797674418605,729.76976744186,646.126744186046,675.427325581396
"531",3020.88888888889,2981.71111111111,3101.86666666667,3032.68888888889,3139.78888888889,3054.4,3041.35555555556,3072.05555555556,3060.23333333333,3125.9,2999.07777777778,3071.06666666667,3024.3,3039.88888888889
"532",3021.83333333333,2982.63333333333,3102.76666666667,3033.6,3140.73333333333,3055.33333333333,3042.23333333333,3072.93333333333,3061.13333333333,3126.83333333333,3000,3071.96666666667,3025.23333333333,3040.8
"539",2884.33703703704,2845.16296296296,2965.28148148148,2896.10740740741,3003.21481481481,2917.85555555556,2904.76666666667,2935.47407407407,2923.67777777778,2989.35555555556,2862.5,2934.48148148148,2887.74444444444,2903.31111111111
"540",689.290909090909,621.836363636364,764.356363636364,722.670909090909,790.396363636364,755.725454545455,743.34,762.038181818182,728.629090909091,794.696363636364,667.458181818182,739.443636363636,664.42,685.583636363636
"551",1020.1375,980.95,1101.0875,1031.8875,1139.025,1053.6375,1040.5625,1071.2625,1059.475,1125.1375,998.2875,1070.2875,1023.5375,1039.1125
"559",1179.83046875,1140.64609375,1260.76484375,1191.59375,1298.72109375,1213.33671875,1200.25390625,1230.95546875,1219.15234375,1284.83671875,1157.98359375,1229.96015625,1183.23515625,1198.80546875
"560",2053.56086956522,2014.37826086957,2134.5,2065.33913043478,2172.45217391304,2087.0652173913,2073.98695652174,2104.69130434783,2092.88695652174,2158.5652173913,2031.70869565217,2103.70434782609,2056.96956521739,2072.53913043478
