"SCTG","PctEmpty","N"
1,0.404712182455824,3
2,0.413458243776159,12
3,0.301862639749404,57
4,0.325475511145793,24
5,0.173421736704132,10
6,0.207755228768538,5
7,0.281288861275914,68
8,0.097954499496984,12
9,0.220797674677544,0
10,0.311064492451236,29
11,0.406653723247503,8
12,0.389664036423091,139
13,0.382289317879428,5
14,0.330631811974,0
15,0.394477968299597,0
16,0.411406611770122,0
17,0.405256894636644,5
18,0.253909602524993,21
19,0.229128053521821,20
20,0.319153846071907,2
21,0.163003296356002,0
22,0.381398011930285,4
23,0.329297413853261,0
24,0.259173648542417,2
25,0.365696785524254,55
26,0.367858529680961,50
27,0.207833893632727,4
28,0.216947168869503,5
29,0.142965266998763,1
30,0.150707615637309,0
31,0.432037185797457,35
32,0.217604044021483,7
33,0.127695850893456,43
34,0.691011305275228,22
35,0.159588441529491,2
36,0.483576742217486,46
37,0.179037995207116,5
38,0.253528170079209,0
39,0.576545188610872,17
40,0.151908626862456,182
41,0.430297172898689,57
43,0.0891602781785302,18
99,0.377666020609811,2
