"County","FIPS","StateFIPS","CountyFIPS"
"AddisonCounty",50001,50,1
"BenningtonCounty",50003,50,3
"CaledoniaCounty",50005,50,5
"ChittendenCounty",50007,50,7
"EssexCounty",50009,50,9
"FranklinCounty",50011,50,11
"GrandIsleCounty",50013,50,13
"LamoilleCounty",50015,50,15
"OrangeCounty",50017,50,17
"OrleansCounty",50019,50,19
"RutlandCounty",50021,50,21
"WashingtonCounty",50023,50,23
"WindhamCounty",50025,50,25
"WindsorCounty",50027,50,27
