"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,0,2
2,0.473499644401482,0.526500355598518,0,3
3,0.14281662435306,0.85718337564694,9,13
4,0.329426802845101,0.670573197154899,2,3
5,0.0763722238391646,0.923627776160835,1,1
6,0.192501294148437,0.807498705851563,1,7
7,0.218716123144612,0.781283876855388,8,19
8,0.085028582804222,0.914971417195778,2,12
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,3,3
11,0.532061763030145,0.467938236969855,2,3
12,0.27346478322811,0.72653521677189,22,36
13,0.21225100997592,0.78774899002408,5,7
14,0.296984478905375,0.703015521094625,0,1
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,0,6
18,0.633181271561025,0.366818728438975,6,4
19,0.458896381705954,0.541103618294046,1,6
20,0.153884141884506,0.846115858115494,1,0
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,0,2
23,0.220262195048898,0.779737804951102,2,2
24,0.143309869173441,0.856690130826559,0,2
25,0.172627570488467,0.827372429511533,1,0
26,0.428317310957829,0.571682689042171,9,8
27,0.0664638925860683,0.933536107413932,0,0
28,0.13006920545436,0.86993079454564,3,0
29,0.499509853805331,0.500490146194669,1,2
30,0.122154702334916,0.877845297665084,1,4
31,0.816456702969455,0.183543297030545,55,11
32,0.111509729259209,0.888490270740792,3,4
33,0.78497708647867,0.21502291352133,24,4
34,0.30104112773323,0.69895887226677,8,8
35,0.267488635666556,0.732511364333444,4,0
36,0.116850639272909,0.883149360727091,4,6
37,0.0687078468861626,0.931292153113837,1,1
38,0.301345390186715,0.698654609813286,0,0
39,0.445086859723087,0.554913140276913,5,5
40,0.450021446207779,0.549978553792221,74,43
41,0.937379410215184,0.0626205897848158,37,1
43,0.010000963616745,0.989999036383255,2,52
99,1,0,16,0
