"County","Metropolitan","Town"
"ApacheCounty",0,17.165246653906
"CochiseCounty",30.27963815137,12.995474398076
"CoconinoCounty",34.826231673426,12.665484987838
"GilaCounty",0,19.43970480975
"GrahamCounty",0,13.939252860428
"GreenleeCounty",0,3.364816767578
"LaPazCounty",0,6.014205834256
"MaricopaCounty",1172.92076340606,22.71973589474
"MohaveCounty",29.541819237184,63.77201946168
"NavajoCounty",0,43.066659168462
"PimaCounty",348.110909537674,47.925994924416
"PinalCounty",89.184004447812,30.763814692594
"SantaCruzCounty",0,26.697351362802
"YavapaiCounty",50.983972185472,41.484338268674
"YumaCounty",57.525814974276,11.194062235
