County,Region,Msa
ApacheCounty,,NA
CochiseCounty,,NA
CoconinoCounty,,Flagstaff
GilaCounty,,NA
GrahamCounty,,NA
GreenleeCounty,,NA
LaPazCounty,,NA
MaricopaCounty,,PhoenixMesa
MohaveCounty,,NA
NavajoCounty,,NA
PimaCounty,,PhoenixMesa
PinalCounty,,PhoenixMesa
SantaCruzCounty,,NA
YavapaiCounty,,PrescottValleyPrescott
YumaCounty,,Yuma
