"SCTG","PctEmpty","N"
1,0.404712182455824,2
2,0.409262159847782,3
3,0.369602997173536,24
4,0.40062253072999,6
5,0.199516035193507,2
6,0.207755228768538,9
7,0.282372233343191,29
8,0.23430170205488,15
9,0.220797674677544,0
10,0.345868222703136,6
11,0.406653723247503,5
12,0.474093903044651,61
13,0.506162802091071,12
14,0.330631811974,1
15,0.394477968299597,0
16,0.411406611770122,0
17,0.405256894636644,6
18,0.404621194704583,10
19,0.307658966212607,7
20,0.319153846071907,1
21,0.163003296356002,0
22,0.381398011930285,2
23,0.329297413853261,6
24,0.259173648542417,4
25,0.430737531709114,1
26,0.381449890623369,21
27,0.207833893632727,0
28,0.216947168869503,4
29,0.142965266998763,4
30,0.150707615637309,7
31,0.379084641059613,69
32,0.217604044021483,7
33,0.225123407541087,35
34,0.216360303993394,23
35,0.159588441529491,5
36,0.459813560512176,17
37,0.179037995207116,3
38,0.253528170079209,0
39,0.226159050820846,10
40,0.313481495448393,140
41,0.261199658295026,41
43,0.141255629800697,66
99,0.395368267906681,17
