,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
0-0-0-0-0-1,0,0,0,0,0,0.273604568165596
0-0-0-0-0-2,0,0,0,0,0,0.472519628836545
0-0-0-0-1-0,0,0,0,0,0.155001501952538,0
0-0-0-0-1-1,0,0,0,0,0.119212118611338,0.0793147751605996
0-0-0-0-1-2,0,0,0,0,0.00450585761489937,0.006395431834404
0-0-0-0-2-0,0,0,0,0,0.329227996395314,0
0-0-0-0-2-1,0,0,0,0,0.0105994936274299,0.00351177730192719
0-0-0-0-2-2,0,0,0,0,0.000686606874651332,0.000456816559600286
0-0-0-1-0-0,0,0,0,0.116688728235414,0,0
0-0-0-1-0-1,0,0,0,0.0138818178732648,0,0.0350321199143469
0-0-0-1-0-2,0,0,0,0.00475172249940603,0,0.0243540328336902
0-0-0-1-1-0,0,0,0,0.0311124687461109,0.118010556580698,0
0-0-0-1-1-1,0,0,0,0.00311124687461109,0.0118010556580698,0.00785153461812991
0-0-0-1-1-2,0,0,0,0.000203645249974544,0.000772432733982749,0.0011134903640257
0-0-0-1-2-0,0,0,0,0.00248899749968888,0.0190104278419088,0
0-0-0-1-2-1,0,0,0,0.000158390749980201,0.00120156203063983,0.00039971448965025
0-0-0-1-2-2,0,0,0,1.13136249985858e-05,8.58258593314166e-05,5.71020699500357e-05
0-0-0-2-0-0,0,0,0,0.174772878978153,0,0
0-0-0-2-0-1,0,0,0,0.00734254262408218,0,0.00870806566738044
0-0-0-2-0-2,0,0,0,0.00218352962472706,0,0.00525339043540328
0-0-0-2-1-0,0,0,0,0.00493274049938341,0.00871132472213878,0
0-0-0-2-1-1,0,0,0,0.000746699249906663,0.00128738788997125,0.000856531049250535
0-0-0-2-1-2,0,0,0,5.6568124992929e-05,8.58258593314166e-05,0.000114204139900071
0-0-0-2-2-0,0,0,0,0.000701444749912319,0.00270351456893962,0
0-0-0-2-2-1,0,0,0,7.91953749901006e-05,0.00025747757799425,8.56531049250535e-05
0-0-1-0-0-0,0,0,0.102725787497492,0,0,0
0-0-1-0-0-1,0,0,0.0033821548339018,0,0,0.00336902212705211
0-0-1-0-0-2,0,0,0.00206368769526212,0,0,0.00442541042112777
0-0-1-0-1-0,0,0,0.00578979047837427,0,0.00866841179247307,0
0-0-1-0-1-1,0,0,0.00209235002436298,0,0.0031326438655967,0.0020842255531763
0-0-1-0-1-2,0,0,5.73246582017255e-05,0,8.58258593314166e-05,0.000114204139900071
0-0-1-0-2-0,0,0,0.00702227062971137,0,0.0211560743251942,0
0-0-1-0-2-1,0,0,0.000171973974605176,0,0.000557868085654208,0.000171306209850107
0-0-1-1-0-0,0,0,0.0494998423571899,0.0195386303725577,0,0
0-0-1-1-0-1,0,0,0.00214967468256471,0.000848521874893935,0,0.00214132762312634
0-0-1-1-0-2,0,0,0.000716558227521568,0.000282840624964645,0,0.00142755174875089
0-0-1-1-1-0,0,0,0.00871334804666227,0.00343934199957008,0.0130455306183753,0
0-0-1-1-1-1,0,0,0.000716558227521568,0.000282840624964645,0.00107282324164271,0.000713775874375446
0-0-1-1-1-2,0,0,2.86623291008627e-05,1.13136249985858e-05,4.29129296657083e-05,5.71020699500357e-05
0-0-1-1-2-0,0,0,0.00094585686032847,0.000373349624953331,0.00283225335793675,0
0-0-1-1-2-1,0,0,2.86623291008627e-05,1.13136249985858e-05,8.58258593314166e-05,2.85510349750178e-05
0-0-1-2-0-0,0,0,0.0238757201410187,0.0196291393725464,0,0
0-0-1-2-0-1,0,0,0.00111783083493365,0.000972971749878379,0,0.0011134903640257
0-0-1-2-0-2,0,0,0.00031528562010949,0.000294154249963231,0,0.000827980014275517
0-0-1-2-1-0,0,0,0.00108916850583278,0.000961658124879793,0.00163069132729691,0
0-0-1-2-1-1,0,0,0.000143311645504314,0.000113136249985858,0.000214564648328541,0.000142755174875089
0-0-1-2-1-2,0,0,5.73246582017255e-05,6.78817499915148e-05,8.58258593314166e-05,0.000142755174875089
0-0-1-2-2-0,0,0,0.000143311645504314,0.000147077124981615,0.000600781015319916,0
0-0-2-0-0-0,0,0,0.180601335664536,0,0,0
0-0-2-0-0-1,0,0,0.000601908911118117,0,0,0.000256959314775161
0-0-2-0-0-2,0,0,0.000257960961907765,0,0,0.000228408279800143
0-0-2-0-1-0,0,0,0.00226432399896816,0,0.00158777839763121,0
0-0-2-0-1-1,0,0,0.000343947949210353,0,0.00025747757799425,0.000171306209850107
0-0-2-0-2-0,0,0,0.00266559660638023,0,0.00369051195125091,0
0-0-2-1-0-0,0,0,0.0179139556880392,0.00317912862460261,0,0
0-0-2-1-0-1,0,0,0.000573246582017255,0.000113136249985858,0,0.000285510349750178
0-0-2-1-0-2,0,0,0.000372610278311216,6.78817499915148e-05,0,0.000342612419700214
0-0-2-1-1-0,0,0,0.00458597265613804,0.000837208249895349,0.00317555679526241,0
0-0-2-1-1-1,0,0,0.000200636303706039,3.39408749957574e-05,0.000128738788997125,8.56531049250535e-05
0-0-2-1-2-0,0,0,0.000372610278311216,6.78817499915148e-05,0.000514955155988499,0
0-0-2-2-0-0,0,0,0.0161368912837857,0.00606410299924199,0,0
0-0-2-2-0-1,0,0,0.000659233569319843,0.000271526999966059,0,0.000314061384725196
0-0-2-2-0-2,0,0,0.000171973974605176,7.91953749901006e-05,0,0.000171306209850107
0-0-2-2-1-0,0,0,0.000544584252916392,0.000203645249974544,0.000343303437325666,0
0-0-2-2-1-1,0,0,0.000143311645504314,6.78817499915148e-05,8.58258593314166e-05,5.71020699500357e-05
0-1-0-0-0-0,0,0.0491345016664875,0,0,0,0
0-1-0-0-0-1,0,0.00193527577679819,0,0,0,0.00102783725910064
0-1-0-0-0-2,0,0.00166648747446511,0,0,0,0.00179871520342612
0-1-0-0-1-0,0,0.00473067412106225,0,0,0.00377633781058233,0
0-1-0-0-1-1,0,0.00225782173959789,0,0,0.00180234304595975,0.00119914346895075
0-1-0-0-1-2,0,5.37576604666165e-05,0,0,4.29129296657083e-05,5.71020699500357e-05
0-1-0-0-2-0,0,0.00542952370712827,0,0,0.00871132472213878,0
0-1-0-0-2-1,0,0.000161272981399849,0,0,0.00025747757799425,8.56531049250535e-05
0-1-0-0-2-2,0,5.37576604666165e-05,0,0,8.58258593314166e-05,5.71020699500357e-05
0-1-0-1-0-0,0,0.0403182453499624,0,0.00848521874893935,0,0
0-1-0-1-0-1,0,0.00349424793033007,0,0.000735385624908077,0,0.00185581727337616
0-1-0-1-0-2,0,0.00091388022793248,0,0.000192331624975959,0,0.000970735189150607
0-1-0-1-1-0,0,0.0127943231910547,0,0.00269264274966342,0.0102132772604386,0
0-1-0-1-1-1,0,0.000806364906999247,0,0.000169704374978787,0.000643693944985624,0.000428265524625268
0-1-0-1-2-0,0,0.000483818944199548,0,0.000101822624987272,0.000772432733982749,0
0-1-0-1-2-1,0,5.37576604666165e-05,0,1.13136249985858e-05,8.58258593314166e-05,2.85510349750178e-05
0-1-0-2-0-0,0,0.0799913987743253,0,0.0341332066207333,0,0
0-1-0-2-0-1,0,0.00268788302333082,0,0.00117661699985292,0,0.00142755174875089
0-1-0-2-0-2,0,0.000430061283732932,0,0.000181017999977373,0,0.000456816559600286
