Value,Area,Fwy,Art,Other
BusVmt,Flagstaff,,,
TruckVmt,Flagstaff,,,
BusVmt,PhoenixMesa,,,
TruckVmt,PhoenixMesa,,,
BusVmt,PrescottValleyPrescott,,,
TruckVmt,PrescottValleyPrescott,,,
BusVmt,Yuma,,,
TruckVmt,Yuma,,,
