"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"FairfieldCounty",343,43,1477,12677,37739,16682,49056,9225,14044,36426,5715,33143,13845,25715,39380,63214,10441,30309,18247,8552
"HartfordCounty",715,74,1267,16508,53101,21868,52076,15461,12580,56523,6209,33426,11260,29292,45524,78767,7361,34214,16809,27192
"LitchfieldCounty",284,80,168,3776,10015,1759,8250,1998,781,1270,356,1805,985,2224,7675,9651,1568,4473,2649,1728
"MiddlesexCounty",464,3,441,3087,9053,2562,8324,1270,861,2098,452,2840,630,2882,6855,12651,1118,6121,2638,2557
"NewHavenCounty",855,170,2439,13173,31717,16560,45016,8794,6518,12098,5526,18394,4863,20519,55475,72734,5167,27437,13998,12273
"NewLondonCounty",1255,54,1710,4204,15908,3448,13338,2941,1356,1923,872,5242,867,3008,10237,17838,15130,11092,3611,4739
"TollandCounty",395,39,118,1928,3165,947,4910,1176,473,851,410,1319,234,803,10389,5598,793,4054,1741,1624
"WindhamCounty",277,66,92,1123,6347,1187,4298,2308,389,666,206,830,353,1591,6995,6491,235,3084,1293,1008
