"County","FIPS","StateFIPS","CountyFIPS"
"AdamsCounty",53001,53,1
"AsotinCounty",53003,53,3
"BentonCounty",53005,53,5
"ChelanCounty",53007,53,7
"ClallamCounty",53009,53,9
"ClarkCounty",53011,53,11
"ColumbiaCounty",53013,53,13
"CowlitzCounty",53015,53,15
"DouglasCounty",53017,53,17
"FerryCounty",53019,53,19
"FranklinCounty",53021,53,21
"GarfieldCounty",53023,53,23
"GrantCounty",53025,53,25
"GraysHarborCounty",53027,53,27
"IslandCounty",53029,53,29
"JeffersonCounty",53031,53,31
"KingCounty",53033,53,33
"KitsapCounty",53035,53,35
"KittitasCounty",53037,53,37
"KlickitatCounty",53039,53,39
"LewisCounty",53041,53,41
"LincolnCounty",53043,53,43
"MasonCounty",53045,53,45
"OkanoganCounty",53047,53,47
"PacificCounty",53049,53,49
"PendOreilleCounty",53051,53,51
"PierceCounty",53053,53,53
"SanJuanCounty",53055,53,55
"SkagitCounty",53057,53,57
"SkamaniaCounty",53059,53,59
"SnohomishCounty",53061,53,61
"SpokaneCounty",53063,53,63
"StevensCounty",53065,53,65
"ThurstonCounty",53067,53,67
"WahkiakumCounty",53069,53,69
"WallaWallaCounty",53071,53,71
"WhatcomCounty",53073,53,73
"WhitmanCounty",53075,53,75
"YakimaCounty",53077,53,77
