"FAFZone","AdamsCounty","AsotinCounty","BentonCounty","ChelanCounty","ClallamCounty","ClarkCounty","ColumbiaCounty","CowlitzCounty","DouglasCounty","FerryCounty","FranklinCounty","GarfieldCounty","GrantCounty","GraysHarborCounty","IslandCounty","JeffersonCounty","KingCounty","KitsapCounty","KittitasCounty","KlickitatCounty","LewisCounty","LincolnCounty","MasonCounty","OkanoganCounty","PacificCounty","PendOreilleCounty","PierceCounty","SanJuanCounty","SkagitCounty","SkamaniaCounty","SnohomishCounty","SpokaneCounty","StevensCounty","ThurstonCounty","WahkiakumCounty","WallaWallaCounty","WhatcomCounty","WhitmanCounty","YakimaCounty"
"11",2437.17,2394.95,2399.09,2548.69,2749.16,2542.56,2395.42,2586.8,2487.16,2473.48,2408.46,2438.86,2471.17,2677.53,2658.92,2712.94,2603.26,2666.56,2513.74,2458.16,2621.45,2405.69,2675.86,2509.58,2652.53,2400.46,2626.87,2707.66,2672.25,2510.03,2630.26,2357.16,2417.26,2645.07,2613.71,2369.25,2697.96,2415.24,2464.36
"12",2559.45,2517.2,2521.35,2670.95,2871.4,2664.75,2517.65,2709.05,2609.4,2595.75,2530.7,2561.1,2593.45,2799.75,2781.15,2835.15,2725.5,2788.8,2635.95,2580.4,2743.7,2527.95,2798.1,2631.85,2774.75,2522.75,2749.1,2829.9,2794.45,2632.25,2752.5,2479.4,2539.55,2767.3,2735.95,2491.45,2820.2,2537.45,2586.6
"19",2475.65636363636,2433.41454545455,2437.57090909091,2587.16545454545,2787.63818181818,2581.01272727273,2433.89090909091,2625.26909090909,2525.62,2511.96181818182,2446.93272727273,2477.32,2509.64727272727,2715.99636363636,2697.39090909091,2751.39454545455,2641.73090909091,2705.02181818182,2552.20545454545,2496.61636363636,2659.91454545455,2444.16545454545,2714.32,2548.06,2690.99636363636,2438.95090909091,2665.34727272727,2746.12,2710.71272727273,2548.49636363636,2668.72,2395.62,2455.74909090909,2683.54727272727,2652.17636363636,2407.71272727273,2736.43272727273,2453.70545454545,2502.83636363636
"20",330.406896551724,405.355172413793,418.858620689655,298.2,322.027586206897,395.465517241379,382.11724137931,373.875862068965,285.768965517241,265.675862068966,354.327586206897,392.386206896552,309.379310344828,360.265517241379,271.544827586207,305.424137931035,287.765517241379,296.668965517241,343.879310344828,424.68275862069,355.693103448276,305.306896551724,347.837931034483,234.424137931034,384.634482758621,321.068965517241,310.572413793103,270.851724137931,240.51724137931,412.858620689655,268.741379310345,332.175862068966,291.986206896552,330.81724137931,395.172413793103,395.072413793103,225.151724137931,367.08275862069,381.144827586207
"41",1376.6,1338.5,1313.9,1460.1,1613.75,1382.75,1310.25,1418.1,1456.55,1523.9,1323.3,1353.65,1390.9,1508.85,1580.75,1558,1532.25,1542.95,1428.55,1372.95,1452.75,1456.1,1507.15,1509.7,1483.85,1450.9,1504.7,1641.65,1606.25,1433.5,1564.25,1407.55,1467.7,1476.4,1445,1284.05,1632,1376.55,1379.2
"42",1497.85,1459.7,1435.15,1581.35,1732.7,1501.7,1431.45,1537.05,1577.8,1645.1,1444.5,1474.9,1512.1,1627.8,1699.65,1676.9,1651.2,1661.9,1549.8,1494.2,1571.7,1577.35,1626.1,1630.95,1602.8,1572.1,1623.6,1760.6,1725.2,1552.45,1683.2,1528.8,1588.9,1595.3,1563.95,1405.3,1750.9,1497.75,1500.4
"49",1280.4,1242.3,1217.70909090909,1371.20454545455,1589.78181818182,1365.43636363636,1214.05454545455,1403.19090909091,1360.38181818182,1473.72727272727,1227.08181818182,1257.48181818182,1294.69090909091,1493.93636363636,1492.6,1539.32727272727,1439.54545454545,1505.54545454545,1337.27727272727,1277.15,1437.86363636364,1360.52727272727,1492.26363636364,1413.49090909091,1468.93636363636,1400.71818181818,1466.73636363636,1545.76363636364,1510.36363636364,1351.48181818182,1468.36363636364,1357.40909090909,1417.50909090909,1461.47272727273,1430.11818181818,1187.88181818182,1536.06363636364,1280.36363636364,1287.65
"50",2093.82933333333,2051.58933333333,2059.60933333333,2200.77733333333,2409.68133333333,2203.05866666667,2055.932,2247.30933333333,2143.8,2130.12666666667,2068.97733333333,2099.37066666667,2127.81733333333,2338.036,2319.43333333333,2373.43733333333,2263.77733333333,2327.07066666667,2174.252,2118.66666666667,2281.964,2062.34133333333,2336.36933333333,2166.22666666667,2313.036,2057.116,2287.38666666667,2368.168,2332.75866666667,2170.536,2290.77066666667,2013.80133333333,2073.916,2305.588,2274.21866666667,2029.75866666667,2358.48,2071.88,2124.88
"61",1144.09,1112.6,1081.41,1179.97,1253.56,1022.52,1099.94,1057.92,1215.98,1315.41,1090.75,1143.36,1164.24,1148.62,1220.52,1197.8,1172.06,1182.74,1122.17,1016.68,1092.52,1225.31,1146.96,1271.01,1123.62,1334.82,1144.5,1281.46,1246.02,1073.32,1204.06,1245.19,1300.37,1116.2,1084.82,1073.76,1271.8,1173.59,1070.23
"62",752.828571428571,785.185714285715,690.128571428571,755.842857142857,829.414285714286,598.414285714286,728.014285714286,633.757142857143,791.864285714286,882.678571428572,699.5,771.485714285714,760.742857142857,724.485714285714,796.371428571429,773.628571428571,747.914285714286,758.614285714286,698.05,592.557142857143,668.414285714286,834.028571428571,722.814285714286,857.407142857143,699.485714285714,886.778571428571,720.342857142857,857.314285714286,821.914285714286,649.171428571429,779.914285714286,823.985714285714,877.921428571429,692.042857142857,660.671428571429,701.885714285715,847.628571428571,790.771428571428,646.085714285714
"63",1247.25,1180,1184.65,1256.35,1329.9,1098.9,1151.8,1134.3,1292.35,1377.15,1193.95,1195.2,1254.15,1225,1296.9,1274.1,1248.4,1259.1,1198.55,1093.05,1168.9,1328.5,1223.3,1357.85,1200,1505.7,1220.8,1357.8,1322.4,1149.7,1280.4,1318.45,1372.35,1192.5,1161.2,1125.6,1348.1,1218.1,1146.55
"64",814.966666666666,881.329166666666,752.275,824.033333333334,897.608333333334,666.591666666666,804.108333333334,701.9375,860.0375,944.841666666666,761.658333333334,847.554166666667,821.85,792.670833333333,864.554166666667,841.808333333334,816.108333333334,826.808333333334,766.229166666667,660.7375,736.591666666666,896.179166666667,791.008333333333,925.566666666666,767.670833333333,948.916666666667,788.508333333333,925.508333333333,890.091666666666,717.345833333333,848.1,886.15,940.0625,760.216666666666,728.845833333333,777.9375,915.808333333334,864.2125,714.258333333333
"65",916.1,976.45,853.4,925.1,998.7,767.7,905.2,803.05,961.125,1045.9,862.75,948.65,922.95,893.75,965.65,942.9,917.2,927.9,867.3,761.825,837.7,997.3,892.1,1026.7,868.75,1050.05,889.65,1026.6,991.2,818.45,949.2,987.25,1041.2,861.3,829.95,879.025,1016.9,965.3,815.35
"69",801.043548387097,836.451612903226,738.354838709678,816.885483870968,883.143548387097,652.124193548387,778.637096774193,687.472580645161,851.714516129032,935.748387096774,747.71935483871,822.074193548387,810.777419354838,778.195161290323,850.08870967742,827.346774193549,801.640322580645,812.33064516129,755.748387096774,648.304838709677,722.124193548387,882.251612903226,776.530645161291,916.059677419355,753.195161290323,937.354838709678,774.059677419355,911.030645161291,875.624193548387,702.883870967742,833.63064516129,875.196774193548,929.333870967742,745.756451612903,714.383870967742,752.467741935483,901.35,841.040322580645,703.791935483871
"81",1188.0125,1142.75416666666,1128.10416666667,1274.3125,1478.18333333333,1271.55416666666,1124.42083333333,1315.8125,1240.4875,1230.5625,1137.47916666667,1167.87083333334,1215.0125,1406.5375,1387.92083333333,1441.9375,1332.28333333334,1395.5625,1242.74583333334,1187.1625,1350.44583333334,1162.7875,1404.87083333334,1266.6625,1381.5375,1157.5625,1355.8875,1436.6625,1401.2625,1239.0375,1359.27083333333,1114.2375,1174.35416666667,1374.09583333334,1342.72083333334,1098.2625,1426.97916666667,1167.8875,1193.38333333334
"89",1186.78942307692,1146.09326923077,1126.34903846154,1272.55480769231,1476.41923076923,1269.80673076923,1122.67211538462,1314.05480769231,1255.32788461538,1282.5125,1135.71730769231,1166.11442307692,1208.70673076923,1404.78173076923,1386.17211538462,1440.17980769231,1330.51923076923,1393.81057692308,1240.99134615384,1185.40673076923,1348.70096153846,1214.72403846154,1403.11442307692,1296.20384615385,1379.78173076923,1209.49903846154,1354.12596153846,1434.9125,1399.50096153846,1237.28365384616,1357.51442307692,1166.18557692308,1226.29903846154,1372.33173076923,1340.96442307692,1096.50096153846,1425.21923076923,1180.95288461538,1191.62211538461
"91",2780.46666666667,2738.2,2850.1,2892,3119.73333333333,3018.6,2825.26666666667,3062.9,2830.4,2816.8,2823.73333333333,2758.5,2814.46666666667,3073.3,3029.5,3083.5,2973.83333333333,3037.13333333333,2884.3,2934.2,3030.3,2749,3054.33333333333,2852.9,3110.5,2743.76666666667,2997.46666666667,3078.2,3042.8,2986.1,3000.83333333333,2700.4,2760.56666666667,3028.33333333333,3089.8,2845.3,3068.53333333333,2758.5,2913.96666666667
"92",2744.13333333333,2701.9,2813.73333333333,2855.66666666667,3083.43333333333,2982.33333333333,2788.93333333333,3026.56666666667,2794.13333333333,2780.43333333333,2787.43333333333,2722.16666666667,2778.13333333333,3036.96666666667,2993.16666666667,3047.16666666667,2937.53333333333,3000.83333333333,2848,2897.9,2993.96666666667,2712.66666666667,3018.03333333333,2816.53333333333,3074.16666666667,2707.43333333333,2961.13333333333,3041.93333333333,3006.53333333333,2949.76666666667,2964.53333333333,2664.13333333333,2724.23333333333,2992.03333333333,3053.46666666667,2809.03333333333,3032.23333333333,2722.16666666667,2877.63333333333
"99",2804.75,2762.55,2874.35,2916.25,3144.05,3042.95,2849.55,3087.15,2854.75,2841.05,2848.05,2782.75,2838.75,3097.6,3053.75,3107.8,2998.15,3061.45,2908.6,2958.55,3054.6,2773.25,3078.65,2877.15,3134.8,2768.05,3021.75,3102.55,3067.15,3010.4,3025.15,2724.75,2784.85,3052.65,3114.05,2869.65,3092.85,2782.85,2938.25
"101",2642.575,2600.325,2712.175,2754.075,2981.875,2880.725,2687.375,2924.975,2692.55,2678.875,2685.875,2620.575,2676.575,2935.425,2891.625,2945.625,2835.975,2899.25,2746.425,2796.325,2892.425,2611.075,2916.45,2714.975,2972.625,2605.875,2859.575,2940.375,2904.925,2848.225,2862.95,2562.55,2622.675,2890.475,2951.875,2707.425,2930.675,2620.625,2776.075
"109",2675.3,2633.1,2744.9,2786.9,3014.6,2913.5,2720.1,2957.8,2725.3,2711.6,2718.6,2653.4,2709.3,2968.2,2924.4,2978.4,2868.7,2932,2779.2,2829.1,2925.2,2643.9,2949.2,2747.7,3005.4,2638.6,2892.3,2973.1,2937.7,2881,2895.7,2595.3,2655.4,2923.2,2984.7,2740.2,2963.4,2653.4,2808.8
"111",2580.1,2537.9,2649.7,2691.6,2919.4,2818.3,2624.9,2862.5,2630.1,2616.4,2623.4,2558.1,2614.1,2872.9,2829.1,2883.1,2773.5,2836.8,2683.9,2733.9,2829.9,2548.6,2854,2652.5,2910.1,2543.4,2797.1,2877.9,2842.4,2785.7,2800.5,2500.1,2560.2,2828,2889.4,2644.9,2868.2,2558.1,2713.6
"121",2864.43333333333,2822.18333333333,2826.33333333333,2975.93333333333,3176.41666666667,2969.78333333333,2822.65,3014.03333333333,2914.4,2900.73333333333,2835.71666666667,2866.1,2898.43333333333,3104.78333333333,3086.15,3140.18333333333,3030.51666666667,3093.8,2940.98333333333,2885.38333333333,3048.68333333333,2832.93333333333,3103.1,2936.83333333333,3079.78333333333,2827.71666666667,3054.13333333333,3134.9,3099.48333333333,2937.28333333333,3057.51666666667,2784.4,2844.51666666667,3072.33333333333,3040.93333333333,2796.48333333333,3125.21666666667,2842.48333333333,2891.61666666667
"122",3095.6,3053.34285714286,3057.5,3207.11428571429,3407.58571428571,3200.95714285714,3053.82857142857,3245.21428571429,3145.57142857143,3131.9,3066.88571428571,3097.27142857143,3129.58571428571,3335.92857142857,3317.32857142857,3371.32857142857,3261.68571428571,3324.95714285714,3172.12857142857,3116.52857142857,3279.84285714286,3064.11428571429,3334.27142857143,3168,3310.92857142857,3058.88571428571,3285.3,3366.07142857143,3330.65714285714,3168.42857142857,3288.65714285714,3015.57142857143,3075.7,3303.5,3272.12857142857,3027.65714285714,3356.38571428571,3073.62857142857,3122.77142857143
"123",2938.02857142857,2895.78571428571,2899.94285714286,3049.57142857143,3250,3043.38571428571,2896.28571428571,3087.64285714286,2988,2974.32857142857,2909.3,2939.68571428571,2972.01428571429,3178.38571428571,3159.78571428571,3213.78571428571,3104.1,3167.38571428571,3014.58571428571,2958.98571428571,3122.28571428571,2906.57142857143,3176.68571428571,3010.41428571429,3153.38571428571,2901.31428571429,3127.7,3208.5,3173.08571428571,3010.88571428571,3131.1,2858,2918.11428571429,3145.9,3114.57142857143,2870.08571428571,3198.8,2916.08571428571,2965.2
"124",2961.6,2919.35,2923.5,3073.1,3273.6,3066.925,2919.8,3111.2,3011.55,2997.9,2932.875,2963.25,2995.6,3201.9,3183.3,3237.3,3127.675,3190.95,3038.1,2982.55,3145.85,2930.1,3200.25,3034,3176.9,2924.9,3151.3,3232.05,3196.65,3034.4,3154.65,2881.55,2941.7,3169.5,3138.1,2893.65,3222.375,2939.6,2988.775
"129",2843.9011627907,2801.6534883721,2805.80813953489,2955.40348837209,3155.87093023256,2949.25465116279,2802.13139534884,2993.50813953489,2893.86162790698,2880.2011627907,2815.17093023256,2845.56046511628,2877.88488372093,3084.24069767442,3065.63139534884,3119.64534883721,3009.97325581395,3073.26279069767,2920.44534883721,2864.85348837209,3028.1534883721,2812.40348837209,3082.56046511628,2916.3011627907,3059.24069767442,2807.18720930232,3033.58720930233,3114.36162790697,3078.95813953489,2916.74069767442,3036.96395348837,2763.86162790698,2823.98720930233,3051.79418604651,3020.41511627907,2775.95813953489,3104.67093023256,2821.94534883721,2871.06860465116
"131",2530.75,2488.51025641025,2492.65897435897,2642.25897435898,2842.72307692308,2636.11538461538,2488.97307692308,2680.36153846154,2580.72051282051,2567.04230769231,2502.03076923077,2532.41794871795,2564.73333333333,2771.09102564103,2752.47307692308,2806.48333333334,2696.83076923077,2760.11794871795,2607.30384615385,2551.70769230769,2715.01025641025,2499.25897435898,2769.41794871795,2603.15384615384,2746.09102564103,2494.03076923077,2720.4358974359,2801.22051282051,2765.81538461539,2603.59102564103,2723.82307692308,2450.72051282051,2510.83333333333,2738.6358974359,2707.26923076923,2462.81538461539,2791.53076923077,2508.80384615385,2557.92307692308
"132",2747.45,2705.2,2709.35,2858.96666666667,3059.43333333333,2852.78333333333,2705.66666666667,2897.06666666667,2797.4,2783.75,2718.75,2749.1,2781.45,2987.76666666667,2969.16666666667,3023.16666666667,2913.53333333333,2976.8,2823.96666666667,2768.38333333333,2931.7,2715.96666666667,2986.1,2819.85,2962.76666666667,2710.75,2937.15,3017.9,2982.48333333333,2820.26666666667,2940.5,2667.4,2727.55,2955.35,2923.96666666667,2679.48333333333,3008.25,2725.46666666667,2774.61666666667
"139",2639.2302631579,2596.98991228071,2601.14342105263,2750.74342105263,2951.20745614035,2744.58728070175,2597.45833333333,2788.8451754386,2689.2,2675.53245614035,2610.50921052631,2640.89736842106,2673.21710526316,2879.56973684211,2860.95833333333,2914.96622807018,2805.30745614035,2868.59561403509,2715.77807017544,2660.18903508772,2823.48991228071,2607.74342105263,2877.89736842106,2711.63464912281,2854.56973684211,2602.51710526315,2828.91885964912,2909.7,2874.28728070175,2712.06973684211,2832.29868421053,2559.2,2619.31710526316,2847.11885964913,2815.75219298246,2571.28728070175,2900.00921052631,2617.27807017544,2666.40745614035
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",417.384090909091,369.475,401.279545454546,516.681818181818,727.186363636363,557.679545454546,379.561363636363,601.532954545454,494.3125,505.384090909091,400.293181818182,387.811363636363,443.693181818182,666.406818181818,636.936363636363,690.943181818182,581.286363636363,644.572727272727,491.75,471.390909090909,613.725,444.982954545455,658.218181818182,529.639772727273,658.702272727272,459.297727272727,604.893181818182,685.675,650.265909090909,525.152272727272,608.275,409.310227272728,466.451136363636,629.670454545455,629.215909090909,371.743181818181,675.986363636363,396.003409090909,466.047727272727
"171",1865.95,1823.70384615385,1927.31538461538,1977.46538461539,2205.23461538461,2091.71538461538,1908.28846153847,2135.53076923077,1915.91153846154,1902.25,1909.23461538462,1843.96538461539,1899.95,2158.78846153847,2114.98846153847,2168.98846153847,2059.33461538462,2122.61923076923,1969.78846153847,2005.75384615385,2119.77307692307,1834.46538461539,2139.81923076924,1938.35,2184.80769230769,1829.25,2082.95,2163.70384615385,2128.30384615384,2059.19230769231,2086.31923076924,1785.91153846154,1846.05,2113.85,2163.30769230769,1915.4,2154.05,1843.98846153846,1991.73846153846
"172",1967.54444444444,1925.27777777778,1929.44444444444,2079.04444444444,2279.51111111111,2072.87777777778,1925.74444444444,2117.14444444444,2017.5,2003.82222222222,1938.81111111111,1969.2,2001.51111111111,2207.86666666667,2189.26666666667,2243.26666666667,2133.61111111111,2196.88888888889,2044.06666666667,1988.47777777778,2151.77777777778,1936.04444444444,2206.2,2039.93333333333,2182.86666666667,1930.81111111111,2157.21111111111,2238,2202.57777777778,2040.36666666667,2160.57777777778,1887.48888888889,1947.61111111111,2175.41111111111,2144.04444444444,1899.57777777778,2228.31111111111,1945.56666666667,1994.7
