"SCTG","PctEmpty","N"
1,0.267510737153104,10
2,0.454445833541549,36
3,0.35739620762287,64
4,0.214169786946242,14
5,0.179642848045603,17
6,0.211256430915013,23
7,0.140118721339316,50
8,0.387148848478664,12
9,0.220797674677544,2
10,0.345868222703136,2
11,0.406653723247503,2
12,0.383482723033416,90
13,0.271968357207066,13
14,0.330631811974,0
15,0.394477968299597,0
16,0.411406611770122,1
17,0.405256894636644,7
18,0.264455529445037,14
19,0.240159529594185,13
20,0.319153846071907,7
21,0.163003296356002,2
22,0.295126574972645,24
23,0.415598506358375,12
24,0.259173648542417,6
25,0.477551277667537,45
26,0.355059896624484,55
27,0.207833893632727,8
28,0.216947168869503,9
29,0.142965266998763,4
30,0.150707615637309,0
31,0.414935229610082,57
32,0.108614064971582,20
33,0.250608321055764,63
34,0.267200451095537,35
35,0.086643674655582,10
36,0.415528464419368,32
37,0.0927644441686622,11
38,0.253528170079209,0
39,0.33743153730711,12
40,0.152886269898843,275
41,0.303972866820931,76
43,0.140000095366747,38
99,0.377666020609811,8
