County,Metropolitan,Town
AlconaCounty,1,1
AlgerCounty,1,1
AlleganCounty,1,1
AlpenaCounty,1,1
AntrimCounty,1,1
ArenacCounty,1,1
BaragaCounty,1,1
BarryCounty,1,1
BayCounty,1,1
BenzieCounty,1,1
BerrienCounty,1,1
BranchCounty,1,1
CalhounCounty,1,1
CassCounty,1,1
CharlevoixCounty,1,1
CheboyganCounty,1,1
ChippewaCounty,1,1
ClareCounty,1,1
ClintonCounty,1,1
CrawfordCounty,1,1
DeltaCounty,1,1
DickinsonCounty,1,1
EatonCounty,1,1
EmmetCounty,1,1
GeneseeCounty,1,1
GladwinCounty,1,1
GogebicCounty,1,1
GrandTraverseCounty,1,1
GratiotCounty,1,1
HillsdaleCounty,1,1
HoughtonCounty,1,1
HuronCounty,1,1
InghamCounty,1,1
IoniaCounty,1,1
IoscoCounty,1,1
IronCounty,1,1
IsabellaCounty,1,1
JacksonCounty,1,1
KalamazooCounty,1,1
KalkaskaCounty,1,1
KentCounty,1,1
KeweenawCounty,1,1
LakeCounty,1,1
LapeerCounty,1,1
LeelanauCounty,1,1
LenaweeCounty,1,1
LivingstonCounty,1,1
LuceCounty,1,1
MackinacCounty,1,1
MacombCounty,1,1
ManisteeCounty,1,1
MarquetteCounty,1,1
MasonCounty,1,1
MecostaCounty,1,1
MenomineeCounty,1,1
MidlandCounty,1,1
MissaukeeCounty,1,1
MonroeCounty,1,1
MontcalmCounty,1,1
MontmorencyCounty,1,1
MuskegonCounty,1,1
NewaygoCounty,1,1
OaklandCounty,1,1
OceanaCounty,1,1
OgemawCounty,1,1
OntonagonCounty,1,1
OsceolaCounty,1,1
OscodaCounty,1,1
OtsegoCounty,1,1
OttawaCounty,1,1
PresqueIsleCounty,1,1
RoscommonCounty,1,1
SaginawCounty,1,1
SanilacCounty,1,1
SchoolcraftCounty,1,1
ShiawasseeCounty,1,1
StClairCounty,1,1
StJosephCounty,1,1
TuscolaCounty,1,1
VanBurenCounty,1,1
WashtenawCounty,1,1
WayneCounty,1,1
WexfordCounty,1,1
