"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"ChattahoocheeCounty",0,0,4,210,106,5,110,27,16,19,132,880,2,491,224,91,12,85,125,86
"ChattoogaCounty",62,0,19,169,2808,109,694,65,27,76,18,121,0,43,526,334,8,192,58,612
"CherokeeCounty",99,36,56,3795,4101,2625,8778,481,784,1581,614,2882,104,3449,5383,5175,905,6158,1826,2042
"ClarkeCounty",68,30,130,1281,5540,2864,6960,1233,701,1456,1077,1699,325,2643,16247,10350,519,7380,1544,2893
"ClayCounty",80,0,1,118,145,18,50,4,6,4,3,1,0,3,77,96,1,16,9,103
"ClaytonCounty",7,65,860,3015,4648,6896,11104,21331,906,2002,1516,2052,845,9316,9117,8245,217,10857,1764,5426
"ClinchCounty",250,0,22,91,902,104,115,7,14,10,1,45,0,68,281,282,2,121,16,122
"CobbCounty",62,98,1117,21311,19031,29311,42200,11156,9878,16543,5953,33384,15025,34069,25456,34606,4962,31457,8512,8974
"CoffeeCounty",331,0,23,562,3061,714,1977,1020,124,299,110,275,122,1658,1381,2478,76,1065,259,659
"ColquittCounty",1832,1,104,493,2885,577,1705,212,96,519,105,251,58,306,1841,2113,43,961,423,620
"ColumbiaCounty",73,70,61,2123,2848,625,5192,281,373,993,281,1566,85,2782,3396,3664,504,3870,1112,1104
"CookCounty",493,9,10,232,427,123,375,46,29,99,22,77,16,57,593,311,3,376,121,435
"CowetaCounty",35,0,456,1193,4692,1431,5333,1115,898,683,334,1108,174,3191,3264,4402,478,3969,893,1832
"CrawfordCounty",246,40,0,88,131,51,104,53,4,17,3,31,0,32,350,151,0,29,17,175
"CrispCounty",205,0,0,123,750,549,1098,240,42,281,99,96,6,262,888,1129,52,1483,182,585
"DadeCounty",3,0,7,239,543,47,378,36,31,128,2,145,0,150,600,313,12,374,208,179
"DawsonCounty",11,0,1,214,466,644,2430,34,80,101,44,180,18,142,501,483,84,758,122,473
"DecaturCounty",477,31,19,325,700,517,1164,237,104,302,82,207,45,228,1237,1115,27,527,241,987
"DeKalbCounty",10,82,1045,9380,13476,13773,34186,16848,14244,12151,4435,20878,8182,20715,34018,42967,3274,25393,8781,15689
"DodgeCounty",35,3,43,113,217,165,684,77,48,153,55,80,36,203,681,1183,13,403,69,693
"DoolyCounty",119,0,47,17,1077,67,316,123,0,50,6,28,0,31,286,56,0,91,47,488
"DoughertyCounty",352,0,64,1528,3231,1760,5096,1779,623,1234,467,2428,264,3035,5120,8589,326,4185,1513,1745
"DouglasCounty",10,32,319,1963,3644,2429,6915,1070,352,989,601,1001,168,3589,4515,4151,366,4562,1089,1647
"EarlyCounty",144,0,0,43,244,316,384,26,12,115,12,81,35,63,507,886,3,114,57,222
"EcholsCounty",526,0,3,56,0,24,18,0,0,4,3,1,0,10,148,4,0,0,2,44
"EffinghamCounty",95,6,62,456,1564,176,1032,481,26,162,77,389,17,413,1407,926,7,699,404,607
"ElbertCounty",66,163,0,109,1999,441,476,71,21,199,19,76,21,56,592,594,19,437,89,409
"EmanuelCounty",200,1,3,135,1719,291,715,105,32,184,31,86,6,122,1174,1118,23,348,71,450
"EvansCounty",129,0,4,214,241,68,431,118,10,65,7,57,0,165,384,499,1,175,70,228
"FanninCounty",77,0,41,218,283,257,793,138,59,176,68,231,3,147,685,895,26,797,122,334
"FayetteCounty",32,8,38,2648,2799,2565,6296,1312,407,1064,509,2248,312,1343,3989,5824,730,4987,1679,1548
"FloydCounty",94,5,335,823,5438,1837,4518,591,757,885,249,839,43,1565,4743,8167,215,3300,742,1968
"ForsythCounty",56,88,419,5186,8916,6632,8244,1077,1103,2199,690,6378,562,7661,6344,7928,1249,6088,1552,1836
"FranklinCounty",133,0,0,178,1284,260,807,720,27,122,13,157,506,224,736,625,12,725,283,399
"FultonCounty",240,111,2928,15989,26486,42883,59193,65450,49507,52388,19447,93679,16924,74376,49522,80444,12553,73721,21700,44076
"GilmerCounty",38,73,28,193,1372,116,1065,62,226,137,67,201,8,171,627,754,10,1245,212,474
"GlascockCounty",36,0,0,10,0,1,9,5,0,0,0,6,0,6,125,96,0,8,2,70
"GlynnCounty",49,15,102,1335,2213,846,4823,1136,437,782,433,1141,64,2535,2484,5695,1157,6608,1110,1649
"GordonCounty",179,0,16,807,6373,1013,2116,723,107,375,105,321,15,1398,1388,2206,53,1357,229,821
"GradyCounty",627,0,65,224,587,299,663,90,20,163,532,129,26,436,659,482,24,363,119,432
"GreeneCounty",350,21,17,817,382,131,551,51,20,188,148,145,0,166,487,672,67,818,112,367
"GwinnettCounty",226,86,348,17651,26147,31903,49452,6620,11597,15898,5812,27439,8588,29813,26918,28277,2977,28809,8424,2662
"HabershamCounty",154,6,126,392,4112,289,1579,73,423,272,79,265,163,466,1645,1431,17,1419,169,956
"HallCounty",198,33,196,3278,17038,4239,7674,2779,715,2034,530,1978,818,4821,6187,12717,743,6000,1293,2658
"HancockCounty",0,11,5,27,398,7,86,17,9,29,5,13,0,38,242,150,0,33,12,494
"HaralsonCounty",14,0,6,335,1611,323,644,107,42,156,21,178,7,131,994,466,98,343,151,536
"HarrisCounty",31,0,6,299,963,85,209,201,13,80,46,90,20,235,670,181,174,648,55,123
"HartCounty",83,1,136,221,1479,324,765,35,113,118,19,121,1,394,656,354,36,444,83,482
"HeardCounty",111,0,198,141,465,33,99,30,6,23,6,33,1,33,287,98,0,48,24,373
"HenryCounty",23,76,750,1720,2724,2638,8783,3519,629,1477,680,1348,330,5045,6760,6036,569,6312,1318,2658
"HoustonCounty",202,4,233,1097,5203,872,5954,950,372,940,460,3443,113,1452,4874,6928,526,6066,1016,1902
"IrwinCounty",112,0,55,59,178,4,182,60,8,35,2,43,0,189,327,438,9,64,20,165
"JacksonCounty",199,17,232,714,5364,2006,2527,1171,89,273,121,473,35,1630,1734,1029,60,1224,356,1070
"JasperCounty",70,2,0,92,395,10,217,18,22,55,6,29,2,135,465,241,35,88,9,188
"JeffDavisCounty",208,0,19,38,1489,302,718,73,7,96,9,69,319,56,484,332,3,301,25,237
"JeffersonCounty",260,271,57,212,689,175,536,88,29,98,51,62,113,77,556,376,6,249,64,352
"JenkinsCounty",17,0,49,27,9,23,166,6,2,35,4,9,1,132,1,243,0,66,27,370
"JohnsonCounty",50,0,0,74,124,39,166,146,2,33,5,19,0,33,190,537,0,59,30,149
"JonesCounty",70,132,79,348,77,46,395,417,14,116,13,70,7,115,817,1083,64,358,80,324
"LamarCounty",89,0,87,60,463,98,393,57,25,86,10,77,12,105,1063,328,17,322,84,279
"LanierCounty",84,0,2,38,87,31,106,21,0,125,5,10,0,20,246,113,3,86,23,176
"LaurensCounty",35,20,65,856,2089,390,2238,662,179,438,117,300,453,1037,1414,4772,58,1569,414,1045
"LeeCounty",210,9,0,775,212,319,772,55,84,94,47,347,2,893,862,449,34,635,144,505
"LibertyCounty",42,1,191,531,1917,87,1781,884,182,363,350,651,53,625,1928,1382,26,1711,551,1060
"LincolnCounty",125,0,3,196,85,58,154,17,0,51,12,38,0,16,257,32,22,99,26,186
"LongCounty",28,9,0,46,7,1,46,5,2,8,10,15,1,8,557,16,0,34,18,151
"LowndesCounty",326,27,158,1848,3908,1098,7494,1667,1676,937,775,1283,224,3296,5051,7501,934,6098,888,1812
"LumpkinCounty",53,12,24,298,2262,259,842,123,38,101,38,143,2,220,1708,790,51,1032,80,425
"McDuffieCounty",331,16,33,333,1352,108,874,542,77,139,34,161,1,322,557,898,29,512,235,494
"McIntoshCounty",3,0,3,66,24,93,266,10,52,9,7,44,65,17,291,40,41,378,84,346
"MaconCounty",239,13,4,54,521,94,238,56,5,34,21,121,2,50,287,385,4,153,58,532
"MadisonCounty",44,14,31,258,223,49,504,65,19,75,28,91,23,275,891,180,3,139,42,301
"MarionCounty",117,0,1,44,476,0,119,3,7,13,1,4,0,37,182,96,0,24,21,114
"MeriwetherCounty",88,0,21,219,814,338,464,37,60,139,5,49,18,124,747,838,12,263,202,405
"MillerCounty",71,0,0,32,50,206,214,64,8,110,32,37,0,14,197,415,1,99,42,177
"MitchellCounty",431,0,63,113,2802,192,727,179,34,146,60,397,0,121,746,610,11,256,97,841
"MonroeCounty",122,15,423,537,568,230,724,308,28,101,45,179,16,1035,799,640,50,631,106,1633
"MontgomeryCounty",89,0,0,45,122,133,188,31,1,65,17,29,45,37,329,22,8,117,3,178
"MorganCounty",115,3,12,250,1086,594,821,66,57,183,63,181,34,533,622,446,29,807,222,327
"MurrayCounty",34,49,1,140,4167,527,901,123,13,167,30,122,189,434,979,460,10,622,102,462
"MuscogeeCounty",76,51,177,3204,6231,2505,9930,986,1478,7721,1456,5065,1539,5262,7084,14727,684,10902,2284,4285
"NewtonCounty",55,3,222,1239,4396,802,2911,290,333,409,220,545,93,1975,3603,2465,109,2003,407,1154
"OconeeCounty",103,0,14,537,475,377,1521,106,166,490,229,670,487,700,1811,1344,129,1073,389,416
"OglethorpeCounty",146,104,8,171,99,61,146,25,18,32,3,37,3,189,378,123,1,52,86,165
"PauldingCounty",37,5,13,1807,809,651,3869,723,284,350,347,801,52,1415,3738,2291,246,3466,583,1108
"PeachCounty",283,0,0,423,2384,204,998,193,36,107,58,148,2,413,1380,541,17,788,158,600
"PickensCounty",48,168,94,410,821,192,900,47,82,238,120,230,22,290,886,1164,25,780,237,522
"PierceCounty",155,0,0,305,341,434,538,261,15,101,10,67,21,99,568,356,41,333,98,270
"PikeCounty",23,0,16,304,217,108,203,19,26,66,7,57,104,142,553,262,28,65,27,257
"PolkCounty",0,10,23,314,3479,264,1227,263,459,172,120,110,5,746,993,774,59,931,490,625
"PulaskiCounty",163,0,8,63,144,217,265,3,45,95,5,57,1,66,244,691,21,212,17,423
"PutnamCounty",336,0,237,450,496,95,549,98,50,187,21,77,20,115,634,955,35,546,62,385
"QuitmanCounty",1,0,0,3,78,2,66,79,0,12,4,2,0,2,99,0,0,14,3,48
"RabunCounty",51,8,36,293,342,17,904,5,39,117,55,118,6,174,712,547,57,683,228,289
"RandolphCounty",303,0,2,28,252,103,160,113,10,42,3,32,0,11,280,241,3,76,21,126
"RichmondCounty",241,54,149,4083,7043,2889,9911,1918,2189,1820,1023,4967,561,8003,12374,20452,1543,10378,2928,4798
"RockdaleCounty",32,5,139,2671,4879,1639,4655,472,1082,910,371,1153,66,2141,2596,3904,207,3534,733,1808
"SchleyCounty",35,0,0,21,299,76,72,39,3,1,0,3,0,8,198,22,5,10,31,157
"ScrevenCounty",165,0,3,118,1015,55,344,30,59,97,3,51,0,72,482,270,6,158,78,314
"SeminoleCounty",195,0,52,26,230,117,248,60,7,72,12,37,0,92,241,396,8,143,42,199
"SpaldingCounty",24,8,0,520,2770,703,2660,268,184,464,169,528,10,1953,2718,5057,119,1763,436,1552
"StephensCounty",39,11,9,286,2198,340,1135,81,86,210,36,160,632,429,1082,1376,93,676,197,650
"StewartCounty",65,0,1,7,3,12,27,24,0,37,1,6,1,353,144,227,0,24,13,94
"SumterCounty",333,260,75,262,1665,382,1231,412,134,185,92,223,113,362,1650,1855,33,901,214,751
"TalbotCounty",66,145,6,241,1,9,35,5,0,25,7,4,0,4,104,10,4,4,16,107
"TaliaferroCounty",11,0,0,0,7,1,1,0,1,1,5,0,0,1,66,2,0,2,18,66
"TattnallCounty",570,0,139,195,184,321,427,97,38,196,16,133,41,83,555,839,1,258,205,1624
"TaylorCounty",77,31,67,33,53,5,183,110,17,42,9,14,25,14,310,285,35,38,23,116
"TelfairCounty",67,0,3,73,1924,85,290,70,20,65,29,34,4,522,343,307,1,168,64,528
"TerrellCounty",112,0,2,64,449,294,302,84,29,100,23,27,0,26,360,187,7,114,41,217
"ThomasCounty",398,280,26,676,2459,829,1936,186,107,606,156,496,32,3609,1853,4431,151,1506,594,1144
"TiftCounty",452,0,100,594,1097,1318,2484,1091,205,399,129,518,55,914,2194,3469,44,2197,382,853
"ToombsCounty",413,0,164,490,1369,689,1485,193,81,253,57,261,7,1075,1015,2382,37,1090,270,513
"TownsCounty",3,12,231,87,92,23,244,39,47,81,74,148,1,67,750,478,92,355,25,180
"TreutlenCounty",16,0,0,7,12,46,136,41,2,28,8,10,0,142,189,213,0,45,27,164
"TroupCounty",28,7,126,1347,10926,864,3608,1505,550,904,213,855,234,5110,2826,3417,176,2057,848,1220
"TurnerCounty",30,0,0,17,276,215,265,39,0,48,8,43,0,124,426,155,0,201,26,246
"TwiggsCounty",35,133,0,57,10,35,2447,252,8,8,0,5,1,19,191,187,9,34,27,138
"UnionCounty",102,13,13,222,271,144,778,308,22,138,47,174,446,113,607,1226,12,497,149,392
"UpsonCounty",27,2,29,385,1416,45,862,376,29,324,26,216,1,344,819,613,8,580,212,420
"WalkerCounty",29,0,1,261,3334,282,1287,67,76,451,26,270,15,223,1579,1022,407,716,465,1072
"WaltonCounty",108,19,242,2091,2374,552,3025,310,164,390,182,664,41,1178,2739,1861,100,1932,391,1252
"WareCounty",319,1,58,553,1652,450,2238,535,145,372,125,268,346,464,1076,3007,33,1309,426,1365
"WarrenCounty",42,42,1,12,396,305,101,14,0,19,9,10,0,25,190,121,0,10,16,124
"WashingtonCounty",65,226,79,316,538,110,698,887,31,185,31,255,408,269,797,878,12,327,105,648
"WayneCounty",172,0,24,561,1272,115,1060,545,80,199,50,119,71,171,880,1208,25,617,194,534
"WebsterCounty",44,4,0,2,285,33,48,28,2,4,1,0,0,3,67,2,0,0,1,56
"WheelerCounty",143,0,36,10,0,27,82,73,15,46,3,3,15,477,267,74,0,20,3,135
"WhiteCounty",185,1,20,509,1001,131,1002,329,65,168,32,164,28,169,1460,460,90,1109,179,407
"WhitfieldCounty",142,55,193,1176,19735,3630,7463,3604,282,696,292,2513,561,1904,3469,3239,244,2939,848,1802
"WilcoxCounty",30,0,1,20,8,19,129,72,3,51,15,3,2,21,269,190,8,1,6,362
"WilkesCounty",71,6,30,83,539,74,341,135,67,104,3,32,2,88,291,600,6,145,58,249
"WilkinsonCounty",63,927,0,289,350,43,159,263,62,60,1,35,0,65,285,158,0,55,59,243
"WorthCounty",185,0,15,193,273,298,368,25,11,100,14,69,13,64,505,396,14,164,87,345
