"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"ApplingCounty",245,0,1258,380,743,213,705,357,36,130,22,59,0,119,506,823,2,541,118,329
"AtkinsonCounty",57,5,1,3,764,81,135,70,0,58,6,8,0,15,331,70,1,52,16,151
"BaconCounty",292,0,130,71,651,71,275,357,85,151,2,54,0,155,306,434,16,204,68,199
"BakerCounty",81,0,0,0,2,7,26,8,0,0,24,115,0,4,79,33,0,0,7,39
"BaldwinCounty",8,2,39,393,1454,123,1980,125,123,350,129,215,3,553,2842,2804,126,1650,350,1879
"BanksCounty",341,0,1,187,278,158,516,33,16,50,32,48,4,120,432,168,74,981,49,257
"BarrowCounty",111,13,39,1013,2143,2389,2624,248,220,355,234,631,85,910,1700,1420,39,1646,492,3805
"BartowCounty",88,108,364,1497,8155,1511,3728,2494,385,730,429,1177,37,1766,2139,2423,404,3362,611,1607
"BenHillCounty",378,0,1,73,1151,181,679,133,55,132,32,54,7,641,541,402,17,382,119,413
"BerrienCounty",168,1,4,59,933,146,394,27,53,106,22,25,8,45,605,269,5,337,46,317
"BibbCounty",79,48,220,2231,5284,2877,10054,2124,1211,8251,1416,3680,2798,4512,7758,16846,422,7864,1711,3706
"BleckleyCounty",62,0,0,148,39,40,293,115,1,96,32,80,0,59,859,236,50,265,34,201
"BrantleyCounty",127,2,76,182,181,124,260,84,44,26,12,17,0,37,690,184,4,126,31,187
"BrooksCounty",432,0,30,79,183,164,300,15,25,72,10,36,4,36,448,298,11,77,196,232
"BryanCounty",29,0,37,415,335,384,910,171,82,240,61,231,10,208,1165,694,59,1125,306,472
"BullochCounty",169,0,49,1041,1384,588,2980,1053,234,527,367,654,53,1172,4901,3296,182,2905,493,1427
"BurkeCounty",190,0,1817,149,614,428,579,111,22,136,19,127,7,145,2089,673,23,379,92,920
"ButtsCounty",17,0,88,119,603,195,932,403,14,91,97,99,24,339,580,533,41,455,164,1120
"CalhounCounty",183,0,0,15,18,73,105,42,3,33,2,9,0,8,179,72,0,15,2,255
"CamdenCounty",28,0,16,363,765,418,2280,87,152,483,168,2528,47,625,1275,838,110,1817,282,857
"CandlerCounty",97,0,60,158,153,143,444,11,96,73,3,60,0,71,332,555,13,304,44,177
"CarrollCounty",72,50,157,2124,6523,1364,4829,552,900,651,281,837,1167,2593,4859,2576,205,3676,651,1606
"CatoosaCounty",33,0,30,522,1902,605,2416,726,61,611,140,392,62,353,1573,2029,169,1835,370,195
"CharltonCounty",130,5,0,73,341,49,153,55,3,28,24,21,0,480,231,159,12,166,19,225
"ChathamCounty",130,3,288,5158,12555,5705,16118,8649,1564,3070,1814,4830,1786,11159,10294,19085,2070,19522,4150,7714
