"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,1,6
2,0.389192576914228,0.610807423085772,29,32
3,0.194540954155794,0.805459045844206,7,8
4,0.451555915437864,0.548444084562135,7,5
5,0.0763722238391646,0.923627776160835,2,4
6,0.414173295984153,0.585826704015847,14,3
7,0.115172709321199,0.884827290678801,6,32
8,0.233455388714992,0.766544611285008,2,3
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,5,2
11,0.532061763030145,0.467938236969855,4,3
12,0.672131885178836,0.327868114821164,51,16
13,0.620964932130039,0.379035067869961,7,3
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,2,6
16,0.292247289852626,0.707752710147374,1,0
17,0.0512840369554983,0.948715963044502,0,0
18,0.595712731390873,0.404287268609127,4,3
19,0.4521405674388,0.5478594325612,6,4
20,0.123700259231043,0.876299740768957,3,8
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,5,1
23,0.240557235571901,0.759442764428099,5,5
24,0.168776516215795,0.831223483784205,2,8
25,0.172627570488467,0.827372429511533,2,4
26,0.161306289960025,0.838693710039975,9,11
27,0.0664638925860683,0.933536107413932,0,3
28,0.13006920545436,0.86993079454564,2,5
29,0.499509853805331,0.500490146194669,3,0
30,0.122154702334916,0.877845297665084,2,1
31,0.616905093178228,0.383094906821772,31,13
32,0.0470896595028633,0.952910340497137,5,29
33,0.571821831670339,0.428178168329661,39,12
34,0.115042618129195,0.884957381870805,9,28
35,0.267488635666556,0.732511364333444,2,3
36,0.179316838349647,0.820683161650353,16,28
37,0.0687078468861626,0.931292153113837,2,0
38,0.301345390186715,0.698654609813286,0,0
39,0.379935157329246,0.620064842670754,7,4
40,0.324483145690723,0.675516854309277,120,103
41,0.789036549422131,0.210963450577869,32,4
43,0.00152127409791299,0.998478725902087,1,34
99,0.646446399835973,0.353553600164027,2,1
