,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
0-0-0-0-0-1,0,0,0,0,0,0.361116824352118
0-0-0-0-0-2,0,0,0,0,0,0.400555327025915
0-0-0-0-1-0,0,0,0,0,0.165919109117624,0
0-0-0-0-1-1,0,0,0,0,0.0980202613873637,0.0651737967914438
0-0-0-0-1-2,0,0,0,0,0.00392467713247235,0.00545043192102016
0-0-0-0-2-0,0,0,0,0,0.35842162245766,0
0-0-0-0-2-1,0,0,0,0,0.00978269275384734,0.00321369806663924
0-0-0-0-2-2,0,0,0,0,0.00100533601422937,0.00068130399012752
0-0-0-1-0-0,0,0,0,0.12090189674664,0,0
0-0-0-1-0-1,0,0,0,0.0154454890668934,0,0.0410967708761826
0-0-0-1-0-2,0,0,0,0.00632893045906486,0,0.0338980872069107
0-0-0-1-1-0,0,0,0,0.0291130801116984,0.116502977341273,0
0-0-0-1-1-1,0,0,0,0.00286492806276753,0.0114646972391926,0.00762289181406828
0-0-0-1-1-2,0,0,0,0.000144937338757211,0.000580001546670791,0.000796997120526532
0-0-0-1-2-0,0,0,0,0.00338187123766825,0.027144072384193,0
0-0-0-1-2-1,0,0,0,0.00013527484950673,0.0011020029386745,0.000359934183463595
0-0-0-1-2-2,0,0,0,1.44937338757211e-05,0.000116000309334158,7.71287535993418e-05
0-0-0-2-0-0,0,0,0,0.173576956895635,0,0
0-0-0-2-0-1,0,0,0,0.00740629801049346,0,0.00938399835458659
0-0-0-2-0-2,0,0,0,0.0018793541592185,0,0.00476912793089264
0-0-0-2-1-0,0,0,0,0.00400993303894949,0.00746268656716418,0
0-0-0-2-1-1,0,0,0,0.000690867981409371,0.00129533678756477,0.000861271081859317
0-0-0-2-1-2,0,0,0,6.7637424753365e-05,9.66669244451319e-05,0.000167112299465241
0-0-0-2-2-0,0,0,0,0.000666711758283169,0.00257134019024051,0
0-0-0-2-2-1,0,0,0,9.66248925048071e-05,0.000232000618668316,7.71287535993418e-05
0-0-0-2-2-2,0,0,0,3.38187123766825e-05,0.000116000309334158,8.99835458658988e-05
0-0-1-0-0-0,0,0,0.137081751347354,0,0,0
0-0-1-0-0-1,0,0,0.00379676634955847,0,0,0.00343222953517071
0-0-1-0-0-2,0,0,0.00270181875062213,0,0,0.00494909502262443
0-0-1-0-1-0,0,0,0.00736601112011717,0,0.0100146933725157,0
0-0-1-0-1-1,0,0,0.00337016338893392,0,0.00458201221869925,0.003046585767174
0-0-1-0-1-2,0,0,8.53205921249093e-05,0,0.000116000309334158,0.000154257507198684
0-0-1-0-2-0,0,0,0.0108783754959259,0,0.0296574124197665,0
0-0-1-0-2-1,0,0,0.000227521578999758,0,0.000657335086226897,0.000205676676264912
0-0-1-0-2-2,0,0,1.42200986874849e-05,0,3.86667697780527e-05,2.57095845331139e-05
0-0-1-1-0-0,0,0,0.0561693898155653,0.0190834162696994,0,0
0-0-1-1-0-1,0,0,0.00281557954012201,0.00095658643579759,0,0.00254524886877828
0-0-1-1-0-2,0,0,0.000597244144874365,0.000202912274260095,0,0.0011055121349239
0-0-1-1-1-0,0,0,0.0122719451672995,0.00416936411158243,0.0166847111592298,0
0-0-1-1-1-1,0,0,0.000753665230436699,0.000256055965137739,0.0010246693991184,0.00068130399012752
0-0-1-1-1-2,0,0,2.84401973749698e-05,9.66248925048071e-06,3.86667697780527e-05,5.14191690662279e-05
0-0-1-1-2-0,0,0,0.00118026819106125,0.000400993303894949,0.00320934189157838,0
0-0-1-1-2-1,0,0,2.84401973749698e-05,9.66248925048071e-06,7.73335395561055e-05,2.57095845331139e-05
