"County","FIPS","StateFIPS","CountyFIPS"
"AdamsCounty",39001,39,1
"AllenCounty",39003,39,3
"AshlandCounty",39005,39,5
"AshtabulaCounty",39007,39,7
"AthensCounty",39009,39,9
"AuglaizeCounty",39011,39,11
"BelmontCounty",39013,39,13
"BrownCounty",39015,39,15
"ButlerCounty",39017,39,17
"CarrollCounty",39019,39,19
"ChampaignCounty",39021,39,21
"ClarkCounty",39023,39,23
"ClermontCounty",39025,39,25
"ClintonCounty",39027,39,27
"ColumbianaCounty",39029,39,29
"CoshoctonCounty",39031,39,31
"CrawfordCounty",39033,39,33
"CuyahogaCounty",39035,39,35
"DarkeCounty",39037,39,37
"DefianceCounty",39039,39,39
"DelawareCounty",39041,39,41
"ErieCounty",39043,39,43
"FairfieldCounty",39045,39,45
"FayetteCounty",39047,39,47
"FranklinCounty",39049,39,49
"FultonCounty",39051,39,51
"GalliaCounty",39053,39,53
"GeaugaCounty",39055,39,55
"GreeneCounty",39057,39,57
"GuernseyCounty",39059,39,59
"HamiltonCounty",39061,39,61
"HancockCounty",39063,39,63
"HardinCounty",39065,39,65
"HarrisonCounty",39067,39,67
"HenryCounty",39069,39,69
"HighlandCounty",39071,39,71
"HockingCounty",39073,39,73
"HolmesCounty",39075,39,75
"HuronCounty",39077,39,77
"JacksonCounty",39079,39,79
"JeffersonCounty",39081,39,81
"KnoxCounty",39083,39,83
"LakeCounty",39085,39,85
"LawrenceCounty",39087,39,87
"LickingCounty",39089,39,89
"LoganCounty",39091,39,91
"LorainCounty",39093,39,93
"LucasCounty",39095,39,95
"MadisonCounty",39097,39,97
"MahoningCounty",39099,39,99
"MarionCounty",39101,39,101
"MedinaCounty",39103,39,103
"MeigsCounty",39105,39,105
"MercerCounty",39107,39,107
"MiamiCounty",39109,39,109
"MonroeCounty",39111,39,111
"MontgomeryCounty",39113,39,113
"MorganCounty",39115,39,115
"MorrowCounty",39117,39,117
"MuskingumCounty",39119,39,119
"NobleCounty",39121,39,121
"OttawaCounty",39123,39,123
"PauldingCounty",39125,39,125
"PerryCounty",39127,39,127
"PickawayCounty",39129,39,129
"PikeCounty",39131,39,131
"PortageCounty",39133,39,133
"PrebleCounty",39135,39,135
"PutnamCounty",39137,39,137
"RichlandCounty",39139,39,139
"RossCounty",39141,39,141
"SanduskyCounty",39143,39,143
"SciotoCounty",39145,39,145
"SenecaCounty",39147,39,147
"ShelbyCounty",39149,39,149
"StarkCounty",39151,39,151
"SummitCounty",39153,39,153
"TrumbullCounty",39155,39,155
"TuscarawasCounty",39157,39,157
"UnionCounty",39159,39,159
"VanWertCounty",39161,39,161
"VintonCounty",39163,39,163
"WarrenCounty",39165,39,165
"WashingtonCounty",39167,39,167
"WayneCounty",39169,39,169
"WilliamsCounty",39171,39,171
"WoodCounty",39173,39,173
"WyandotCounty",39175,39,175
