"FAFZone","AdamsCounty","AllenCounty","AshlandCounty","AshtabulaCounty","AthensCounty","AuglaizeCounty","BelmontCounty","BrownCounty","ButlerCounty","CarrollCounty","ChampaignCounty","ClarkCounty","ClermontCounty","ClintonCounty","ColumbianaCounty","CoshoctonCounty","CrawfordCounty","CuyahogaCounty","DarkeCounty","DefianceCounty","DelawareCounty","ErieCounty","FairfieldCounty","FayetteCounty","FranklinCounty","FultonCounty","GalliaCounty","GeaugaCounty","GreeneCounty","GuernseyCounty","HamiltonCounty","HancockCounty","HardinCounty","HarrisonCounty","HenryCounty","HighlandCounty","HockingCounty","HolmesCounty","HuronCounty","JacksonCounty","JeffersonCounty","KnoxCounty","LakeCounty","LawrenceCounty","LickingCounty","LoganCounty","LorainCounty","LucasCounty","MadisonCounty","MahoningCounty","MarionCounty","MedinaCounty","MeigsCounty","MercerCounty","MiamiCounty","MonroeCounty","MontgomeryCounty","MorganCounty","MorrowCounty","MuskingumCounty","NobleCounty","OttawaCounty","PauldingCounty","PerryCounty","PickawayCounty","PikeCounty","PortageCounty","PrebleCounty","PutnamCounty","RichlandCounty","RossCounty","SanduskyCounty","SciotoCounty","SenecaCounty","ShelbyCounty","StarkCounty","SummitCounty","TrumbullCounty","TuscarawasCounty","UnionCounty","VanWertCounty","VintonCounty","WarrenCounty","WashingtonCounty","WayneCounty","WilliamsCounty","WoodCounty","WyandotCounty"
"123",881.471428571429,1007.79285714286,990.842857142857,1055.45714285714,861.571428571429,996.671428571429,940.2,888.857142857143,908.942857142857,965.828571428571,962.014285714286,947.242857142857,902.128571428571,922.328571428571,980.957142857143,939.671428571429,1002.7,1008.47142857143,969.142857142857,1064.94285714286,958.171428571429,1039.22857142857,908.771428571428,922.542857142857,934.328571428572,1070.29285714286,833.628571428571,1018.57142857143,930.328571428571,903.871428571429,888.057142857143,1022.67142857143,991.457142857143,945.071428571429,1049.4,903.028571428571,888.642857142857,962.471428571429,1021.44285714286,859.885714285714,958.357142857143,973.171428571429,1032.07142857143,838.771428571428,930.971428571429,978.814285714286,1025.68571428571,1071.61428571429,942.228571428572,1011.37142857143,981.528571428571,995.057142857143,838.171428571429,1016.35714285714,955.542857142857,898.185714285714,933.671428571429,895.685714285714,977.057142857143,923.671428571429,885.7,1060.84285714286,1047.82857142857,899.685714285714,910.957142857143,885.928571428571,994.671428571429,941.742857142857,1030.02857142857,1003.11428571429,893.185714285714,1053.01428571429,865.557142857143,1026.9,974.942857142857,964.171428571429,983.442857142857,1021.37142857143,936.071428571429,963.571428571429,1029.94285714286,875.671428571429,915.442857142857,864.585714285714,974.385714285714,1079.35714285714,1048.65714285714,1005.9
"124",908.6,1031.9,1057.2,1121.8,927.925,1020.8,1006.6,913,933.05,1032.2,998.575,983.875,926.2,954.9,1047.3,1006,1069.1,1074.8,993.2,1089.05,1024.55,1105.6,975.1,982.4,1000.7,1095.15,900,1084.9,962.45,970.2,912.2,1062,1038.05,1011.4,1078.05,932.5,955,1028.85,1087.8,926.25,1024.7,1039.5,1098.45,905.125,997.325,1017.45,1092.075,1110.35,997.85,1077.725,1046.4,1061.4,904.55,1040.45,979.6,964.575,957.8,962.075,1043.4,990,952.1,1128.825,1071.9,966.05,977.3,952.3,1061,965.8125,1054.15,1069.5,959.55,1111.55,931.9,1089.2,999.05,1030.55,1049.85,1087.75,1002.45,1021.8,1054,942.05,939.55,930.95,1040.75,1103.5,1087.4,1074.8
"129",827.310465116279,948.448837209302,989.526744186046,1079.45465116279,887.201162790697,937.333720930233,972.329069767442,832.880232558139,849.6,997.940697674419,913.843023255814,899.153488372093,842.773255813953,870.756976744186,1014.42209302326,960.222093023256,987.822093023256,1027.20348837209,909.773255813953,1006.04883720931,942.13023255814,1021.69418604651,912.380232558139,895.694186046512,920.68023255814,1011.68953488372,857.877906976744,1044.61279069767,878.352325581395,935.973255813954,828.729069767442,976.994186046511,952.544186046511,977.18488372093,994.225581395349,851.322093023256,900.51976744186,977.413953488372,1017.82906976744,864.159302325582,990.463953488372,964.998837209303,1052.11627906976,834.517441860466,934.440697674419,932.501162790697,1027.28488372093,1025.38372093024,911.526744186046,1040.27093023256,958.380232558139,1006.27558139535,865.539534883721,957.005813953489,896.170930232558,934.998837209303,874.333720930233,921.326744186046,962.145348837209,942.308139534884,921.943023255814,1040.02674418605,988.452325581395,920.022093023256,901.45465116279,862.436046511628,1020.47325581395,882.390697674419,970.690697674419,986.948837209302,874.145348837209,1024.94069767442,853.308139534884,1001.18023255814,915.6,993.70465116279,1006.23953488372,1048.25581395348,968.2,935.226744186047,970.580232558139,883.595348837209,856.1,899.959302325582,990.827906976745,1019.38953488372,1002.41976744186,985.673255813954
"131",471.291025641026,594.583333333333,654.457692307692,759.421794871795,560.85,583.455128205128,663.480769230769,475.652564102564,495.734615384615,689.098717948718,561.252564102564,546.573076923077,488.898717948718,517.585897435897,705.416666666667,638.308974358974,638.861538461538,704.45,555.9,651.732051282051,592.341025641025,671.892307692307,558.191025641025,543.621794871795,572.617948717949,657.833333333333,525.655128205128,726.10641025641,525.139743589744,627.123076923077,474.860256410256,624.7,600.732051282051,668.329487179487,640.733333333333,495.198717948718,552.756410256411,650.580769230769,677.964102564103,511.624358974359,681.614102564103,617.256410256411,729.111538461539,477.696153846154,596.511538461539,580.139743589744,694.388461538461,673.032051282051,560.53717948718,728.567948717949,606.151282051282,679.03717948718,542.524358974359,603.139743589744,542.3,622.662820512821,520.455128205128,594.975641025641,613.197435897436,619.488461538461,610.173076923077,691.521794871795,634.588461538462,581.467948717949,543.75,498.076923076923,704.45,528.526923076923,616.821794871795,637.210256410257,516.248717948718,674.239743589744,492.344871794871,649.437179487179,561.734615384615,683.932051282051,687.760256410256,733.237179487179,659.355128205128,583.129487179487,616.711538461538,532.834615384616,502.234615384615,583.578205128205,666.667948717949,666.144871794872,650.060256410256,634.035897435897
"132",658.8,792.116666666667,743.8,808.416666666667,614.533333333333,781.033333333333,693.2,673.2,693.266666666667,718.8,726.866666666667,711.95,686.433333333333,694.95,733.916666666667,692.633333333333,755.7,761.416666666667,753.433333333333,849.266666666667,711.15,792.2,661.716666666667,673.816666666667,687.308333333334,850.7,586.6,771.516666666667,703.833333333333,656.816666666667,672.433333333333,783.716666666667,747.15,698.016666666667,829.508333333333,677.216666666667,641.6,715.433333333333,774.4,612.85,711.3,726.116666666667,785.05,591.733333333333,683.916666666667,740.85,778.683333333333,833.55,695.216666666667,764.333333333333,734.716666666667,748,591.15,800.683333333333,739.833333333333,651.183333333333,718.033333333333,648.683333333333,730,676.633333333333,638.7,813.533333333333,832.133333333333,652.65,663.916666666667,638.9,747.616666666667,726.05,814.383333333333,756.1,646.15,804.816666666667,618.5,777.3,759.266666666667,717.15,736.45,774.35,689.05,715.5,814.233333333333,628.65,699.766666666667,617.55,727.35,863.7,810.6,758.5
"139",582.823684210526,705.510087719298,742.278070175439,831.425438596491,634.7,694.388596491228,725.928947368421,586.578947368421,606.658771929825,751.543421052631,670,655.677192982456,599.830701754386,627.338596491228,767.036842105263,711.955263157895,737.426315789473,779.914035087719,666.831140350877,762.835964912281,690.903070175438,771.448245614035,652.44298245614,644.948245614035,670.094736842105,768.629385964912,604.666228070176,796.702631578947,634.977631578947,689.569298245614,585.790350877193,732.480701754386,706.335087719298,730.784210526316,751.088596491228,606.006140350877,642.81798245614,728.224561403509,769.963157894737,605.312280701754,744.059649122807,713.544736842106,803.809649122807,573.782456140351,685.338157894736,688.297807017544,780.516228070175,781.004385964912,662.840350877193,793.649122807018,707.011403508772,759.271929824561,614.214912280702,714.070614035088,653.230701754386,684.286842105263,631.38947368421,668.826315789474,711.761403508772,695.014912280702,671.797368421053,789.300438596491,745.525877192983,661.378947368421,642.070614035088,600.985526315789,773.95701754386,639.449122807017,727.752631578947,736.279824561404,617.234210526316,774.477192982456,591.18903508772,749.894736842105,672.658771929825,749.007894736842,759.410526315789,801.607456140351,721.8,684.612280701755,727.641228070176,625.136403508772,613.158771929825,649.225438596491,743.575877192982,777.599122807018,758.036842105263,733.999122807018
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",1976.31931818182,1855.65795454545,1953.95340909091,2030.77613636364,2036.25227272727,1860.51931818182,2081.41931818182,1947.8375,1904.03522727273,2037.7875,1922.92613636364,1916.12386363636,1926.24431818182,1941.09431818182,2034.25227272727,1992.53068181818,1918.25113636363,1970.7125,1873.35227272727,1836.9875,1944.94431818182,1921.13522727272,1990.5625,1952.0625,1962.36136363637,1832.63522727272,2041.90568181818,2001.8625,1917.81704545454,2045.05227272728,1898.30795454546,1881.45340909091,1884.81363636364,2034.12386363637,1855.08522727272,1955.14090909091,2011.32386363636,1985.88977272727,1925.80568181818,2017.86704545454,2056.04659090909,1959.12386363637,1994.6875,2030.00795454546,1985.47613636364,1891.36477272728,1945.1125,1862.11931818182,1943.10340909091,2027.33068181818,1918.05340909091,1964.90113636364,2059.38977272728,1851.10113636364,1903.78409090909,2092.21022727273,1904.91704545455,2041.42159090909,1934.84659090909,2018.33068181818,2064.91931818182,1894.77159090909,1830.46022727272,2014.55227272728,1973.35340909091,1993.81931818182,1993.3625,1872.78068181818,1851.91022727273,1937.52840909091,1984.40113636364,1892.35,2011.6375,1905.61931818182,1874.54659090909,2010.4875,1992.76477272727,2020.70340909091,2008.6125,1918.84659090909,1825.91022727273,2014.18522727273,1918.77840909091,2076.10340909091,1977.50568181818,1816.52840909091,1872.61931818182,1893.41704545455
"171",407.907692307692,276.569230769231,375.730769230769,452.530769230769,466.223076923077,280.092307692308,511.4,379.423076923077,329.938461538462,459.538461538462,333.392307692308,346.084615384616,357.823076923077,370.146153846154,456.030769230769,414.846153846154,339.169230769231,392.5,301.830769230769,257.038461538462,366.684615384615,342.915384615385,420.530769230769,382.030769230769,392.326923076923,254.415384615385,468.230769230769,423.630769230769,347.8,475.030769230769,329.9,302.369230769231,305.719230769231,455.915384615385,276.838461538462,386.723076923077,441.307692307692,407.638461538462,347.576923076923,445.307692307692,478.423076923077,380.053846153846,416.438461538462,472.915384615385,393.384615384615,310.923076923077,366.9,283.907692307692,373.069230769231,449.115384615385,338.961538461538,386.653846153846,489.353846153846,270.430769230769,321.715384615385,522.192307692308,334.9,471.407692307692,355.753846153846,448.315384615385,494.9,316.530769230769,251.369230769231,444.530769230769,403.330769230769,425.407692307692,415.130769230769,302.730769230769,272.838461538462,358.453846153846,414.369230769231,314.130769230769,443.215384615385,327.407692307692,294.115384615385,432.238461538462,414.530769230769,442.484615384615,430.4,340.576923076923,246.830769230769,444.138461538462,350.338461538462,506.069230769231,399.253846153846,238.315384615385,294.407692307692,314.346153846154
"172",417.411111111111,412,490.822222222222,608.244444444444,486.633333333333,377.177777777778,531.777777777778,388.911111111111,348.5,557.411111111111,381.177777777778,366.494444444444,367.322222222222,384.422222222222,573.233333333333,485.544444444444,454.733333333333,549.744444444444,342.233333333333,404.144444444444,430.544444444444,498.7,440.944444444444,402.444444444444,412.733333333333,438.5,484.911111111111,576.544444444444,368.177777777778,495.433333333333,340.677777777778,442.133333333333,420.644444444444,536.644444444445,431.644444444444,396.988888888889,461.722222222222,493.044444444444,488.677777777778,460.455555555556,549.922222222222,463.988888888889,574.844444444444,463.211111111111,443.744444444444,400.066666666667,531.622222222222,464.555555555556,393.466666666667,583.922222222222,429.033333333333,519.822222222222,508.422222222222,357.566666666667,359.733333333333,542.577777777778,355.277777777778,491.811111111111,453.622222222222,468.722222222222,515.277777777778,495.5,403.144444444444,464.933333333333,423.733333333333,434.911111111111,556.744444444444,323.144444444444,409.977777777778,477.633333333333,438.877777777778,491.888888888889,453.866666666667,469.277777777778,379.144444444444,539.955555555556,536.244444444444,586.955555555556,527.655555555556,404.422222222222,383.977777777778,468.644444444444,361.144444444444,526.466666666667,510.166666666667,418.633333333333,467.477777777778,454.877777777778
"179",394.0675,365.394375,459.035,564.461875,463.5575,348.225,515.8425,366.5525,331.5225,527.93625,364.67375,353.46625,344.96125,364.48,542.48625,463.226875,422.2475,505.24375,320.3225,357.431875,410.433125,455.985,424.23875,381.065,398.185625,382.225,461.19375,533.8075,352.75625,479.49375,321.4825,394.105,385.5,512.80125,387.839375,375.87125,444.99375,467.343125,454.27,437.346875,527.15375,440.93875,529.918125,448.3775,424.2525,375.680625,483.016875,409.46875,379.215625,547.8725,404.90375,483.95625,480.711875,328.616875,344.46625,526.6375,340.77625,476.36625,426.38375,452.77,499.3425,441.31,354.565,448.99125,404.63875,412.53,518.24625,311.4125,366.313125,445.37875,408.680625,437.6725,430.93625,426.33625,347.529375,510.220625,503.1125,547.380625,498.876875,385.5975,340.313125,441.884375,343.766875,503.739375,479.720625,363.2275,414.5225,406.4075
"181",327.32,195.52,293.98,386.34,364.56,192.76,408.42,298.84,245.46,373.22,248.86,256.23,277.26,280.04,380.78,339.04,258.1,326.28,207.4,170.14,288.5,276.7,318.88,292.18,290.67,188.2,373.66,357.44,257.92,373.82,249.32,221.32,224.67,385.34,198.6,303.24,339.64,324.2,281.38,351,403.82,310.38,350.24,392.32,309.62,223.62,300.68,217.68,275.54,382.92,257.92,314.6,387.68,182.12,233.54,419.2,245.02,370.18,274.7,347.08,393.68,250.34,171.52,343.32,305.98,340.56,348.94,219.26,191.76,277.38,322.02,247.94,362.64,247.56,206.8,348.48,340.18,376.26,347.88,262.38,165.76,350.48,268.36,404.38,316.78,172.1,221.24,233.28
"182",187.447222222222,175.652777777778,261.688888888889,379.283333333333,253.227777777778,151.516666666667,303.466666666667,158.972222222223,111.908333333334,327.755555555556,155.133333333333,142.222222222223,137.394444444445,149.761111111111,345.788888888889,257.988888888889,227.472222222222,320.216666666667,112.661111111111,179.816666666667,204.266666666667,268.411111111111,210.944444444444,167.405555555556,185.366666666667,212.644444444444,248.716666666667,347.577777777778,138.638888888889,267.116666666667,112.283333333334,205.766666666667,189.005555555556,308.344444444444,206.922222222222,166.055555555555,231.677777777778,265.422222222222,264.516666666667,224.983333333333,321.616666666667,235.855555555556,345.966666666667,253.211111111111,215.922222222222,172.938888888889,300.738888888889,237.738888888889,167.255555555556,354.916666666667,203.688888888889,290.822222222222,271.866666666667,129.077777777778,132.588888888889,314.266666666667,126.822222222222,263.477777777778,226.161111111111,240.394444444444,286.966666666667,266.444444444444,173.777777777778,236.622222222222,191.561111111111,204.6,327.777777777778,100.127777777778,183.7,248.452777777778,199.711111111111,255.816666666667,224.422222222222,232.911111111111,146.455555555556,310.988888888889,307.277777777778,358,299.361111111111,180.138888888889,155.65,229.505555555556,127.627777777778,295.2,281.2,190.916666666667,231.616666666667,218.505555555556
"183",233.3125,82.5375,176.6875,277.9875,247.9375,83.125,289.6,217.5625,145.2875,250.575,134.425,155.39375,195.9875,179.1875,262.025,220.075,146.5,218.4125,97.25,59.65,167.1125,161.3875,202.2625,191.325,174.05,85.9875,269.0375,248.3625,157.0875,254.65,178.325,108.2125,110.2,255.3,83.8375,201.8125,223.025,204.975,159.9875,246.4125,277.2125,187.3875,242.1125,289.725,194.325,113.9875,192.8125,112.2375,165.2,266.1,146.3,198.4375,271.1,72.5375,123.15,300.4,144.1875,254.225,163.1,231.125,275.05,143.425,60.05,227.35,195.825,235.675,235.5875,119.1125,80.4375,164.3,219.4125,129.975,265.4375,128.6,97.1375,229.5875,223.35,265.1,229.8,141.4375,54.4375,245.9,167.1,287.3875,198.6875,61.5875,106.35,121.6875
"189",227.107377049181,201.927868852459,284.225409836066,397.318852459017,289.079508196721,184.104098360655,343.095901639345,199.627049180328,155.588524590164,351.082786885245,196.020491803279,189.645081967213,178.040983606557,190.702459016394,368.899180327869,292.542622950819,254.141803278688,337.153278688524,159.380327868852,202.532786885246,238.062295081967,286.415573770492,250.808196721312,209.782786885246,226.549180327869,233.720491803278,285.883606557377,366.42868852459,183.504098360656,307.290983606557,156.87868852459,230.770491803279,216.388524590164,339.069672131148,227.104918032787,206.601639344262,271.572131147541,294.638524590163,287.539344262295,262.411475409836,355.754918032786,267.431967213114,362.568032786886,282,253.145081967213,201.217213114754,315.982786885246,258.454918032787,211.672131147541,377.268032786885,234.633606557377,312.999180327869,305.414754098361,165.50737704918,175.081147540984,353.887704918033,172.583606557377,304.542622950819,253.686885245902,280.783606557377,327.192622950819,283.815573770491,198.795081967213,276.998360655738,232.53606557377,242.539344262295,349.295901639344,151.854098360655,208.743442622951,270.459016393443,237.222131147541,273.16393442623,264.090163934427,257.147540983607,181.25737704918,334.400819672131,329.990983606558,379.107377049181,325.487704918032,215.082786885246,183.563934426229,269.557377049181,171.699180327869,330.37868852459,304.458196721312,212.267213114754,248.660655737705,243.28606557377
"190",691.030808080809,584.883333333333,683.173232323232,759.991414141414,751.417171717172,588.845454545454,796.574747474747,662.546464646465,620.526262626262,767.002525252525,642.561616161616,631.286868686869,640.960101010101,656.529797979798,763.475252525252,717.374242424243,647.474242424242,699.918686868687,588.519191919192,566.203535353535,667.934848484849,650.35505050505,705.726262626262,667.225252525252,677.520202020202,561.85505050505,758.117171717171,731.082323232323,632.979797979798,760.218181818182,613.018181818182,610.674242424242,614.031313131313,761.729797979798,584.299494949495,669.858080808081,726.49191919192,714.580303030303,655.009595959596,733.755050505051,782.060101010101,686.994444444445,723.901515151515,757.496464646465,704.860606060606,619.491414141414,674.315656565656,591.329797979798,658.253535353535,756.555050505051,646.75202020202,694.110606060606,774.545454545455,577.898484848485,622.786868686869,807.362626262626,620.074747474747,756.591414141414,663.690404040404,733.50101010101,780.074747474747,623.992424242424,559.682323232323,729.718181818182,688.519191919192,708.530808080809,722.582323232323,587.935353535353,581.117676767677,666.930808080808,699.553535353535,621.574242424242,726.34595959596,634.830808080808,599.662121212121,739.702525252525,721.981313131313,749.908585858586,737.700505050505,641.823737373737,555.117676767677,729.346464646464,633.487373737373,791.254545454545,706.720707070707,545.745959595959,601.830808080808,622.629292929293
"201",710.233333333333,699.616666666667,781.522222222222,898.977777777778,777.355555555555,666.355555555555,822.5,681.755555555556,640.044444444444,848.111111111111,671.9,657.227777777778,660.177777777778,675.933333333333,863.944444444444,776.277777777778,745.444444444444,840.477777777778,630.888888888889,693.333333333333,721.277777777778,791.733333333333,731.677777777778,693.177777777778,703.455555555556,726.422222222222,777.755555555556,867.266666666667,658.911111111111,786.155555555556,632.233333333333,729.733333333333,709.644444444445,827.366666666667,720.833333333333,689.066666666667,752.411111111111,783.777777777778,784.244444444444,753.311111111111,840.644444444445,754.711111111111,865.588888888889,753,734.477777777778,690.788888888889,824.555555555556,751.944444444444,684.188888888889,874.611111111111,719.744444444444,810.522222222222,800.477777777778,646.733333333333,650.444444444444,833.3,646,782.511111111111,744.344444444444,759.411111111111,806,782.588888888889,692.311111111111,755.655555555556,714.444444444444,727.733333333333,847.477777777778,613.877777777778,699.133333333333,768.344444444444,729.133333333333,782.2,745.544444444444,756.877777777778,667.333333333333,830.688888888889,826.977777777778,877.688888888889,818.388888888889,695.144444444445,673.133333333333,758.922222222222,652.7,817.188888888889,800.888888888889,705.933333333333,759.477777777778,742.488888888889
"202",876.016666666667,869.341666666666,948.116666666667,1065.56666666667,943.95,834.516666666667,989.116666666667,847.533333333333,805.825,1014.71666666667,838.516666666667,823.816666666666,825.95,841.716666666667,1030.55,942.866666666667,912.033333333333,1007.05,799.533333333333,861.483333333333,887.883333333333,953.016666666667,898.25,859.75,870.05,894.316666666667,943.533333333333,1033.86666666667,825.516666666667,952.75,798.016666666667,899.45,877.983333333333,993.966666666667,888.983333333333,854.833333333333,919.016666666667,950.383333333333,946.016666666667,919.116666666667,1007.21666666667,921.316666666667,1032.18333333333,910.866666666667,901.066666666667,857.4,988.933333333333,918.716666666667,850.816666666667,1041.21666666667,886.333333333333,977.116666666667,967.083333333333,814.9,817.033333333333,999.916666666667,812.616666666667,949.116666666667,910.933333333333,926.016666666667,972.616666666667,948.766666666667,860.466666666667,922.25,881.033333333333,893.516666666667,1014.05,780.466666666667,867.316666666667,934.933333333333,896.2,949.016666666667,911.316666666667,926.616666666667,836.483333333333,997.3,993.55,1044.31666666667,984.983333333333,861.733333333333,841.316666666667,925.983333333333,818.483333333333,983.816666666667,967.516666666667,872.616666666667,924.816666666667,912.216666666667
"209",917.821666666666,907.056111111111,987.692777777778,1102.78277777777,983.826111111111,872.751666666667,1028.98166666666,889.339444444445,847.620555555555,1054.85388888889,878.372222222222,863.692777777778,867.752777777778,883.528333333334,1071.54944444444,982.739444444445,952.168333333334,1044.105,837.778333333334,898.869444444445,927.752777777778,990.720555555556,938.133888888889,899.632777777778,909.926111111111,925.038333333334,985.340555555556,1071.355,865.382777777778,992.622777777778,839.810555555556,936.791666666667,916.36,1033.83166666667,925.399444444444,896.652777777777,958.892777777777,990.252777777778,985.983888888889,960.892777777777,1047.11611111112,961.190555555556,1068.82833333334,957.589444444445,940.940555555556,897.257222222222,1024.57722222222,950.732777777778,890.665,1080.18166666667,926.225,1017.06833333333,1006.95166666667,852.557222222222,856.922777777777,1039.77222222222,852.481666666667,988.996111111112,950.815,965.902777777777,1012.48166666666,981.398333333334,897.359444444445,962.122777777778,920.922777777777,935.321666666666,1052.68277777777,820.341666666666,905.497777777778,973.916111111111,936.521666666667,981.057222222222,953.595,964.156111111111,874.317222222222,1037.08611111111,1034.25611111111,1082.62722222223,1024.85277777777,901.613888888889,879.497777777778,966.310555555556,860.279444444444,1023.665,1006.61944444444,904.745555555555,958.592777777777,949.478333333333
"211",74.25,158.1625,213.7875,331.1875,162.6,147.075,249.975,58.0625,59.3125,275.6125,121.575,106.69375,44.425,71.8,300.9125,205.925,202.2625,272.6875,123.425,215.3125,155.7125,239.1625,148.8625,99.6125,135.9875,221.4375,147.6,299.4875,86.5875,213.6125,38.4,188.2875,161.05,254.8125,204.3375,73.64375,159.7375,216.625,241.3625,123.1375,268.1125,185.8875,297.8125,130.4625,163.7,140.4625,254.5875,236.6125,120.75,306.8875,168.2125,242.7875,172.625,166.7375,105.8875,251.8,84.075,196.7625,176.5875,186.9125,225.3,249.825,198.1875,175.5625,128.0125,97.5875,279.6875,88.1625,180.43125,200.5875,104.075,232.5375,106.6125,210.6375,125.3125,263.6125,259.1875,309.9375,245.8375,143.6125,180.2875,140.725,65.425,205.3375,233.125,229.75,213.6625,195.7125
"212",163.972727272727,237.3,298.018181818182,415.445454545455,258.245454545455,226.218181818182,334.990909090909,151.872727272727,138.445454545455,360.618181818182,203.972727272727,189.295454545455,131.636363636364,160.318181818182,385.936363636364,290.945454545455,286.490909090909,356.936363636364,197.354545454545,294.863636363636,239.945454545455,318.518181818182,239.036363636364,187.836363636364,220.231818181818,300.568181818182,241.654545454545,383.736363636364,167.863636363636,298.636363636364,117.6,267.436363636364,243.445454545455,339.836363636364,283.468181818182,167.486363636364,254.272727272727,299.554545454545,325.609090909091,218.763636363636,353.127272727273,268.818181818182,382.054545454545,199.481818181818,248.345454545455,222.863636363636,338.836363636364,315.754545454545,203.254545454545,391.118181818182,251.836363636364,327.018181818182,257.927272727273,244.586363636364,185.036363636364,342.572727272727,163.2,292.381818181818,260.836363636364,271.918181818182,318.309090909091,334.236363636364,277.336363636364,268.136363636364,216.536363636364,193.218181818182,363.936363636364,170.190909090909,259.568181818182,284.836363636364,198.090909090909,316.963636363636,206.009090909091,294.609090909091,204.445454545455,347.154545454545,343.436363636364,394.154545454545,330.845454545455,227.227272727273,259.436363636364,236.363636363636,144.945454545455,299.245454545455,317.363636363636,306.072727272727,292.790909090909,280.2
"219",187.939108910891,305.509900990099,348.772277227722,465.207920792079,278.943564356436,295.09306930693,377.665346534653,192.481188118812,208.521782178218,403.275247524753,267.384653465347,252.539603960396,193.139603960396,217.24603960396,428.607920792079,336.957425742574,337.250495049504,407.950495049505,268.60297029703,356.70495049505,290.725247524752,372.066831683169,276.89702970297,239.326732673267,270.998514851485,366.968316831683,253.943564356436,432.931683168317,231.934158415842,341.310891089109,188.957425742574,330.486138613861,304.462871287129,382.517821782178,350.593564356436,209.111881188119,276.092574257425,349.749504950495,376.353465346535,238.377722772278,395.79702970297,317.827722772278,432.906930693069,206.078217821782,294.573267326732,285.886138613861,389.586138613862,379.020792079208,259.84603960396,438.366336633663,307.40099009901,377.766831683169,266.772277227723,310.056930693069,254.525247524753,360.846534653465,232.026732673268,313.069306930693,311.586138613862,314.943564356436,341.770297029703,389.05,343.419306930693,296.015841584159,258.086633663367,219.565346534653,412.70495049505,241.398514851485,327.505445544555,335.594554455446,232.317326732674,371.766336633664,216.633663366336,349.981188118811,273.956930693069,393.956435643564,393.19702970297,442.238613861386,373.536633663366,284.556930693069,325.409405940594,257.05297029703,213.328712871287,311.59504950495,368.239108910891,369.682673267327,356.05099009901,334.451980198019
"221",880.5,974.6,1035.27777777778,1152.74444444444,1001.54444444444,963.466666666667,1072.26666666667,890.5,875.744444444444,1097.86666666667,941.266666666667,926.6,868.922222222222,897.588888888889,1123.22222222222,1028.24444444444,1023.76666666667,1094.23333333333,945.522222222222,1007.46666666667,977.244444444445,1055.76666666667,976.344444444444,925.144444444444,957.522222222222,1040.31111111111,970.366666666667,1121.04444444444,905.155555555556,1035.91111111111,854.866666666667,1004.73333333333,980.744444444445,1077.14444444444,1034.96666666667,904.811111111111,997.066666666667,1036.85555555556,1062.86666666667,962.055555555556,1090.38888888889,1006.06666666667,1119.35555555556,918.544444444444,985.644444444444,960.155555555556,1076.1,1053.04444444444,940.555555555556,1128.37777777778,989.111111111111,1064.26666666667,981.355555555556,960.866666666667,922.311111111111,1083.06666666667,900.466666666667,1035.65555555556,998.088888888889,1009.17777777778,1055.76666666667,1071.54444444444,1006.45555555556,1005.42222222222,953.811111111111,936.466666666667,1101.23333333333,914.544444444444,996.816666666667,1022.12222222222,936.855555555556,1054.25555555556,931.388888888889,1031.86666666667,941.744444444445,1084.45555555556,1080.73333333333,1131.45555555556,1068.14444444444,964.5,987.277777777778,979.655555555556,882.244444444444,1027.85555555556,1054.65555555556,1018.57777777778,1030.06666666667,1017.46666666667
"222",1036.8,1130.85,1191.6,1309,1157.8,1119.75,1228.55,1046.8,1032,1254.15,1097.55,1082.85,1025.2,1053.9,1279.5,1184.5,1180.05,1250.5,1099.6,1161.5,1133.5,1212.1,1132.6,1081.4,1113.8,1194.4,1126.65,1277.3,1061.4,1192.2,1011.15,1161,1137,1233.4,1189,1061.1,1153.4,1193.1,1219.15,1118.3,1246.7,1162.4,1275.6,1074.8,1141.9,1116.4,1232.4,1209.3,1096.8,1284.7,1145.4,1220.6,1137.6,1114.9,1078.6,1239.35,1056.75,1191.95,1154.4,1165.5,1212.05,1227.8,1160.5,1161.7,1110.1,1092.8,1257.5,1064.8,1153.1,1178.4,1093.1,1210.5,1087.7,1188.15,1098,1240.7,1237,1287.7,1224.4,1120.8,1141.35,1135.9,1038.5,1184.1,1210.9,1172.6,1186.35,1173.75
