"County","Metropolitan","Town","Rural"
"AdamsCounty",0,0.1097,0.8903
"AllenCounty",0.6653,0.0758,0.2589
"AshlandCounty",0,0.3806,0.6194
"AshtabulaCounty",0.0011,0.5352,0.4637
"AthensCounty",0,0.5683,0.4317
"AuglaizeCounty",0.046,0.5626,0.3914
"BelmontCounty",0.3915,0.0618,0.5466
"BrownCounty",0,0.2344,0.7656
"ButlerCounty",0.8485,0.0581,0.0934
"CarrollCounty",0,0.2905,0.7095
"ChampaignCounty",0,0.2918,0.7082
"ClarkCounty",0.7639,0,0.2361
"ClermontCounty",0.742,0.0308,0.2272
"ClintonCounty",0,0.4536,0.5464
"ColumbianaCounty",0,0.5614,0.4386
"CoshoctonCounty",0,0.3853,0.6147
"CrawfordCounty",0,0.6474,0.3526
"CuyahogaCounty",0.9942,0,0.0058
"DarkeCounty",0,0.337,0.663
"DefianceCounty",0,0.5615,0.4385
"DelawareCounty",0.8069,0,0.1931
"ErieCounty",0.0837,0.6515,0.2648
"FairfieldCounty",0.3377,0.3151,0.3471
"FayetteCounty",0,0.5225,0.4775
"FranklinCounty",0.9846,0.0019,0.0135
"FultonCounty",0.0845,0.3539,0.5616
"GalliaCounty",0,0.1865,0.8135
"GeaugaCounty",0.2229,0.1374,0.6397
"GreeneCounty",0.7804,0.0706,0.1491
"GuernseyCounty",0,0.3858,0.6142
"HamiltonCounty",0.962,0.0157,0.0223
"HancockCounty",0,0.6889,0.3111
"HardinCounty",0,0.4462,0.5538
"HarrisonCounty",0,0.1589,0.8411
"HenryCounty",0,0.3092,0.6908
"HighlandCounty",0,0.27,0.73
"HockingCounty",0,0.2916,0.7084
"HolmesCounty",0,0.0701,0.9299
"HuronCounty",0,0.497,0.503
"JacksonCounty",0,0.3542,0.6458
"JeffersonCounty",0.6102,0,0.3898
"KnoxCounty",0,0.443,0.557
"LakeCounty",0.9347,0,0.0653
"LawrenceCounty",0.5408,0,0.4592
"LickingCounty",0.6176,0.0272,0.3553
"LoganCounty",0,0.4309,0.5691
"LorainCounty",0.8293,0.0533,0.1174
"LucasCounty",0.9534,0,0.0466
"MadisonCounty",0.0033,0.5119,0.4849
"MahoningCounty",0.8172,0.0312,0.1516
"MarionCounty",0,0.6975,0.3025
"MedinaCounty",0.6546,0.0475,0.2979
"MeigsCounty",0,0.187,0.813
"MercerCounty",0,0.3864,0.6136
"MiamiCounty",0.4595,0.2325,0.308
"MonroeCounty",0,0.0235,0.9765
"MontgomeryCounty",0.9491,0.0076,0.0433
"MorganCounty",0,0.1851,0.8149
"MorrowCounty",0,0.1116,0.8884
"MuskingumCounty",0,0.5297,0.4703
"NobleCounty",0,0.3747,0.6253
"OttawaCounty",0.0406,0.4649,0.4945
"PauldingCounty",0,0.181,0.819
"PerryCounty",0,0.2476,0.7524
"PickawayCounty",0.0484,0.4529,0.4987
"PikeCounty",0,0.2576,0.7424
"PortageCounty",0.6338,0.0381,0.3281
"PrebleCounty",0,0.3078,0.6922
"PutnamCounty",0,0.1534,0.8466
"RichlandCounty",0.6045,0.0749,0.3205
"RossCounty",0,0.4133,0.5867
"SanduskyCounty",0,0.5586,0.4414
"SciotoCounty",0,0.4572,0.5428
"SenecaCounty",0,0.5249,0.4751
"ShelbyCounty",0,0.4889,0.5111
"StarkCounty",0.7904,0.0743,0.1353
"SummitCounty",0.9612,0,0.0388
"TrumbullCounty",0.727,3e-04,0.2727
"TuscarawasCounty",0,0.5842,0.4158
"UnionCounty",0.0575,0.443,0.4995
"VanWertCounty",0,0.4927,0.5073
"VintonCounty",0,0,1
"WarrenCounty",0.8273,0,0.1727
"WashingtonCounty",0.1228,0.3116,0.5656
"WayneCounty",0.1104,0.3796,0.51
"WilliamsCounty",0,0.3637,0.6363
"WoodCounty",0.4197,0.2848,0.2955
"WyandotCounty",0,0.4258,0.5742
