"County","Metropolitan","Town"
"AdamsCounty",0,2.136845997616
"AllenCounty",51.225910648508,3.581990648334
"AshlandCounty",0,7.988839570816
"AshtabulaCounty",0.076450512612,43.44915458968
"AthensCounty",0,15.275379294834
"AuglaizeCounty",1.12039657513,15.356559556946
"BelmontCounty",15.885606169896,1.99006237248
"BrownCounty",0,7.63528674162
"ButlerCounty",167.957638739532,6.096969886772
"CarrollCounty",0,5.987657074634
"ChampaignCounty",0,5.612625391178
"ClarkCounty",60.995375809026,0
"ClermontCounty",104.335129941414,4.391737276304
"ClintonCounty",0,9.534565336942
"ColumbianaCounty",0,41.496303569654
"CoshoctonCounty",0,6.543750132684
"CrawfordCounty",0,15.158339809472
"CuyahogaCounty",415.471290330688,0
"DarkeCounty",0,7.582843279164
"DefianceCounty",0,15.6811852382
"DelawareCounty",83.215193784002,0
"ErieCounty",3.33475332145,31.139061048762
"FairfieldCounty",25.686696945234,24.196073339936
"FayetteCounty",0,6.765594689334
"FranklinCounty",379.368345212514,3.527985017186
"FultonCounty",2.015170199438,9.295817234732
"GalliaCounty",0,5.062172511144
"GeaugaCounty",31.000537303712,15.01639288409
"GreeneCounty",66.340123246502,5.590555028654
"GuernseyCounty",0,10.117332251662
"HamiltonCounty",297.084832543,8.74856359587
"HancockCounty",0,25.564477901542
"HardinCounty",0,5.84293755079
"HarrisonCounty",0,1.726314551872
"HenryCounty",0,5.395066566728
"HighlandCounty",0,5.890012264936
"HockingCounty",0,4.131314180018
"HolmesCounty",0,1.756527033372
"HuronCounty",0,14.625675420782
"JacksonCounty",0,6.350195655676
"JeffersonCounty",27.521235115502,0
"KnoxCounty",0,18.081309942494
"LakeCounty",130.294346944696,0
"LawrenceCounty",20.595038210452,0
"LickingCounty",59.969678857538,1.563842058068
"LoganCounty",0,10.788700308934
"LorainCounty",155.695797909962,8.18460177906
"LucasCounty",168.961500078512,0
"MadisonCounty",0.070954350642,8.516029419248
"MahoningCounty",108.724871070378,5.82841818508
"MarionCounty",0,27.753546125168
"MedinaCounty",62.965968988156,7.24231212602
"MeigsCounty",0,3.198854297796
"MercerCounty",0,6.458701128532
"MiamiCounty",23.97936857311,11.850964980842
"MonroeCounty",0,1.12765529273
"MontgomeryCounty",228.147419289292,1.837595712006
"MorganCounty",0,1.515581238578
"MorrowCounty",0,2.314415465722
"MuskingumCounty",0,29.832843233582
"NobleCounty",0,2.810369662354
"OttawaCounty",1.613172380098,19.756297638894
"PauldingCounty",0,1.863232498704
"PerryCounty",0,4.329252459134
"PickawayCounty",2.008833107312,15.61196680215
"PikeCounty",0,6.160871698282
"PortageCounty",84.335425493578,6.62709526871
"PrebleCounty",0,7.20686024038
"PutnamCounty",0,4.944756576332
"RichlandCounty",50.31526630149,5.133865474912
"RossCounty",0,17.253354358102
"SanduskyCounty",0,18.913456277994
"SciotoCounty",0,18.71197396862
"SenecaCounty",0,11.382092750694
"ShelbyCounty",0,13.874340233882
"StarkCounty",178.317070458764,13.854590344378
"SummitCounty",292.11138125213,0
"TrumbullCounty",107.689800334534,0.108817829374
"TuscarawasCounty",0,28.27786337472
"UnionCounty",2.26677395384,10.727810865228
"VanWertCounty",0,8.170267356208
"VintonCounty",0,0
"WarrenCounty",111.888586611256,0.00294402775
"WashingtonCounty",5.152750882038,13.082809898272
"WayneCounty",10.398808331702,27.056475257756
"WilliamsCounty",0,8.343831402166
"WoodCounty",46.027636024058,15.103238034746
"WyandotCounty",0,4.506931580208
