Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Access,BoiseCity,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,BoiseCity,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,BoiseCity,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,BoiseCity,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,CoeurdAlene,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,CoeurdAlene,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,CoeurdAlene,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,CoeurdAlene,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,IdahoFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,IdahoFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,IdahoFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,IdahoFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Lewiston,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Lewiston,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Lewiston,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Lewiston,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Pocatello,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Pocatello,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Pocatello,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Pocatello,0,0,0,0,0,0,0,0,0,0,0,0,0
