Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtSmooth,BoiseCity,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,BoiseCity,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,BoiseCity,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,BoiseCity,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,CoeurdAlene,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,CoeurdAlene,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,CoeurdAlene,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,CoeurdAlene,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,IdahoFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,IdahoFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,IdahoFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,IdahoFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Lewiston,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Lewiston,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Lewiston,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Lewiston,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Pocatello,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Pocatello,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Pocatello,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Pocatello,0,0,0,0,0,0,0,0,0,0,0,0,0
