"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,1,5
2,0.560551643550075,0.439448356449925,21,16
3,0.656964889525319,0.343035110474681,32,16
4,0.896888851334263,0.103111148665737,12,1
5,0.303576073120691,0.696423926879309,3,8
6,0.391327063487277,0.608672936512723,10,1
7,0.233182300314529,0.766817699685471,18,33
8,0.606291741735386,0.393708258264614,7,4
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,5,1
11,0.532061763030145,0.467938236969855,5,0
12,0.893497248721165,0.106502751278835,97,14
13,0.766601469595024,0.233398530404976,21,4
14,0.296984478905375,0.703015521094625,1,0
15,0.802987682850279,0.197012317149721,26,6
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,1,3
18,1,0,12,0
19,0.871445900108349,0.128554099891651,13,2
20,0.153884141884506,0.846115858115494,4,5
21,0.48565728180227,0.51434271819773,3,0
22,1,0,14,0
23,0.220262195048898,0.779737804951102,2,1
24,0.143309869173441,0.856690130826559,5,0
25,0.711551180215943,0.288448819784057,12,6
26,0.706724468527737,0.293275531472263,25,6
27,0.0664638925860683,0.933536107413932,0,2
28,0.13006920545436,0.86993079454564,0,6
29,0.499509853805331,0.500490146194669,2,1
30,0.122154702334916,0.877845297665084,4,0
31,0.87830090407263,0.121699095927371,84,8
32,0.12965750898309,0.87034249101691,4,7
33,0.568312864422507,0.431687135577493,41,13
34,0.180988887009984,0.819011112990016,12,23
35,0.267488635666556,0.732511364333444,6,1
36,0.491646195948676,0.508353804051324,13,6
37,0.0687078468861626,0.931292153113837,4,1
38,0.301345390186715,0.698654609813286,4,0
39,0.786045671676907,0.213954328323093,9,2
40,0.707772049060504,0.292227950939496,176,45
41,0.911089268330677,0.0889107316693229,100,9
43,0,1,0,27
99,0.646446399835973,0.353553600164027,8,1
