"SCTG","PctEmpty","N"
1,0.404712182455824,7
2,0.478287815667527,41
3,0.30592971719289,55
4,0.405203597797199,13
5,0.198934977678518,11
6,0.122924867641882,13
7,0.25530491002271,54
8,0.205884382431797,14
9,0.220797674677544,0
10,0.345868222703136,6
11,0.406653723247503,5
12,0.407657808328252,119
13,0.43289749466338,27
14,0.330631811974,1
15,0.448711711604562,32
16,0.411406611770122,0
17,0.405256894636644,4
18,0.0928629855771514,13
19,0.23675522810088,16
20,0.319153846071907,9
21,0.163003296356002,3
22,0.293340190149097,15
23,0.329297413853261,4
24,0.259173648542417,6
25,0.498706585350829,21
26,0.329475353611833,34
27,0.207833893632727,2
28,0.216947168869503,8
29,0.142965266998763,3
30,0.150707615637309,6
31,0.426553414076961,99
32,0.141276952190697,13
33,0.413200648778464,65
34,0.200269248390856,40
35,0.0602427002965696,13
36,0.362438335503321,22
37,0.179037995207116,5
38,0.253528170079209,4
39,0.25960394189889,22
40,0.184372860149423,255
41,0.259813627889966,117
43,0.0921575192199786,32
99,0.232912012322262,10
