"County","Metropolitan","Town","Rural"
"AdamsCounty",0.3082,0.155,0.5368
"AlleghenyCounty",0.9751,0,0.0249
"ArmstrongCounty",0.121,0.2041,0.6749
"BeaverCounty",0.7011,0.0406,0.2583
"BedfordCounty",6e-04,0.1614,0.8379
"BerksCounty",0.7325,0.0301,0.2374
"BlairCounty",0.6289,0.1368,0.2343
"BradfordCounty",0,0.2783,0.7217
"BucksCounty",0.9111,6e-04,0.0883
"ButlerCounty",0.3193,0.261,0.4196
"CambriaCounty",0.428,0.2519,0.3201
"CameronCounty",0,0.5265,0.4735
"CarbonCounty",0.2705,0.2579,0.4716
"CentreCounty",0.5679,0.1099,0.3222
"ChesterCounty",0.8647,0.0025,0.1328
"ClarionCounty",0,0.2344,0.7656
"ClearfieldCounty",0,0.4615,0.5385
"ClintonCounty",0,0.5431,0.4569
"ColumbiaCounty",0.587,0.0045,0.4085
"CrawfordCounty",0,0.363,0.637
"CumberlandCounty",0.7048,0.0734,0.2218
"DauphinCounty",0.8309,0.0358,0.1332
"DelawareCounty",0.9954,0,0.0046
"ElkCounty",0,0.4432,0.5568
"ErieCounty",0.7008,0.099,0.2002
"FayetteCounty",0.4727,0.0484,0.479
"ForestCounty",0,0,1
"FranklinCounty",0.4036,0.1929,0.4035
"FultonCounty",0,0,1
"GreeneCounty",0,0.3317,0.6683
"HuntingdonCounty",0,0.3134,0.6866
"IndianaCounty",0,0.3993,0.6007
"JeffersonCounty",0,0.3854,0.6146
"JuniataCounty",0,0.1775,0.8225
"LackawannaCounty",0.8238,0.0131,0.1631
"LancasterCounty",0.7734,0.0141,0.2126
"LawrenceCounty",0.0048,0.5921,0.4032
"LebanonCounty",0.7344,0,0.2656
"LehighCounty",0.9207,0,0.0793
"LuzerneCounty",0.8002,0,0.1998
"LycomingCounty",0.4835,0.1537,0.3628
"McKeanCounty",0,0.3646,0.6354
"MercerCounty",0.3347,0.2204,0.4449
"MifflinCounty",0,0.4953,0.5047
"MonroeCounty",0.3254,0.2911,0.3835
"MontgomeryCounty",0.9707,0,0.0293
"MontourCounty",0.4623,0,0.5377
"NorthamptonCounty",0.8721,2e-04,0.1277
"NorthumberlandCounty",0.0172,0.6342,0.3486
"PerryCounty",0.0572,0.0578,0.885
"PhiladelphiaCounty",1,0,0
"PikeCounty",0,0.2924,0.7076
"PotterCounty",0,0,1
"SchuylkillCounty",0.0253,0.6101,0.3646
"SnyderCounty",0,0.3318,0.6682
"SomersetCounty",0.0967,0.1952,0.708
"SullivanCounty",0,0,1
"SusquehannaCounty",0.1001,0.0596,0.8403
"TiogaCounty",0,0.0989,0.9011
"UnionCounty",0,0.5719,0.4281
"VenangoCounty",0,0.4524,0.5476
"WarrenCounty",0,0.4496,0.5504
"WashingtonCounty",0.668,0.0238,0.3082
"WayneCounty",0.0083,0.1107,0.8809
"WestmorelandCounty",0.7357,0.0106,0.2536
"WyomingCounty",0.0443,0.1212,0.8346
"YorkCounty",0.7037,0.0491,0.2472
