"County","FIPS","StateFIPS","CountyFIPS"
"AdamsCounty",42001,42,1
"AlleghenyCounty",42003,42,3
"ArmstrongCounty",42005,42,5
"BeaverCounty",42007,42,7
"BedfordCounty",42009,42,9
"BerksCounty",42011,42,11
"BlairCounty",42013,42,13
"BradfordCounty",42015,42,15
"BucksCounty",42017,42,17
"ButlerCounty",42019,42,19
"CambriaCounty",42021,42,21
"CameronCounty",42023,42,23
"CarbonCounty",42025,42,25
"CentreCounty",42027,42,27
"ChesterCounty",42029,42,29
"ClarionCounty",42031,42,31
"ClearfieldCounty",42033,42,33
"ClintonCounty",42035,42,35
"ColumbiaCounty",42037,42,37
"CrawfordCounty",42039,42,39
"CumberlandCounty",42041,42,41
"DauphinCounty",42043,42,43
"DelawareCounty",42045,42,45
"ElkCounty",42047,42,47
"ErieCounty",42049,42,49
"FayetteCounty",42051,42,51
"ForestCounty",42053,42,53
"FranklinCounty",42055,42,55
"FultonCounty",42057,42,57
"GreeneCounty",42059,42,59
"HuntingdonCounty",42061,42,61
"IndianaCounty",42063,42,63
"JeffersonCounty",42065,42,65
"JuniataCounty",42067,42,67
"LackawannaCounty",42069,42,69
"LancasterCounty",42071,42,71
"LawrenceCounty",42073,42,73
"LebanonCounty",42075,42,75
"LehighCounty",42077,42,77
"LuzerneCounty",42079,42,79
"LycomingCounty",42081,42,81
"McKeanCounty",42083,42,83
"MercerCounty",42085,42,85
"MifflinCounty",42087,42,87
"MonroeCounty",42089,42,89
"MontgomeryCounty",42091,42,91
"MontourCounty",42093,42,93
"NorthamptonCounty",42095,42,95
"NorthumberlandCounty",42097,42,97
"PerryCounty",42099,42,99
"PhiladelphiaCounty",42101,42,101
"PikeCounty",42103,42,103
"PotterCounty",42105,42,105
"SchuylkillCounty",42107,42,107
"SnyderCounty",42109,42,109
"SomersetCounty",42111,42,111
"SullivanCounty",42113,42,113
"SusquehannaCounty",42115,42,115
"TiogaCounty",42117,42,117
"UnionCounty",42119,42,119
"VenangoCounty",42121,42,121
"WarrenCounty",42123,42,123
"WashingtonCounty",42125,42,125
"WayneCounty",42127,42,127
"WestmorelandCounty",42129,42,129
"WyomingCounty",42131,42,131
"YorkCounty",42133,42,133
