County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AdamsCounty,107611,29940,65701,159549,41940,36862
AlamosaCounty,3200,1359,2621,4640,1873,1752
ArapahoeCounty,122135,38401,78088,208928,66871,57580
ArchuletaCounty,1960,667,1000,3868,2473,2116
BacaCounty,660,241,332,1089,555,911
BentCounty,902,278,1061,2563,807,888
BoulderCounty,52281,22949,49562,104767,35487,29521
BroomfieldCounty,12342,3494,6789,21740,6016,5508
ChaffeeCounty,2397,894,1872,5993,3130,3523
CheyenneCounty,359,128,184,575,262,328
ClearCreekCounty,1274,450,694,3741,1797,1132
ConejosCounty,1937,642,875,2457,1091,1254
CostillaCounty,576,243,278,1018,602,807
CrowleyCounty,632,250,1086,2578,663,614
CusterCounty,572,211,217,1276,1025,954
DeltaCounty,5556,1928,2951,9417,4861,6239
DenverCounty,111251,32275,113529,219228,61743,62132
DoloresCounty,387,101,180,685,323,388
DouglasCounty,73482,18905,24221,117963,30551,20343
EagleCounty,10989,2777,8518,21420,5555,2938
ElbertCounty,4661,1738,1503,9252,3739,2193
ElPasoCounty,135526,46175,95657,215280,67574,62051
FremontCounty,6683,2406,5692,17053,6746,8244
GarfieldCounty,12839,3704,7741,20882,6506,4717
GilpinCounty,807,225,387,2426,1082,514
GrandCounty,2523,786,1765,5870,2380,1519
GunnisonCounty,2350,1141,3217,5303,1962,1351
HinsdaleCounty,156,18,93,266,163,147
HuerfanoCounty,934,403,449,1930,1306,1689
JacksonCounty,221,69,130,496,221,257
JeffersonCounty,97232,35312,64822,195553,74213,67411
KiowaCounty,243,98,118,426,213,300
KitCarsonCounty,1506,510,1054,2925,953,1322
LakeCounty,1532,483,1083,2625,940,647
LaPlataCounty,8635,3745,7843,17634,7498,5979
LarimerCounty,53122,22754,52309,98929,36975,35541
LasAnimasCounty,2642,1071,1770,4833,2443,2748
LincolnCounty,881,335,744,1980,609,918
LoganCounty,3728,1695,3420,7850,2695,3321
MesaCounty,28734,10259,20183,46754,18921,21872
MineralCounty,80,33,58,204,173,164
MoffatCounty,3162,917,1750,4762,1750,1454
MontezumaCounty,4924,1586,2587,8124,4045,4269
MontroseCounty,8417,2594,4165,12958,5793,7349
MorganCounty,6536,2062,3529,9064,3003,3965
OteroCounty,3793,1452,2036,5573,2519,3458
OurayCounty,642,230,236,1561,990,777
ParkCounty,2531,860,1118,6591,3225,1881
PhillipsCounty,915,297,410,1362,539,919
PitkinCounty,2452,772,2264,6878,2818,1964
ProwersCounty,2848,966,1485,3826,1591,1835
PuebloCounty,32225,11594,19617,50608,20673,24346
RioBlancoCounty,1369,467,893,2279,831,827
RioGrandeCounty,2490,800,1243,3787,1717,1945
RouttCounty,4058,1373,3220,9370,3579,1909
SaguacheCounty,1174,413,638,1888,1102,893
SanJuanCounty,112,20,88,259,134,86
SanMiguelCounty,1256,268,1027,3190,1101,517
SedgwickCounty,377,133,211,709,380,569
SummitCounty,4133,1205,5360,11547,3591,2158
TellerCounty,3801,1471,1742,8626,4687,3023
WashingtonCounty,890,324,462,1558,652,928
WeldCounty,59383,19883,36055,86488,26781,24235
YumaCounty,2191,695,1141,3187,1206,1623
