"SCTG","PctEmpty","N"
1,0.48114609487163,14
2,0.296592979934064,37
3,0.305403422402973,19
4,0.441926384838101,26
5,0.199516035193507,5
6,0.207755228768538,4
7,0.107674619185936,13
8,0.209453973305391,1
9,0.220797674677544,0
10,0.345868222703136,1
11,0.406653723247503,3
12,0.418310972220155,9
13,0.382289317879428,1
14,0.330631811974,1
15,0.394477968299597,1
16,0.411406611770122,1
17,0.405256894636644,0
18,0.30780628855648,5
19,0.346871420410155,14
20,0.319153846071907,1
21,0.163003296356002,0
22,0.381398011930285,2
23,0.329297413853261,4
24,0.259173648542417,0
25,0.430737531709114,1
26,0.319762336024948,11
27,0.207833893632727,1
28,0.216947168869503,0
29,0.142965266998763,1
30,0.150707615637309,0
31,0.390505619191186,6
32,0.217604044021483,8
33,0.264594424334848,28
34,0.356421848788308,10
35,0.159588441529491,0
36,0.227739323241482,12
37,0.179037995207116,2
38,0.253528170079209,0
39,0.198651658784435,3
40,0.237151369114334,117
41,0.310873015426648,14
43,0.124900651168694,10
99,0.377666020609811,4
