,Auto,LightTruck
0,0.0188121513506211,0.0499008032333284
1,0.097011378543209,0.134707145162274
2,0.175187035597734,0.218666333396221
3,0.252957612124538,0.300502446976144
4,0.329750324301659,0.378905542342552
5,0.404869091991945,0.452779799976377
6,0.477523687957313,0.521309814878237
7,0.546850344090178,0.583983397132552
8,0.611926363211112,0.640573564101857
9,0.671993461269059,0.69113530569609
10,0.726531760671893,0.73602610699154
11,0.775278069115526,0.775805332956074
12,0.81816266151847,0.811028615564402
13,0.855246750642025,0.842104080721472
14,0.886658104755611,0.869283960099987
15,0.912662829004346,0.892766484041615
16,0.933653880322721,0.912729844211702
17,0.950121539129306,0.929343525548242
18,0.962647482299785,0.942827348051103
19,0.971878425277928,0.953525459157312
20,0.978508763510662,0.961910847063705
21,0.983220189873279,0.968505750296502
22,0.986592127384537,0.973794114973461
23,0.989068791415139,0.978146655172461
24,0.990954077988709,0.981799633149064
25,0.992451470710433,0.984917401851142
26,0.993701536945586,0.987636684538449
27,0.994801246627128,0.990083421375274
28,0.995821106800846,0.992360791739411
29,0.996812149653671,0.994531352616757
30,0.997801217176235,0.996634143098429
31,0.998798741635359,0.998687930505665
32,1,1
