"County","Metropolitan","Town","Rural"
"AdairCounty",0,0.167,0.833
"AlfalfaCounty",0,0,1
"AtokaCounty",0,0,1
"BeaverCounty",0,0,1
"BeckhamCounty",0,0.6734,0.3266
"BlaineCounty",0,0.4257,0.5743
"BryanCounty",0,0.3867,0.6133
"CaddoCounty",0,0.2003,0.7997
"CanadianCounty",0.6445,0.1304,0.2251
"CarterCounty",0,0.4392,0.5608
"CherokeeCounty",0,0.3995,0.6005
"ChoctawCounty",0,0.3307,0.6693
"CimarronCounty",0,0,1
"ClevelandCounty",0.8231,0.0081,0.1688
"CoalCounty",0,0,1
"ComancheCounty",0.7611,0.021,0.2179
"CottonCounty",0,0.4047,0.5953
"CraigCounty",0,0.3994,0.6006
"CreekCounty",0.3591,0.1014,0.5394
"CusterCounty",0,0.6967,0.3033
"DelawareCounty",0,0.1888,0.8112
"DeweyCounty",0,0,1
"EllisCounty",0,0,1
"GarfieldCounty",0,0.7859,0.2141
"GarvinCounty",0,0.313,0.687
"GradyCounty",0,0.3611,0.6389
"GrantCounty",0,0,1
"GreerCounty",0,0.4735,0.5265
"HarmonCounty",0,0,1
"HarperCounty",0,0,1
"HaskellCounty",0,0.2226,0.7774
"HughesCounty",0,0.4119,0.5881
"JacksonCounty",0,0.7525,0.2475
"JeffersonCounty",0,0,1
"JohnstonCounty",0,0,1
"KayCounty",0,0.7553,0.2447
"KingfisherCounty",0,0.2756,0.7244
"KiowaCounty",0,0.3834,0.6166
"LatimerCounty",0,0.2671,0.7329
"LeFloreCounty",0.0418,0.2293,0.729
"LincolnCounty",0,0.0789,0.9211
"LoganCounty",0.2505,0.1957,0.5537
"LoveCounty",0,0,1
"McClainCounty",0.0089,0.2195,0.7717
"McCurtainCounty",0,0.3075,0.6925
"McIntoshCounty",0,0.127,0.873
"MajorCounty",0,0,1
"MarshallCounty",0,0.279,0.721
"MayesCounty",0,0.226,0.774
"MurrayCounty",0,0.543,0.457
"MuskogeeCounty",0,0.5888,0.4112
"NobleCounty",0,0.437,0.563
"NowataCounty",0,0.4207,0.5793
"OkfuskeeCounty",0,0.2586,0.7414
"OklahomaCounty",0.9318,0.0054,0.0628
"OkmulgeeCounty",0,0.5145,0.4855
"OsageCounty",0.1266,0.2787,0.5947
"OttawaCounty",0,0.5069,0.4931
"PawneeCounty",0,0.1887,0.8113
"PayneCounty",0,0.6627,0.3373
"PittsburgCounty",0,0.4808,0.5192
"PontotocCounty",0,0.4641,0.5359
"PottawatomieCounty",0,0.4933,0.5067
"PushmatahaCounty",0,0,1
"RogerMillsCounty",0,0,1
"RogersCounty",0.2057,0.2914,0.503
"SeminoleCounty",0,0.3533,0.6467
"SequoyahCounty",0.003,0.3307,0.6662
"StephensCounty",0,0.5668,0.4332
"TexasCounty",0,0.5493,0.4507
"TillmanCounty",0,0.4879,0.5121
"TulsaCounty",0.9427,0.0095,0.0478
"WagonerCounty",0.5153,0.11,0.3747
"WashingtonCounty",0,0.7612,0.2388
"WashitaCounty",0,0.2473,0.7527
"WoodsCounty",0,0.633,0.367
"WoodwardCounty",0,0.5649,0.4351
