"County","FIPS","StateFIPS","CountyFIPS"
"AdairCounty",40001,40,1
"AlfalfaCounty",40003,40,3
"AtokaCounty",40005,40,5
"BeaverCounty",40007,40,7
"BeckhamCounty",40009,40,9
"BlaineCounty",40011,40,11
"BryanCounty",40013,40,13
"CaddoCounty",40015,40,15
"CanadianCounty",40017,40,17
"CarterCounty",40019,40,19
"CherokeeCounty",40021,40,21
"ChoctawCounty",40023,40,23
"CimarronCounty",40025,40,25
"ClevelandCounty",40027,40,27
"CoalCounty",40029,40,29
"ComancheCounty",40031,40,31
"CottonCounty",40033,40,33
"CraigCounty",40035,40,35
"CreekCounty",40037,40,37
"CusterCounty",40039,40,39
"DelawareCounty",40041,40,41
"DeweyCounty",40043,40,43
"EllisCounty",40045,40,45
"GarfieldCounty",40047,40,47
"GarvinCounty",40049,40,49
"GradyCounty",40051,40,51
"GrantCounty",40053,40,53
"GreerCounty",40055,40,55
"HarmonCounty",40057,40,57
"HarperCounty",40059,40,59
"HaskellCounty",40061,40,61
"HughesCounty",40063,40,63
"JacksonCounty",40065,40,65
"JeffersonCounty",40067,40,67
"JohnstonCounty",40069,40,69
"KayCounty",40071,40,71
"KingfisherCounty",40073,40,73
"KiowaCounty",40075,40,75
"LatimerCounty",40077,40,77
"LeFloreCounty",40079,40,79
"LincolnCounty",40081,40,81
"LoganCounty",40083,40,83
"LoveCounty",40085,40,85
"McClainCounty",40087,40,87
"McCurtainCounty",40089,40,89
"McIntoshCounty",40091,40,91
"MajorCounty",40093,40,93
"MarshallCounty",40095,40,95
"MayesCounty",40097,40,97
"MurrayCounty",40099,40,99
"MuskogeeCounty",40101,40,101
"NobleCounty",40103,40,103
"NowataCounty",40105,40,105
"OkfuskeeCounty",40107,40,107
"OklahomaCounty",40109,40,109
"OkmulgeeCounty",40111,40,111
"OsageCounty",40113,40,113
"OttawaCounty",40115,40,115
"PawneeCounty",40117,40,117
"PayneCounty",40119,40,119
"PittsburgCounty",40121,40,121
"PontotocCounty",40123,40,123
"PottawatomieCounty",40125,40,125
"PushmatahaCounty",40127,40,127
"RogerMillsCounty",40129,40,129
"RogersCounty",40131,40,131
"SeminoleCounty",40133,40,133
"SequoyahCounty",40135,40,135
"StephensCounty",40137,40,137
"TexasCounty",40139,40,139
"TillmanCounty",40141,40,141
"TulsaCounty",40143,40,143
"WagonerCounty",40145,40,145
"WashingtonCounty",40147,40,147
"WashitaCounty",40149,40,149
"WoodsCounty",40151,40,151
"WoodwardCounty",40153,40,153
