"SCTG","Payload","N"
1,10.5720351786116,11
2,12.1735559500195,28
3,12.4543412287238,16
4,11.7207070039054,20
5,15.3568767024241,5
6,5.92686271885712,3
7,12.9775559718195,8
8,10.2941785681165,0
9,12.5303662811142,0
10,12.7559630168912,1
11,14.7601763932821,3
12,15.4389512083364,8
13,14.57148120894,1
14,19.7343283246373,1
15,21.9759244651015,1
16,14.0428921341034,0
17,24.3515448152176,0
18,11.7399553387464,4
19,18.1857883549827,14
20,14.6935220971178,1
21,5.12434471305138,0
22,9.93234871988097,1
23,12.2174191704086,3
24,9.66549316294252,0
25,17.5629107877451,0
26,9.26397118371913,9
27,16.5382555630002,1
28,13.1552492378572,0
29,5.51350467372506,1
30,10.307661585523,0
31,15.5331012691598,5
32,12.2402812906222,8
33,5.96873757609383,20
34,12.7791932455285,9
35,6.91185118160956,0
36,7.77633653806042,12
37,17.1134794135312,2
38,4.51852664992441,0
39,7.06406860103406,1
40,11.9272346525467,101
41,12.3560189591379,13
43,17.4305784989587,10
99,10.8934974922361,4
