"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.163389706094801,0.836610293905199,5,6
2,0.507487295877988,0.492512704122012,23,5
3,0.125192925257569,0.874807074742431,8,8
4,0.232417166554926,0.767582833445074,10,10
5,0.0763722238391646,0.923627776160835,0,5
6,0.192501294148437,0.807498705851563,1,2
7,0.181825774258031,0.818174225741969,6,2
8,0.233455388714992,0.766544611285008,0,0
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,0,1
11,0.532061763030145,0.467938236969855,3,0
12,0.578764029200869,0.421235970799131,3,5
13,0.574043705293349,0.425956294706651,1,0
14,0.296984478905375,0.703015521094625,0,1
15,0.254762106060935,0.745237893939064,1,0
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,0,0
18,0.595712731390873,0.404287268609127,4,0
19,0.105402045428476,0.894597954571524,4,10
20,0.153884141884506,0.846115858115494,1,0
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,1,0
23,0.220262195048898,0.779737804951102,1,2
24,0.143309869173441,0.856690130826559,0,0
25,0.172627570488467,0.827372429511533,0,0
26,0.304442546116016,0.695557453883984,7,2
27,0.0664638925860683,0.933536107413932,0,1
28,0.13006920545436,0.86993079454564,0,0
29,0.499509853805331,0.500490146194669,1,0
30,0.122154702334916,0.877845297665084,0,0
31,0.700168668091371,0.299831331908629,4,1
32,0.111509729259209,0.888490270740792,4,4
33,0.247478040473856,0.752521959526144,14,6
34,0.0912979913170139,0.908702008682986,3,6
35,0.267488635666556,0.732511364333444,0,0
36,0.0865644186217389,0.913435581378261,5,7
37,0.0687078468861626,0.931292153113837,0,2
38,0.301345390186715,0.698654609813286,0,0
39,0.187779510082017,0.812220489917983,0,1
40,0.196157902032926,0.803842097967074,59,42
41,0.177104143219449,0.822895856780551,8,5
43,0.0147086234626485,0.985291376537352,1,9
99,0.646446399835973,0.353553600164027,3,1
