Value,Area,Fwy,Art,Other
BusVmt,FortSmith,,,
TruckVmt,FortSmith,,,
BusVmt,Lawton,,,
TruckVmt,Lawton,,,
BusVmt,OklahomaCity,,,
TruckVmt,OklahomaCity,,,
BusVmt,Tulsa,,,
TruckVmt,Tulsa,,,
