"FAFZone","AdairCounty","AlfalfaCounty","AtokaCounty","BeaverCounty","BeckhamCounty","BlaineCounty","BryanCounty","CaddoCounty","CanadianCounty","CarterCounty","CherokeeCounty","ChoctawCounty","CimarronCounty","ClevelandCounty","CoalCounty","ComancheCounty","CottonCounty","CraigCounty","CreekCounty","CusterCounty","DelawareCounty","DeweyCounty","EllisCounty","GarfieldCounty","GarvinCounty","GradyCounty","GrantCounty","GreerCounty","HarmonCounty","HarperCounty","HaskellCounty","HughesCounty","JacksonCounty","JeffersonCounty","JohnstonCounty","KayCounty","KingfisherCounty","KiowaCounty","LatimerCounty","LeFloreCounty","LincolnCounty","LoganCounty","LoveCounty","McClainCounty","McCurtainCounty","McIntoshCounty","MajorCounty","MarshallCounty","MayesCounty","MurrayCounty","MuskogeeCounty","NobleCounty","NowataCounty","OkfuskeeCounty","OklahomaCounty","OkmulgeeCounty","OsageCounty","OttawaCounty","PawneeCounty","PayneCounty","PittsburgCounty","PontotocCounty","PottawatomieCounty","PushmatahaCounty","RogerMillsCounty","RogersCounty","SeminoleCounty","SequoyahCounty","StephensCounty","TexasCounty","TillmanCounty","TulsaCounty","WagonerCounty","WashingtonCounty","WashitaCounty","WoodsCounty","WoodwardCounty"
"63",1549,1374.9,1483.2,1215.2,1226.2,1325.7,1451.3,1308.1,1330.1,1433.8,1522.1,1491.3,1130,1371,1462.4,1303.3,1332.1,1524.8,1442.4,1275.9,1548.4,1305.8,1246.8,1385.9,1408.7,1336.6,1413.3,1248.6,1221.7,1289.4,1507.5,1436.4,1249.9,1358.8,1452.9,1460.7,1350.9,1283.3,1520.7,1553.1,1397.6,1384.8,1414.3,1391.8,1560.7,1477.6,1345.9,1433.9,1504.7,1432.2,1492.5,1422.3,1512.8,1426.6,1357.5,1456.8,1477.2,1542,1449.3,1423.5,1487.7,1436.2,1395.6,1534.1,1250.3,1482.7,1418.3,1516.2,1340,1156.3,1291.1,1459.3,1484.2,1497.8,1257.9,1336.6,1275.1
"64",1812.04166666667,1637.93333333333,1747.45833333333,1478.15,1489.20833333333,1588.69166666667,1725.24166666667,1571.13333333333,1593.125,1657.64166666667,1785.075,1815.03333333333,1392.975,1634,1725.41666666667,1566.33333333333,1595.14166666667,1787.83333333333,1705.43333333333,1538.93333333333,1811.45,1568.84166666667,1509.79166666667,1648.95,1671.73333333333,1599.55833333333,1676.26666666667,1511.59166666667,1484.65,1552.375,1770.5,1699.40833333333,1512.90833333333,1618.10833333333,1732.43333333333,1723.65,1613.93333333333,1546.34166666667,1783.65833333333,1816.09166666667,1660.6,1647.83333333333,1667.63333333333,1654.74166666667,1852.6,1740.59166666667,1608.93333333333,1689.15,1767.70833333333,1695.16666666667,1755.475,1685.34166666667,1775.80833333333,1689.6,1620.475,1719.80833333333,1740.23333333333,1804.975,1712.33333333333,1686.54166666667,1750.70833333333,1699.15833333333,1658.575,1812.83333333333,1513.26666666667,1745.65833333333,1681.33333333333,1779.20833333333,1602.95833333333,1419.29166666667,1554.09166666667,1722.31666666667,1747.16666666667,1760.76666666667,1520.95,1599.6,1538.13333333333
"65",1670.05,1495.9,1605.45,1336.15,1347.2,1446.7,1583.25,1429.1,1451.1,1515.6,1643.05,1673,1251,1492,1583.4,1424.3,1453.1,1645.8,1563.4,1396.9,1669.45,1426.85,1367.8,1506.95,1529.7,1457.55,1534.25,1369.55,1342.65,1410.4,1628.5,1557.4,1370.9,1476.1,1590.4,1581.65,1471.9,1404.35,1641.65,1674.05,1518.6,1505.85,1525.6,1512.75,1710.6,1598.55,1466.9,1547.15,1625.7,1553.15,1613.5,1543.35,1633.8,1547.6,1478.45,1577.8,1598.2,1663,1570.3,1544.55,1608.7,1557.15,1516.55,1670.8,1371.25,1603.65,1539.35,1637.2,1460.95,1277.3,1412.05,1580.3,1605.15,1618.75,1378.95,1457.6,1396.1
"69",1828.63225806452,1638.69032258064,1755.2,1488.1064516129,1496.39193548387,1595.87741935483,1732.6806451613,1578.33225806451,1600.30967741936,1666.6935483871,1801.30322580645,1820.86774193548,1399.6,1641.17741935483,1732.59677419355,1573.52580645162,1602.34516129032,1795.82419354839,1721.84193548387,1546.13225806452,1820.14193548387,1576.04838709678,1527.60967741935,1659.06774193548,1678.92741935484,1606.76129032258,1671.59032258065,1518.77419354839,1491.84838709678,1558.52580645162,1777.67741935483,1706.59354838709,1520.09193548387,1625.3,1739.68709677419,1710.51290322581,1621.13225806452,1553.54838709678,1790.85806451613,1823.27419354839,1667.7806451613,1666.56774193548,1675.73225806452,1661.94838709678,1859.44193548388,1747.77419354839,1621.72258064516,1697.18387096774,1783.02903225806,1702.36774193548,1772.93225806452,1694.46129032259,1775.62741935484,1696.7806451613,1627.66774193549,1739.58548387097,1745.35806451613,1807.67096774193,1723.98709677419,1700.59354838709,1757.9,1706.35806451613,1665.77096774194,1820.10483870968,1520.45483870967,1760.98709677419,1688.54193548388,1786.4,1610.15806451613,1430.66774193549,1561.27419354839,1737.62903225806,1762.86774193548,1761.59677419355,1528.15161290322,1606.7,1552.54516129033
"81",808.045833333333,545.854166666667,813.404166666666,419.879166666666,566.0125,582.829166666667,836.408333333333,644.308333333333,631.5,775.691666666667,778.2625,860.145833333333,323.779166666666,703.2625,791.383333333333,644.845833333334,673.65,713.354166666667,700.0375,584.929166666667,746.225,555.008333333333,510.233333333333,594.745833333334,740.995833333334,720.4125,571.0625,588.383333333333,563.15,478.9125,798.304166666667,762.258333333333,591.420833333333,696.620833333334,801.691666666667,602.045833333333,619.704166666667,623.15,828.754166666666,839.233333333333,694.804166666667,660.345833333334,793.879166666666,729.279166666666,897.716666666667,783.295833333333,569.9125,806.7625,753.925,764.420833333333,758.1625,627.7,679.733333333333,736.3125,682.3875,740.595833333334,667.616666666667,714.1625,667.916666666667,662.845833333334,795.816666666667,765.104166666667,721.395833333333,857.941666666667,551.908333333333,731.845833333334,744.1875,801.625,751.654166666666,376.279166666666,632.575,708.516666666667,736.2625,669.0625,597.75,527.679166666667,512.120833333334
"89",840.646153846154,558.628846153846,808.846153846154,440.142307692308,557.757692307692,591.513461538462,811.778846153846,635.365384615385,639.507692307692,747.932692307692,811.561538461538,868.228846153846,336.907692307692,696.276923076923,786.796153846154,639.726923076923,668.759615384615,769.328846153846,732.848076923077,589.488461538461,801.157692307692,564.75,512.621153846154,605.463461538462,734,682.998076923077,581.823076923077,581.171153846154,559.171153846154,481.442307692308,815.711538461538,759.351923076923,587.415384615385,699.355769230769,794.7,633.625,625.373076923077,614.494230769231,836.863461538462,859.103846153846,708.765384615385,662.480769230769,762.396153846154,719.346153846154,905.805769230769,792.676923076923,575.119230769231,779.211538461538,789.486538461539,757.453846153846,789.517307692308,655.588461538462,723.3,742.096153846154,679.998076923077,761.913461538462,702.013461538461,761.940384615385,694.521153846154,686.419230769231,803.911538461538,760.546153846154,718.525,866.028846153846,545.151923076923,767.436538461538,741.278846153846,821.876923076923,690.526923076923,386.740384615385,628.076923076923,744.082692307692,770.9,710.192307692308,588.398076923077,533.986538461538,514.663461538462
"91",1470.53333333333,1641.2,1602.96666666667,1750.73333333333,1721.1,1671.1,1636.5,1665.2,1616.7,1668,1494.1,1600.06666666667,1831.6,1613.5,1607.13333333333,1680.23333333333,1711,1435.93333333333,1514.7,1687.83333333333,1442.1,1687.4,1722.2,1604.3,1651.23333333333,1635.4,1602.8,1744.3,1767.5,1704.3,1540.6,1580.36666666667,1738,1707.6,1640,1593.2,1634.93333333333,1725.3,1574.1,1529.83333333333,1554.9,1583.03333333333,1686.96666666667,1640,1541.5,1525.6,1645.86666666667,1652.9,1461.3,1640.8,1500.5,1572.03333333333,1464.6,1554.7,1592,1528.6,1514.8,1405.3,1532.33333333333,1551.5,1556,1610.4,1585,1621.03333333333,1728.9,1466.8,1581.7,1503.7,1676.8,1787.6,1722.53333333333,1489.5,1489.8,1476.4,1697.86666666667,1650.96666666667,1691.13333333333
"92",1428.36666666667,1598.96666666667,1560.76666666667,1708.56666666667,1678.9,1628.86666666667,1594.26666666667,1622.96666666667,1574.46666666667,1625.86666666667,1451.86666666667,1557.16666666667,1789.36666666667,1571.26666666667,1564.96666666667,1638.06666666667,1668.76666666667,1393.76666666667,1472.46666666667,1645.66666666667,1399.93333333333,1645.26666666667,1680.03333333333,1562.06666666667,1609.06666666667,1593.16666666667,1560.56666666667,1702.06666666667,1725.26666666667,1662.06666666667,1498.36666666667,1538.16666666667,1695.76666666667,1665.43333333333,1597.76666666667,1550.96666666667,1592.76666666667,1683.06666666667,1531.86666666667,1487.66666666667,1512.66666666667,1540.86666666667,1644.76666666667,1597.76666666667,1498.56666666667,1483.36666666667,1603.66666666667,1610.66666666667,1419.16666666667,1598.56666666667,1458.26666666667,1529.86666666667,1422.4,1512.46666666667,1549.76666666667,1486.36666666667,1472.63333333333,1363.06666666667,1490.16666666667,1509.3,1513.86666666667,1568.16666666667,1542.76666666667,1578.86666666667,1686.66666666667,1424.56666666667,1539.46666666667,1461.53333333333,1634.56666666667,1745.36666666667,1680.36666666667,1447.36666666667,1447.56666666667,1434.16666666667,1655.66666666667,1608.76666666667,1648.96666666667
"99",1487.3,1657.9,1619.7,1767.5,1737.85,1687.85,1653.25,1681.9,1633.4,1684.8,1510.8,1607.75,1848.3,1630.25,1623.9,1697,1727.75,1452.7,1531.4,1704.6,1458.9,1704.2,1739,1621,1668,1652.1,1619.5,1761,1784.2,1721,1557.35,1597.1,1754.7,1724.4,1656.7,1609.9,1651.7,1742,1590.8,1546.6,1571.65,1599.8,1703.7,1656.75,1562.65,1542.3,1662.6,1669.6,1478.1,1657.5,1517.2,1588.8,1481.35,1571.4,1608.7,1545.3,1531.6,1422,1549.1,1568.25,1572.8,1627.1,1601.7,1637.8,1745.6,1483.5,1598.4,1520.5,1693.5,1804.3,1739.3,1506.3,1506.5,1493.1,1714.6,1667.7,1707.9
"101",1272.675,1443.275,1380,1552.875,1523.225,1473.225,1406.25,1467.275,1418.775,1470.125,1296.225,1342.05,1633.675,1415.625,1406.75,1482.375,1513.125,1238.075,1316.775,1489.975,1244.225,1489.525,1524.325,1406.375,1453.375,1437.475,1404.925,1546.425,1569.575,1506.375,1316.85,1382.475,1540.075,1509.725,1439.6,1395.275,1437.075,1527.375,1358.35,1292.15,1357.025,1385.175,1471.4,1442.125,1296.95,1325.2,1447.975,1427.35,1263.425,1442.875,1302.625,1374.175,1266.725,1356.825,1394.125,1330.725,1316.925,1207.425,1334.425,1353.625,1355.65,1412.475,1387.125,1356.95,1531.025,1268.875,1383.825,1292.5,1478.875,1589.725,1524.675,1291.625,1291.875,1278.525,1499.975,1453.075,1493.275
"109",1293.8,1464.5,1386.4,1574,1544.4,1494.4,1405.2,1488.4,1439.9,1491.3,1317.4,1353.2,1654.8,1436.8,1435.6,1503.5,1534.3,1259.2,1338,1511.1,1265.4,1510.7,1545.5,1427.5,1474.5,1458.7,1426.1,1567.6,1590.8,1527.6,1328,1409.9,1561.3,1530.9,1468.5,1416.4,1458.2,1548.5,1369.6,1303.3,1378.2,1406.3,1485.1,1463.3,1308.2,1354.1,1469.1,1431.1,1284.6,1464.1,1323.8,1395.3,1287.9,1389.9,1415.3,1351.9,1338.1,1228.6,1355.6,1374.8,1384.5,1433.7,1408.3,1368.1,1552.2,1290.1,1422.1,1303.7,1500.1,1610.9,1545.8,1312.8,1313.1,1299.7,1521.1,1474.2,1514.4
"111",1196.4,1369.2,1263.6,1478.8,1449.1,1399.1,1282.5,1393.2,1344.7,1384.8,1226.1,1230.5,1559.6,1341.3,1312.9,1408.3,1439,1164,1242.7,1415.9,1170.2,1415.4,1450.3,1332.3,1365.3,1363.4,1330.8,1472.3,1495.5,1432.3,1205.3,1287.2,1466,1435.7,1345.7,1321.2,1363,1453.3,1246.8,1180.6,1282.9,1311.1,1362.4,1375.8,1185.4,1231.3,1373.9,1308.3,1189.3,1357.6,1226.8,1300.1,1192.6,1267.1,1320,1259.7,1242.8,1133.3,1260.4,1279.5,1261.8,1325.2,1310.7,1245.4,1456.9,1194.8,1299.3,1180.9,1404.8,1515.6,1450.6,1217.6,1217.8,1204.4,1425.9,1379,1419.2
"121",1024.45,1265.93333333333,1045.33333333333,1388.45,1294.98333333333,1244.98333333333,1062.9,1235.9,1194.15,1120.7,1054.16666666667,998.383333333333,1491.73333333333,1169.38333333333,1066.28333333333,1202.68333333333,1174.23333333333,1126.43333333333,1121.85,1261.73333333333,1080.65,1291.65,1338.3,1214.35,1158.18333333333,1206.1,1240.28333333333,1264.23333333333,1265,1349.35,1033.33333333333,1115.23333333333,1231.8,1157.28333333333,1096.68333333333,1209.1,1219.93333333333,1250.05,1059.34166666666,1008.65,1153.26666666667,1194.23333333333,1101.3,1183.33333333333,976.433333333333,1059.38333333333,1255.95,1080.01666666667,1091.05,1144.01666666667,1054.88333333333,1182.13333333333,1145.7,1095.18333333333,1168.48333333333,1087.8,1154.4,1073.78333333333,1142.41666666667,1160.58333333333,1071.65,1090.4,1138.76666666667,1039.28333333333,1302.78333333333,1106.75,1127.38333333333,1009,1179.23333333333,1440.66666666667,1204.05,1096.7,1076.85,1139.85,1271.75,1296.55,1308.28333333333
"122",1264.38571428571,1505.88571428571,1275.52857142857,1628.4,1534.92857142857,1484.92857142857,1293.1,1466.1,1434.11428571429,1350.91428571429,1294.12857142857,1228.58571428571,1721.92857142857,1409.32857142857,1296.48571428571,1432.88571428571,1404.42857142857,1366.38571428571,1361.81428571429,1501.67142857143,1320.6,1531.6,1578.24285714286,1454.3,1388.38571428571,1436.3,1480.22857142857,1494.42857142857,1495.2,1589.3,1273.27142857143,1355.2,1462.01428571429,1387.48571428571,1326.88571428571,1449.04285714286,1459.88571428571,1480.24285714286,1296.17857142857,1248.61428571429,1393.21428571429,1434.2,1331.5,1413.52857142857,1206.62857142857,1299.32857142857,1495.9,1310.21428571429,1331,1374.21428571429,1294.82857142857,1422.08571428571,1385.62857142857,1335.12857142857,1408.42857142857,1327.72857142857,1394.32857142857,1313.72857142857,1382.35714285714,1400.52857142857,1301.84285714286,1320.61428571429,1378.71428571429,1269.48571428571,1542.72857142857,1346.7,1367.32857142857,1248.94285714286,1409.42857142857,1680.62857142857,1434.27142857143,1336.65714285714,1316.81428571429,1379.81428571429,1511.7,1536.5,1548.22857142857
"123",1106.81428571429,1348.3,1117.98571428571,1470.82857142857,1377.38571428571,1327.38571428571,1135.52857142857,1308.52857142857,1276.55714285714,1193.35714285714,1136.57142857143,1071,1564.38571428571,1251.78571428571,1138.9,1275.3,1246.88571428571,1208.8,1204.27142857143,1344.1,1163.02857142857,1374.02857142857,1420.68571428571,1296.71428571429,1230.8,1278.75714285714,1322.68571428571,1336.88571428571,1337.64285714286,1431.75714285714,1115.7,1197.6,1304.45714285714,1229.9,1169.3,1291.48571428571,1302.3,1322.68571428571,1138.63571428571,1091.05714285714,1235.67142857143,1276.6,1173.92857142857,1255.98571428571,1049.07142857143,1141.78571428571,1338.32857142857,1152.67142857143,1173.42857142857,1216.67142857143,1137.28571428571,1264.5,1228.08571428571,1177.58571428571,1250.88571428571,1170.18571428571,1236.78571428571,1156.17142857143,1224.8,1242.98571428571,1144.28571428571,1163.05714285714,1221.17142857143,1111.9,1385.17142857143,1189.14285714286,1209.78571428571,1091.38571428571,1251.88571428571,1523.07142857143,1276.68571428571,1179.08571428571,1159.27142857143,1222.27142857143,1354.11428571429,1378.92857142857,1390.68571428571
"124",1101.025,1342.525,1112.15,1465.025,1371.55,1321.525,1129.725,1302.725,1270.725,1187.525,1130.725,1065.2,1558.525,1245.925,1133.125,1269.525,1241.025,1203.025,1198.425,1338.275,1157.225,1368.225,1414.875,1290.925,1225.025,1272.925,1316.825,1331.05,1331.825,1425.925,1109.9,1191.825,1298.625,1224.125,1163.525,1285.65,1296.525,1316.875,1132.7875,1085.225,1229.825,1270.825,1168.125,1250.125,1043.225,1135.925,1332.525,1146.825,1167.625,1210.825,1131.425,1258.7,1222.25,1171.725,1245.025,1164.325,1230.925,1150.325,1218.975,1237.15,1138.475,1157.225,1215.325,1106.125,1379.325,1183.325,1203.925,1085.55,1246.05,1517.225,1270.875,1173.275,1153.425,1216.425,1348.325,1373.125,1384.825
"129",995.161627906976,1240.3011627907,1002.48720930233,1360.18720930233,1266.72674418605,1216.72441860465,1020.03604651163,1193.03604651163,1165.88953488372,1077.84534883721,1024.88488372093,955.512790697675,1448.86627906977,1139.32209302326,1023.41046511628,1159.81511627907,1131.38255813953,1097.14534883721,1092.58255813953,1233.45,1051.36627906977,1263.37790697674,1310.03372093023,1185.07558139535,1115.31511627907,1163.25,1211.01279069767,1221.38488372093,1222.15,1321.08953488372,1004.04069767442,1077.70581395349,1188.94534883721,1114.41046511628,1053.81511627907,1179.82558139535,1191.65697674418,1207.19186046512,1023.05581395349,977.117441860466,1123.09418604651,1167.10348837209,1058.44069767442,1140.48023255814,933.568604651163,1030.10581395349,1229.80581395349,1037.15930232558,1061.77093023256,1101.15930232558,1025.60581395349,1152.83837209302,1116.41744186047,1065.01976744186,1140.90465116279,1057.62441860465,1125.11511627907,1048.28953488372,1113.13139534884,1131.31744186046,1028.56046511628,1047.54534883721,1105.71279069768,996.41046511628,1274.51279069767,1077.47558139535,1092.14534883721,979.725581395349,1136.38488372093,1412.41046511628,1161.2023255814,1067.42441860465,1047.58255813953,1110.58255813953,1237.8988372093,1269.9476744186,1280.01976744186
