County,Metropolitan,Town
AcadiaParish,1,1
AllenParish,1,1
AscensionParish,1,1
AssumptionParish,1,1
AvoyellesParish,1,1
BeauregardParish,1,1
BienvilleParish,1,1
BossierParish,1,1
CaddoParish,1,1
CalcasieuParish,1,1
CaldwellParish,1,1
CameronParish,1,1
CatahoulaParish,1,1
ClaiborneParish,1,1
ConcordiaParish,1,1
DeSotoParish,1,1
EastBatonRougeParish,1,1
EastCarrollParish,1,1
EastFelicianaParish,1,1
EvangelineParish,1,1
FranklinParish,1,1
GrantParish,1,1
IberiaParish,1,1
IbervilleParish,1,1
JacksonParish,1,1
JeffersonDavisParish,1,1
JeffersonParish,1,1
LaSalleParish,1,1
LafayetteParish,1,1
LafourcheParish,1,1
LincolnParish,1,1
LivingstonParish,1,1
MadisonParish,1,1
MorehouseParish,1,1
NatchitochesParish,1,1
OrleansParish,1,1
OuachitaParish,1,1
PlaqueminesParish,1,1
PointeCoupeeParish,1,1
RapidesParish,1,1
RedRiverParish,1,1
RichlandParish,1,1
SabineParish,1,1
StBernardParish,1,1
StCharlesParish,1,1
StHelenaParish,1,1
StJamesParish,1,1
StJohntheBaptistParish,1,1
StLandryParish,1,1
StMartinParish,1,1
StMaryParish,1,1
StTammanyParish,1,1
TangipahoaParish,1,1
TensasParish,1,1
TerrebonneParish,1,1
UnionParish,1,1
VermilionParish,1,1
VernonParish,1,1
WashingtonParish,1,1
WebsterParish,1,1
WestBatonRougeParish,1,1
WestCarrollParish,1,1
WestFelicianaParish,1,1
WinnParish,1,1
