Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Appleton,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Duluth,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Duluth,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Duluth,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Duluth,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
EauClaire,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
EauClaire,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
EauClaire,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
EauClaire,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
GreenBay,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
GreenBay,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
GreenBay,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
GreenBay,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Janesville,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Janesville,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Janesville,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Janesville,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
LaCrosse,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
LaCrosse,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
LaCrosse,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
LaCrosse,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
MinneapolisStPaul,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
MinneapolisStPaul,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
MinneapolisStPaul,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
MinneapolisStPaul,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheboygan,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheboygan,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheboygan,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheboygan,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Wausau,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Wausau,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Wausau,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Wausau,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
