Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,Cincinnati,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Cincinnati,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Cleveland,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Cleveland,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Columbus,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Columbus,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Huntington,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Huntington,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Lima,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Lima,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Lima,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Lima,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Mansfield,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Mansfield,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Parkersburg,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Parkersburg,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Toledo,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Toledo,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Wheeling,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Wheeling,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
