Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtSmooth,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Lima,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Lima,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Lima,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Lima,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
