Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
PkgCost,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Lima,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Lima,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Lima,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Lima,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Lima,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
