"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AdamsCounty",1746,0,75,93,1103,381,603,407,22,67,37,57,0,23,996,949,20,340,63,427
"AsotinCounty",80,0,37,346,380,78,1125,63,58,169,61,225,10,102,718,1158,105,633,153,412
"BentonCounty",5638,2,1851,4167,3958,1254,9382,1075,780,1991,1250,8742,381,8582,6086,12013,1335,6466,1655,2679
"ChelanCounty",7184,5,910,1538,1969,2384,3837,492,588,651,466,751,49,660,2766,6288,635,3416,771,1300
"ClallamCounty",599,9,128,881,1332,296,2663,587,225,348,255,1352,176,533,1952,4378,901,1980,801,2367
"ClarkCounty",530,148,1789,8976,13406,6643,15688,3183,2909,4172,2277,7420,2126,8474,14722,23753,2213,10596,4241,5182
"ColumbiaCounty",136,10,19,37,43,19,84,22,11,18,9,24,15,1,97,232,69,65,87,204
"CowlitzCounty",967,148,271,2143,6813,1525,3528,964,312,878,376,705,85,1293,3203,6059,491,2687,1078,1620
"DouglasCounty",2110,0,255,573,358,409,1090,216,131,144,134,280,49,262,1119,872,369,673,159,325
"FerryCounty",61,92,24,111,156,2,136,2,16,12,54,13,46,14,251,319,3,57,9,172
"FranklinCounty",4546,29,296,1656,3025,2062,3271,1289,207,305,359,427,1,958,3667,2528,344,1857,571,1519
"GarfieldCounty",44,0,7,3,0,85,51,7,4,13,0,0,0,0,74,96,0,18,1,181
"GrantCounty",8115,57,1547,1097,4815,1627,2945,1016,299,415,321,448,48,1126,3483,3396,346,1970,466,1462
"GraysHarborCounty",622,51,226,647,2380,406,2195,597,216,522,326,363,54,497,2271,3049,207,2229,724,2464
"IslandCounty",156,15,67,636,704,166,1795,360,200,207,230,523,19,706,1566,2425,494,1592,502,864
"JeffersonCounty",123,0,76,426,584,187,875,60,175,101,134,211,0,172,687,1568,163,886,346,842
"KingCounty",2299,390,5071,53857,104728,62394,124758,54999,93850,42317,25636,111051,30026,65930,93140,178794,26077,96438,40800,36518
"KitsapCounty",168,52,232,3445,1995,1389,9370,1382,1488,1539,1134,3941,195,3115,7709,15507,2550,6700,2367,3609
"KittitasCounty",965,0,124,676,576,512,1445,173,272,203,165,274,42,221,1935,1942,705,2055,273,978
"KlickitatCounty",1250,10,107,189,579,116,415,115,40,64,14,803,23,164,692,740,81,280,273,378
"LewisCounty",1140,106,394,892,3042,528,3244,703,220,322,228,402,41,568,2767,2846,266,1865,449,1693
"LincolnCounty",256,0,20,261,65,260,234,14,21,49,8,87,1,17,584,487,78,91,29,225
"MasonCounty",420,11,258,505,1349,288,1584,232,113,284,90,224,3,249,1540,1678,1131,937,340,1927
"OkanoganCounty",4420,168,147,384,491,147,1577,199,150,408,134,291,63,185,1683,2298,278,1062,219,1429
"PacificCounty",538,34,89,270,684,41,546,59,69,117,140,83,7,54,586,901,177,705,189,640
"PendOreilleCounty",42,108,100,63,238,25,195,29,62,27,20,87,1,8,370,552,23,154,54,706
"PierceCounty",800,168,641,17129,17215,13102,34621,13050,3507,9027,4297,8896,1117,15206,26531,49978,6891,23930,10061,14075
"SanJuanCounty",37,4,83,560,160,81,594,71,101,103,114,123,20,206,449,408,188,943,288,332
"SkagitCounty",2531,39,180,3043,5852,1227,5445,1227,311,1174,452,1257,74,1258,4419,7133,1710,3605,1540,2749
"SkamaniaCounty",426,6,28,77,243,64,129,17,17,13,34,130,0,21,253,191,31,540,73,314
"SnohomishCounty",998,132,1337,17197,57933,8780,32454,4027,6499,8921,3128,11742,1478,12121,17983,28113,6326,19027,6688,10554
"SpokaneCounty",753,120,1057,9015,15653,10473,29173,6600,3332,11281,2783,9801,3569,10398,19737,35193,3697,18396,5610,9659
"StevensCounty",213,50,63,457,1219,190,970,183,85,175,89,221,73,146,1186,1229,305,513,196,1030
"ThurstonCounty",1544,16,211,3649,3403,3045,11134,2225,1102,2603,1153,4395,810,5849,11024,10706,2423,7545,3363,25272
"WahkiakumCounty",163,0,17,60,44,15,40,4,25,12,5,12,0,13,82,23,8,28,6,144
"WallaWallaCounty",3420,1,146,777,3453,554,2376,490,331,675,205,528,16,542,3036,3677,219,1551,626,2072
"WhatcomCounty",2806,123,195,5210,8816,2475,9227,2356,1302,1673,954,3281,656,3201,8820,10885,2420,7401,2353,4932
"WhitmanCounty",390,5,41,318,2609,497,1280,210,111,159,215,275,6,132,7096,2045,129,1536,238,825
"YakimaCounty",23445,68,538,2865,8398,4040,9115,3162,904,1369,849,1652,655,1540,8849,15315,1845,5444,1629,5969
