"SCTG","PctEmpty","N"
1,0.466334043344197,13
2,0.409262159847782,9
3,0.320323723406504,30
4,0.37698000089453,14
5,0.199516035193507,7
6,0.207755228768538,7
7,0.281429893251618,32
8,0.243563240814311,19
9,0.175197466241977,12
10,0.345868222703136,1
11,0.406653723247503,7
12,0.434407899493283,55
13,0.405763708512874,20
14,0.330631811974,0
15,0.394477968299597,4
16,0.411406611770122,1
17,0.405256894636644,4
18,0.274874977944354,23
19,0.307658966212607,6
20,0.319153846071907,6
21,0.163003296356002,2
22,0.381398011930285,9
23,0.329297413853261,2
24,0.259173648542417,4
25,0.374378723387524,40
26,0.390292319194769,38
27,0.196884984049659,12
28,0.219632487746859,12
29,0.142965266998763,4
30,0.150707615637309,6
31,0.399002773149243,72
32,0.217604044021483,9
33,0.144861245062536,69
34,0.315329524542167,45
35,0.159588441529491,4
36,0.408773403361401,37
37,0.179037995207116,7
38,0.253528170079209,0
39,0.189157631397072,16
40,0.165158402275577,200
41,0.339923609306479,64
43,0.0932034242975117,30
99,0.462297431734969,12
