"SCTG","Payload","N"
1,6.59346959598806,11
2,13.9906102244086,8
3,8.64063962769692,26
4,12.304204984269,12
5,15.3568767024241,6
6,5.92686271885712,4
7,10.5981315853716,23
8,12.520963740312,17
9,20.2526507306137,10
10,12.7559630168912,1
11,14.7601763932821,6
12,11.8657955779269,50
13,13.3416773835597,18
14,19.7343283246373,0
15,21.9759244651015,4
16,14.0428921341034,0
17,24.3515448152176,3
18,13.2300597132146,22
19,9.3205966594687,6
20,14.6935220971178,5
21,5.12434471305138,2
22,9.93234871988097,8
23,12.2174191704086,2
24,9.66549316294252,3
25,16.1359488462045,34
26,8.56514875116329,35
27,21.8678770538756,11
28,13.1552492378572,6
29,5.51350467372506,3
30,10.307661585523,5
31,15.1249382703471,67
32,12.2402812906222,9
33,3.95021157181512,57
34,14.5146200856409,37
35,6.91185118160956,3
36,3.58689246601548,32
37,17.1134794135312,6
38,4.51852664992441,0
39,5.28858340876543,11
40,7.0229706391451,183
41,11.2674877217285,61
43,17.4345934193928,26
99,9.75526629524457,11
