,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
0-0-0-0-0-1,0,0,0,0,0,0.336255375454846
0-0-0-0-0-2,0,0,0,0,0,0.373871745191626
0-0-0-0-1-0,0,0,0,0,0.158058608058608,0
0-0-0-0-1-1,0,0,0,0,0.0958485958485959,0.0741930910637494
0-0-0-0-1-2,0,0,0,0,0.00442612942612943,0.00706488351212135
0-0-0-0-2-0,0,0,0,0,0.331868131868132,0
0-0-0-0-2-1,0,0,0,0,0.00949328449328449,0.00366239780728699
0-0-0-0-2-2,0,0,0,0,0.000915750915750916,0.000732479561457398
0-0-0-1-0-0,0,0,0,0.117001460376121,0,0
0-0-0-1-0-1,0,0,0,0.0142982743718893,0,0.045342847691508
0-0-0-1-0-2,0,0,0,0.00542425416505231,0,0.0349227352204527
0-0-0-1-1-0,0,0,0,0.0294906565731827,0.120818070818071,0
0-0-0-1-1-1,0,0,0,0.00312192650433642,0.0127899877899878,0.00990028826614999
0-0-0-1-1-2,0,0,0,0.000238428754507794,0.000976800976800977,0.00158310098766599
0-0-0-1-2-0,0,0,0,0.00313682830149316,0.0257936507936508,0
0-0-0-1-2-1,0,0,0,0.000230977855929425,0.00192307692307692,0.000732479561457398
0-0-0-1-2-2,0,0,0,4.47053914702113e-05,0.000366300366300366,0.000425310713104296
0-0-0-2-0-0,0,0,0,0.18514737877388,0,0
0-0-0-2-0-1,0,0,0,0.00800226507316782,0,0.01188507159397
0-0-0-2-0-2,0,0,0,0.00181056835454356,0,0.00552903927035584
0-0-0-2-1-0,0,0,0,0.0049995529460853,0.00946275946275946,0
0-0-0-2-1-1,0,0,0,0.000916460525139332,0.00173992673992674,0.0013468172581636
0-0-0-2-1-2,0,0,0,0.000141567072989002,0.000274725274725275,0.000472567459004773
0-0-0-2-2-0,0,0,0,0.000737638959258487,0.00305250305250305,0
0-0-0-2-2-1,0,0,0,6.7058087205317e-05,0.000244200244200244,9.45134918009546e-05
0-0-1-0-0-0,0,0,0.160418426353063,0,0,0
0-0-1-0-0-1,0,0,0.00394169752885886,0,0,0.00430036387694343
0-0-1-0-0-2,0,0,0.00231737162410933,0,0,0.00512735693020179
0-0-1-0-1-0,0,0,0.0072553223745479,0,0.0102258852258852,0
0-0-1-0-1-1,0,0,0.00259892144759925,0,0.00366300366300366,0.00283540475402864
0-0-1-0-1-2,0,0,0.00017326142983995,0,0.000244200244200244,0.000378053967203818
0-0-1-0-2-0,0,0,0.0100924782881771,0,0.0285103785103785,0
0-0-1-0-2-1,0,0,0.000411495895869881,0,0.00115995115995116,0.000448939086054534
0-0-1-1-0-0,0,0,0.0607281311589024,0.0208923196137454,0,0
0-0-1-1-0-1,0,0,0.00301041734346913,0.00103567490239323,0,0.00328434384008317
0-0-1-1-0-2,0,0,0.000693045719359799,0.000238428754507794,0,0.00153584424176551
0-0-1-1-1-0,0,0,0.0119333809802265,0.00410544511668107,0.0168192918192918,0
0-0-1-1-1-1,0,0,0.000887964827929743,0.000305486841713111,0.00125152625152625,0.000968763290959784
0-0-1-1-1-2,0,0,8.66307149199749e-05,2.98035943134742e-05,0.000122100122100122,0.000189026983601909
0-0-1-1-2-0,0,0,0.00140774911744959,0.000484308407593956,0.003998778998779,0
0-0-1-1-2-1,0,0,4.33153574599874e-05,1.49017971567371e-05,0.000122100122100122,4.72567459004773e-05
0-0-1-2-0-0,0,0,0.0365798193749594,0.0258918725598307,0,0
0-0-1-2-0-1,0,0,0.0017109566196695,0.00126665275832265,0,0.00186664146306885
0-0-1-2-0-2,0,0,0.000324865180949906,0.000223526957351057,0,0.000756107934407637
0-0-1-2-1-0,0,0,0.00132111840252962,0.000968616815187912,0.00186202686202686,0
0-0-1-2-1-1,0,0,0.000151603751109956,0.000111763478675528,0.000213675213675214,0.000165398610651671
0-0-1-2-1-2,0,0,4.33153574599874e-05,6.7058087205317e-05,6.10500610500611e-05,9.45134918009546e-05
0-0-1-2-2-0,0,0,0.000368180538409893,0.000298035943134742,0.00103785103785104,0
0-0-1-2-2-1,0,0,4.33153574599874e-05,4.47053914702113e-05,0.000122100122100122,4.72567459004773e-05
0-0-2-0-0-0,0,0,0.218720897494207,0,0,0
0-0-2-0-0-1,0,0,0.00114785697268967,0,0,0.000543452577855489
0-0-2-0-0-2,0,0,0.000303207502219912,0,0,0.000307168848353102
0-0-2-0-1-0,0,0,0.00214411019426938,0,0.00143467643467643,0
0-0-2-0-1-1,0,0,0.000606415004439824,0,0.000427350427350427,0.000330797221303341
0-0-2-0-2-0,0,0,0.00285881359235917,0,0.00378510378510379,0
0-0-2-1-0-0,0,0,0.0181707924544647,0.00271212708252615,0,0
0-0-2-1-0-1,0,0,0.000649730361899812,0.000111763478675528,0,0.00035442559425358
0-0-2-1-0-2,0,0,0.000216576787299937,3.72544928918428e-05,0,0.000259912102452625
0-0-2-1-1-0,0,0,0.00472137396313863,0.000759991654993592,0.00311355311355311,0
0-0-2-1-1-1,0,0,0.000259892144759925,4.47053914702113e-05,0.000183150183150183,0.000141770237701432
0-0-2-1-1-2,0,0,0.000129946072379962,1.49017971567371e-05,6.10500610500611e-05,9.45134918009546e-05
0-0-2-1-2-0,0,0,0.000606415004439824,0.00010431258009716,0.000854700854700855,0
0-0-2-2-0-0,0,0,0.0177592965585948,0.00599052245700832,0,0
0-0-2-2-0-1,0,0,0.000736361076819786,0.000260781450242899,0,0.000401682340154057
0-0-2-2-0-2,0,0,0.000129946072379962,4.47053914702113e-05,0,0.000165398610651671
0-0-2-2-1-0,0,0,0.000844649470469755,0.000283134145978005,0.000518925518925519,0
0-0-2-2-1-1,0,0,0.000324865180949906,9.68616815187912e-05,0.000183150183150183,0.000141770237701432
0-0-2-2-2-0,0,0,0.0003465228596799,0.000111763478675528,0.000427350427350427,0
0-1-0-0-0-0,0,0.118539279531778,0,0,0,0
0-1-0-0-0-1,0,0.00251421976753771,0,0,0,0.00144133074996456
0-1-0-0-0-2,0,0.00189596900502844,0,0,0,0.00219743868437219
0-1-0-0-1-0,0,0.00461627236006924,0,0,0.00341880341880342,0
0-1-0-0-1-1,0,0.00309125381254637,0,0,0.00228937728937729,0.0017721279712679
0-1-0-0-2-0,0,0.00774874289011623,0,0,0.0115384615384615,0
0-1-0-0-2-1,0,8.24334350012365e-05,0,0,0.000122100122100122,4.72567459004773e-05
0-1-0-0-2-2,0,4.12167175006183e-05,0,0,6.10500610500611e-05,4.72567459004773e-05
0-1-0-1-0-0,0,0.0537465996208062,0,0.00971597174619259,0,0
0-1-0-1-0-1,0,0.00478113923007172,0,0.000864304235090752,0,0.00274089126222768
0-1-0-1-0-2,0,0.000865551067512983,0,0.00015646887014574,0,0.000992391663910023
0-1-0-1-1-0,0,0.0171461544802572,0,0.00309957380860132,0.0126984126984127,0
0-1-0-1-1-1,0,0.000783117632511747,0,0.000141567072989002,0.00057997557997558,0.000448939086054534
0-1-0-1-1-2,0,8.24334350012365e-05,0,1.49017971567371e-05,6.10500610500611e-05,0.000118141864751193
0-1-0-1-2-0,0,0.00123650152501855,0,0.000223526957351057,0.00186202686202686,0
0-1-0-1-2-1,0,4.12167175006183e-05,0,7.45089857836855e-06,6.10500610500611e-05,2.36283729502386e-05
0-1-0-2-0-0,0,0.11664331052675,0,0.0424775727952791,0,0
0-1-0-2-0-1,0,0.0033797708350507,0,0.0013262599469496,0,0.00193752658191957
0-1-0-2-0-2,0,0.000783117632511747,0,0.000312937740291479,0,0.000897878172109069
0-1-0-2-1-0,0,0.00156623526502349,0,0.000596071886269484,0.00115995115995116,0
0-1-0-2-1-1,0,8.24334350012365e-05,0,4.47053914702113e-05,6.10500610500611e-05,4.72567459004773e-05
0-1-0-2-2-0,0,0.000206083587503091,0,8.19598843620541e-05,0.000305250305250305,0
0-1-0-2-2-1,0,4.12167175006183e-05,0,1.49017971567371e-05,6.10500610500611e-05,2.36283729502386e-05
0-1-1-0-0-0,0,0.0126535322726898,0.00664890737010807,0,0,0
0-1-1-0-0-1,0,0.000288517022504328,0.000151603751109956,0,0,0.000165398610651671
0-1-1-0-0-2,0,0.000288517022504328,0.000151603751109956,0,0,0.000330797221303341
0-1-1-0-1-0,0,0.000741900915011128,0.000389838217139887,0,0.000549450549450549,0
0-1-1-0-1-1,0,0.000123650152501855,6.49730361899812e-05,0,9.15750915750916e-05,7.08851188507159e-05
0-1-1-0-1-2,0,8.24334350012365e-05,4.33153574599874e-05,0,6.10500610500611e-05,9.45134918009546e-05
0-1-1-0-2-0,0,0.00168988541752535,0.000887964827929743,0,0.00256410256410256,0
0-1-1-1-0-0,0,0.0123237985326849,0.00647564594026812,0.0022278186749322,0,0
0-1-1-1-0-1,0,0.000906767785013601,0.000476468932059862,0.000163919768724108,0,0.00051982420490525
0-1-1-1-0-2,0,8.24334350012365e-05,4.33153574599874e-05,1.49017971567371e-05,0,9.45134918009546e-05
0-1-1-1-1-0,0,0.00375072129255626,0.00197084876442943,0.000678031770631538,0.00277777777777778,0
0-1-1-1-1-1,0,0.00024730030500371,0.000129946072379962,4.47053914702113e-05,0.000183150183150183,0.000141770237701432
0-1-1-1-1-2,0,4.12167175006183e-05,2.16576787299937e-05,7.45089857836855e-06,3.05250305250305e-05,4.72567459004773e-05
0-1-1-1-2-0,0,0.000123650152501855,6.49730361899812e-05,2.23526957351057e-05,0.000183150183150183,0
0-1-1-1-2-1,0,4.12167175006183e-05,2.16576787299937e-05,7.45089857836855e-06,6.10500610500611e-05,2.36283729502386e-05
0-1-1-2-0-0,0,0.0305828043854587,0.0160699976176553,0.0112136023604447,0,0
0-1-1-2-0-1,0,0.000824334350012365,0.000433153574599874,0.000312937740291479,0,0.000472567459004773
0-1-1-2-0-2,0,0.000164866870002473,8.66307149199749e-05,6.7058087205317e-05,0,0.000189026983601909
0-1-1-2-1-0,0,0.000370950457505564,0.000194919108569943,0.000141567072989002,0.000274725274725275,0
