"FAFZone","AccomackCounty","AlbemarleCounty","AlleghanyCounty","AmeliaCounty","AmherstCounty","AppomattoxCounty","ArlingtonCounty","AugustaCounty","BathCounty","BedfordCounty","BlandCounty","BotetourtCounty","BrunswickCounty","BuchananCounty","BuckinghamCounty","CampbellCounty","CarolineCounty","CarrollCounty","CharlesCityCounty","CharlotteCounty","ChesterfieldCounty","ClarkeCounty","CraigCounty","CulpeperCounty","CumberlandCounty","DickensonCounty","DinwiddieCounty","EssexCounty","FairfaxCounty","FauquierCounty","FloydCounty","FluvannaCounty","FranklinCounty","FrederickCounty","GilesCounty","GloucesterCounty","GoochlandCounty","GraysonCounty","GreeneCounty","GreensvilleCounty","HalifaxCounty","HanoverCounty","HenricoCounty","HenryCounty","HighlandCounty","IsleofWightCounty","JamesCityCounty","KingandQueenCounty","KingGeorgeCounty","KingWilliamCounty","LancasterCounty","LeeCounty","LoudounCounty","LouisaCounty","LunenburgCounty","MadisonCounty","MathewsCounty","MecklenburgCounty","MiddlesexCounty","MontgomeryCounty","NelsonCounty","NewKentCounty","NorthamptonCounty","NorthumberlandCounty","NottowayCounty","OrangeCounty","PageCounty","PatrickCounty","PittsylvaniaCounty","PowhatanCounty","PrinceEdwardCounty","PrinceGeorgeCounty","PrinceWilliamCounty","PulaskiCounty","RappahannockCounty","RichmondCounty","RoanokeCounty","RockbridgeCounty","RockinghamCounty","RussellCounty","ScottCounty","ShenandoahCounty","SmythCounty","SouthamptonCounty","SpotsylvaniaCounty","StaffordCounty","SurryCounty","SussexCounty","TazewellCounty","WarrenCounty","WashingtonCounty","WestmorelandCounty","WiseCounty","WytheCounty","YorkCounty","Alexandriacity","Bedfordcity","Bristolcity","BuenaVistacity","Charlottesvillecity","Chesapeakecity","ColonialHeightscity","Covingtoncity","Danvillecity","Emporiacity","Fairfaxcity","FallsChurchcity","Franklincity","Fredericksburgcity","Galaxcity","Hamptoncity","Harrisonburgcity","Hopewellcity","Lexingtoncity","Lynchburgcity","Manassascity","ManassasParkcity","Martinsvillecity","NewportNewscity","Norfolkcity","Nortoncity","Petersburgcity","Poquosoncity","Portsmouthcity","Radfordcity","Richmondcity","Roanokecity","Salemcity","Stauntoncity","Suffolkcity","VirginiaBeachcity","Waynesborocity","Williamsburgcity","Winchestercity"
"11",815.72,627.47,574.71,638.5,594.46,598.57,750.11,602.13,589.64,557.55,464.85,541.14,631.08,465.77,623.49,582.19,710.01,483.47,691.07,601.74,664.08,699.4,537.74,675.36,633.83,433.35,656.42,730.775,741.65,702.33,506.17,656.75,548.76,695.85,498.85,741.64,672.03,466.2,652.63,650.42,573.19,685.86,675.03,525.33,623.97,708.57,728.775,731.605,716.17,720.45,751.45,377.74,731.52,664.77,623.07,659.76,752.45,602.94,737.525,497.27,615.45,704.55,778.145,760.29,629.07,661.76,661.44,512.85,556.52,655.22,614.4,677.36,715.87,475.07,677.74,741.805,525.67,571.44,627.42,417.06,380.13,660.44,421.97,675.67,696.24,702.06,698.94,670.87,452.59,688.26,396.68,739.28,415.74,450.85,744.25,740.92,555.17,384.97,570.47,630.24,727.145,668.74,575.13,538.3,650.44,738.85,746.24,685.49,695.65,487.17,735.44,625.06,673.62,568.92,580.71,710.75,713.07,524.63,733.11,730.645,413.24,664.86,743.01,724.615,486.56,675.3,528.06,519.47,602.435,705.55,742.02,605.655,729.34,692.33
"12",983.05,832.9,806.05,813.2,788.2,783.85,951.05,833.5,821,761.2,702.9,772.5,798.45,703.8,808.8,761.3,882.35,672.6,863.2,773.35,838.8,930.75,769.1,880.8,811.8,670.25,823.75,907.3,936.5,907.8,703.1,841.8,728.55,927.2,730.2,914.95,840.3,677.05,858.05,817.8,740.55,858.2,848.6,700.3,855.3,875.9,902.1,908.125,907.55,896.95,924.75,615.8,962.85,870.2,790.4,865.2,925.75,770.3,910.85,728.6,805.5,877.85,945.5,934.85,802.3,867.2,892.8,698.3,723.85,832.35,789.6,849.1,921.3,706.4,888.6,918.325,739.7,802.8,858.75,655.1,617.025,891.8,660,843,897.9,906.6,870.6,838.2,690.65,919.6,634.75,934.65,652.65,688.9,917.55,946.85,762.7,623,801.8,835.7,894.5,840.4,806.5,705.65,817.8,933.7,941.1,852.8,900.2,684.1,905.65,856.4,845.45,800.3,770.8,916.2,918.5,698.9,902.4,898,650.15,836.6,913.35,891.95,717.9,847.8,759.4,750.8,833.775,872.9,909.35,837,902.65,923.7
"19",846.170909090909,669.885454545455,628.261818181818,670.116363636364,631.183636363636,631.605454545455,790.390909090909,655.667272727273,643.189090909091,599.110909090909,522.298181818182,594.689090909091,661.545454545455,521.58,656.532727272727,613.745454545455,739.712727272727,517.967272727273,722.667272727273,634.02,695.705454545455,752.952727272727,591.281818181818,717.772727272727,665.130909090909,491.204545454545,686.872727272727,761.909090909091,779.054545454545,744.725454545455,544.64,689.143636363636,579.301818181818,749.401818181818,552.401818181818,773.864545454546,697.336363636364,511.341818181818,695.029090909091,680.872727272727,603.661818181818,715.545454545455,706.954545454545,557.401818181818,677.527272727273,739.027272727273,761.006363636364,762.730909090909,751.807272727273,751.572727272727,783.684545454546,435.894545454545,785.06,707.172727272727,652.236363636364,702.161818181818,784.672727272727,633.387272727273,769.736363636364,550.816363636364,650.310909090909,736.777272727273,808.61,791.931818181818,661.3,704.161818181818,714.98,545.945454545455,586.345454545455,686.163636363636,645.894545454545,709.630909090909,758.289090909091,528.618181818182,722.709090909091,772.929090909091,572.063636363636,624.98,680.978181818182,472.86,437.973636363637,713.990909090909,477.758181818182,706.110909090909,736.850909090909,744.098181818182,731.127272727273,701.338181818182,508.4,741.801818181818,452.485454545455,776.888181818181,473.582727272727,506.638181818182,776.461818181818,783.650909090909,598.834545454545,439.725454545455,624.027272727273,672.638181818182,757.61,701.08,628.667272727273,568.152727272727,680.887272727273,776.252727272727,783.629090909091,715.945454545455,737.698181818182,525.64,769.343636363636,678.603636363636,705.627272727273,622.467272727273,615.947272727273,753.147272727273,755.492727272727,556.761818181818,765.7,765.210909090909,471.082727272727,697.12,775.525454545455,755.063636363637,540.1,707.529090909091,581.601818181818,573.012727272727,655.989090909091,736,772.477272727273,659.21,761.563636363637,745.88
"20",1431.29310344828,1350.84482758621,1287.12068965517,1389.79655172414,1333.33103448276,1353.16206896552,1330.1,1334.23103448276,1304.51724137931,1332.66896551724,1269.75862068966,1311.49310344828,1408.91034482759,1236.31034482759,1357.30689655172,1351.23103448276,1374.39310344828,1299.60689655172,1413.07586206897,1374.4724137931,1403.58620689655,1303.01724137931,1297.86551724138,1345.21034482759,1367.71034482759,1229.35862068966,1423.2,1392.01379310345,1331.21379310345,1328.92068965517,1306.48620689655,1370.01379310345,1328.2,1294.81379310345,1271.43793103448,1423.48275862069,1383.18965517241,1298.45517241379,1351.19655172414,1441.54827586207,1380.6275862069,1386.63448275862,1392.70344827586,1337.34137931034,1305.30344827586,1448.2,1424.64137931034,1407.67586206897,1373.83448275862,1400.36896551724,1418.10689655172,1224.89310344828,1317.84827586207,1375.27586206897,1394.80344827586,1338.0275862069,1425.39655172414,1402.31034482759,1414.23103448276,1289.08620689655,1346.67931034483,1408.75517241379,1453.6,1414.24482758621,1387.39655172414,1358.9275862069,1328.4724137931,1319.46551724138,1353.88275862069,1392.27586206897,1372.63448275862,1416.55862068966,1341.74137931034,1286.4,1323.25517241379,1397.05862068966,1311.78965517241,1311.69655172414,1336.72068965517,1251.28275862069,1245.19655172414,1316.03103448276,1276.60344827586,1443.34827586207,1366.44827586207,1354.40689655172,1429.37586206897,1432.8724137931,1262.35517241379,1309.88620689655,1259.13103448276,1387.69310344828,1226.28965517241,1282.02413793103,1434.75517241379,1337.83448275862,1331.12413793103,1266.05862068966,1317.6275862069,1352.64482758621,1458.96896551724,1408.95862068966,1285.81034482759,1357.68275862069,1440.5724137931,1331.43103448276,1328.73103448276,1448.54827586207,1359.71379310345,1302.28965517241,1441.34827586207,1338.21724137931,1411.8,1312.93793103448,1342.28965517241,1334.37586206897,1332.86896551724,1338.71379310345,1437.98275862069,1450.38275862069,1226.92068965517,1411.17931034483,1441.82413793103,1457.3,1290.15517241379,1395.81724137931,1313.34827586207,1307.72413793103,1334.44482758621,1450.03103448276,1458.0275862069,1336.55,1425,1294.5775862069
"41",2463.575,2228.35,2137.45,2255.9,2195.3,2200,2340.4,2203,2186.75,2158.4,2065.7,2142,2281.65,2016,2224.9,2187.6,2325.65,2083.9,2315.3,2231,2281.5,2300.25,2138.6,2276.2,2240.8,2018,2293.35,2340.85,2337.05,2303.2,2107,2257.6,2151.55,2277.8,2099.7,2364.5,2277.7,2067.05,2253.5,2301,2211.75,2301.5,2296.8,2141.5,2217,2347.7,2351.65,2341.7,2317,2330.5,2374.35,1951.9,2321.75,2265.6,2258,2260.6,2375.3,2241.5,2360.4,2098.1,2215.7,2327.4,2426.025,2378.1,2252.2,2262.6,2262.3,2114.2,2193.3,2262.75,2229.7,2313.15,2316.7,2075.9,2278.6,2351.85,2126.5,2172.3,2228.275,2017.9,1979.85,2261.3,2022.8,2326.2,2297.1,2302.9,2335.1,2308.45,2053.45,2289.1,1997.55,2338.2,2015.45,2051.7,2367.1,2341.75,2156,1985.8,2171.35,2231.1,2377.7,2304.8,2135.45,2175.1,2301,2339.7,2337.45,2336.05,2296.5,2088,2377.15,2225.9,2309.1,2169.8,2180.95,2311.6,2313.95,2143.6,2372,2380.5,2012.95,2300.6,2377.9,2375.15,2087.4,2301.55,2128.9,2120.3,2203.3,2356.1,2391.975,2206.5,2352.2,2284.35
"42",2406.15,2179.4,2126.65,2206.95,2146.4,2151.05,2302.05,2154.05,2141.6,2109.45,2016.8,2093.1,2221.5,2017.7,2175.95,2138.7,2276.75,2035,2266.4,2182.1,2232.55,2251.35,2089.65,2227.3,2191.85,1969.1,2246.85,2291.9,2293.6,2254.25,2058.1,2208.65,2102.6,2247.8,2050.8,2315.6,2228.8,2018.15,2204.55,2240.85,2163.6,2252.55,2247.9,2092.6,2175.9,2299,2302.75,2292.75,2268.1,2281.6,2325.4,1902.95,2283.45,2216.7,2213.5,2211.7,2326.4,2193.35,2311.45,2049.2,2166.75,2278.5,2368.575,2329.2,2203.3,2213.7,2213.35,2065.3,2146.95,2213.85,2180.8,2272.2,2267.8,2027,2229.65,2302.95,2077.6,2123.35,2179.35,1969,1930.9,2212.4,1973.9,2266.1,2248.15,2254,2293.65,2261.3,2004.55,2240.2,1948.6,2289.25,1966.5,2002.8,2318.2,2292.85,2107.1,1936.9,2122.4,2182.15,2317.575,2263.5,2127.05,2128.75,2240.85,2290.8,2298.15,2275.9,2247.6,2039.1,2328.25,2177,2268.55,2120.85,2132,2262.65,2265,2094.7,2323.1,2321.05,1964,2259.7,2328.95,2315.05,2038.5,2252.65,2080,2071.4,2154.35,2295.95,2332.45,2157.6,2303.3,2244.25
"49",2390.46363636364,2152.89090909091,2086.28181818182,2180.43636363636,2119.86363636364,2124.50909090909,2260.22727272727,2127.50909090909,2110.28181818182,2082.95454545455,1990.23636363636,2066.54545454545,2209.25454545455,1968.25454545455,2149.44545454545,2112.16363636364,2250.20909090909,2008.47272727273,2239.86363636364,2155.54545454545,2206.00909090909,2224.80909090909,2063.13636363636,2200.76363636364,2165.33636363636,1942.55454545455,2217.25454545455,2265.4,2260.09090909091,2227.70909090909,2031.58181818182,2182.15454545455,2076.10909090909,2193.83636363636,2024.25454545455,2289.05454545455,2202.25454545455,1991.60909090909,2178.00909090909,2228.57272727273,2136.09090909091,2226.03636363636,2221.37272727273,2066.06363636364,2138.10909090909,2272.22727272727,2276.20909090909,2266.20909090909,2241.56363636364,2255.06363636364,2298.89090909091,1876.44545454545,2243.41818181818,2190.16363636364,2181.38181818182,2185.16363636364,2299.86363636364,2165.81818181818,2284.93636363636,2022.67272727273,2140.20909090909,2251.96363636364,2352.9,2302.66363636364,2176.76363636364,2187.16363636364,2186.83636363636,2038.79090909091,2117.16363636364,2187.30909090909,2154.23636363636,2235.50909090909,2241.28181818182,2000.47272727273,2203.13636363636,2276.43636363636,2051.08181818182,2096.83636363636,2152.83636363637,1942.46363636364,1904.36818181818,2185.85454545455,1947.36363636364,2253.80909090909,2221.63636363636,2227.46363636364,2257.60909090909,2232.49090909091,1978.00909090909,2213.66363636364,1922.1,2262.70909090909,1939.98636363636,1976.23636363636,2291.66363636364,2266.25454545455,2080.58181818182,1910.36363636364,2095.89090909091,2155.63636363636,2305.3090909091,2227.31818181818,2084.93636363636,2098.96363636364,2228.59090909091,2264.25454545455,2257.66363636364,2263.64545454545,2221.05454545455,2012.58181818182,2301.70909090909,2150.46363636364,2231.38181818182,2094.33636363636,2105.49090909091,2236.15454545455,2238.49090909091,2068.16363636364,2296.58181818182,2307.86363636364,1937.48636363636,2222.98181818182,2302.44545454545,2302.76363636363,2011.96363636364,2226.13636363636,2053.46363636364,2044.86363636364,2127.84545454546,2283.7,2319.44545454546,2131.06363636363,2276.75454545455,2206.47727272727
"50",1170.29666666666,930.058,869.643333333333,956.945333333333,897.191333333333,901.6,1051.01533333333,904.688,888.522,860.023333333333,767.322,843.623333333333,990.78,757.707333333333,927.191333333333,889.251333333333,1027.37666666667,785.560666666667,1016.582,931.456,982.534,1000.638,840.826,977.938,943.070666666667,712.936666666667,991.444,1042.574,1043.61,1004.89533333333,808.660666666667,959.312666666667,853.182,993.252666666667,801.619333333333,1065.38066666667,979.422,768.682,955.189333333333,1010.11266666667,911.138666666667,1003.20066666667,997.983333333333,842.641333333333,920.167333333333,1048.624,1052.534,1043.39666666667,1018.738,1032.238,1075.21666666667,653.015333333333,1032.78333333333,967.339333333333,954.553333333333,962.322,1076.19533333333,940.861333333333,1061.26066666667,799.758,917.559333333333,1028.30866666667,1133.08333333333,1079.39,952.990666666667,964.322,964.000666666667,815.866,891.392,965.27,930.972666666667,1007.584,1018.45533333333,777.560666666667,980.306,1053.59,828.160666666667,873.903333333333,930.006666666666,719.547333333333,681.558,963.015333333333,724.451333333333,1035.34466666667,998.806,1004.62466666667,1029.64933333333,1007.00266666667,755.07,989.944666666667,699.174,1039.89666666667,712.002,753.322,1067.98133333333,1043.31466666666,857.666,687.451333333333,873.224666666667,932.806,1087.53933333333,999.492,869.470666666667,873.193333333333,1010.12266666667,1040.934,1047.22866666667,1045.184,998.223333333333,789.660666666667,1077.156,927.624666666667,1002.936,871.512,882.566,1013.29666666667,1016.28866666667,844.604,1072.10933333333,1089.57533333334,709.964666666667,994.12,1078.17066666667,1084.98866666667,789.036666666667,1002.57733333333,830.536666666667,821.951333333333,905.012666666667,1065.23466666667,1100.76333333334,908.234,1053.07933333333,992.588666666667
"61",2781.24,2537.48,2465.62,2565.02,2504.42,2509.12,2639.02,2512.12,2492.16,2467.52,2374.82,2451.12,2602,2344.16,2534.02,2496.74,2634.82,2393.06,2624.42,2540.12,2590.62,2609.4,2447.72,2585.36,2549.92,2327.12,2600.12,2650.02,2640.72,2612.32,2416.16,2566.72,2460.72,2568.04,2408.84,2673.62,2586.84,2376.22,2562.62,2621.32,2520.1,2610.62,2605.96,2450.66,2518.4,2656.66,2660.82,2650.82,2626.16,2639.66,2683.48,2261.02,2620.32,2574.74,2562.76,2569.74,2684.46,2549.82,2669.52,2407.26,2524.82,2636.56,2743.72,2687.24,2561.36,2571.74,2571.42,2423.4,2499.92,2571.92,2538.82,2614.26,2625.9,2385.06,2587.72,2661.02,2435.66,2481.42,2537.44,2327.04,2289.89,2570.42,2331.96,2646.54,2606.22,2612.04,2636.72,2615.76,2362.6,2598.24,2306.7,2647.32,2325.49,2360.82,2676.24,2650.82,2465.2,2294.96,2480.48,2540.22,2698.06,2606.4,2463.62,2481.72,2621.32,2648.84,2636.92,2656.4,2605.62,2397.16,2686.32,2535.04,2609.92,2478.92,2490.08,2620.72,2623.08,2452.74,2681.2,2700.1,2322.99,2601.74,2687.02,2695.48,2396.54,2610.72,2438.04,2429.46,2512.45,2676.42,2711.76,2515.66,2661.34,2584.62
"62",2868.07142857143,2696.88571428571,2599.6,2756.3,2670.15714285714,2700.4,2713.6,2671.5,2626.17142857143,2669.14285714286,2573.1,2636.8,2785.48571428571,2478.17142857143,2706.71428571429,2697.45714285714,2781.2,2618.67142857143,2802.54285714286,2732.91428571429,2781.97142857143,2672.27142857143,2616,2736.68571428571,2722.6,2467.54285714286,2791.4,2809.4,2715.3,2711.8,2629.17142857143,2726.14285714286,2662.28571428571,2659.74285714286,2575.68571428571,2833.04285714286,2746.24285714286,2583.9,2722,2806,2742.34285714286,2770,2765.37142857143,2676.25714285714,2652.38571428571,2856.17142857143,2820.2,2810.2,2780.37142857143,2799.07142857143,2842.88571428571,2460.71428571429,2694.9,2734.17142857143,2763.97142857143,2729.15714285714,2843.87142857143,2775.41428571429,2828.91428571429,2602.6,2690.5,2795.97142857143,2903.1,2842.04285714286,2752.67142857143,2731.15714285714,2711.11428571429,2648.97142857143,2701.5,2760.1,2730.14285714286,2807.88571428571,2731.38571428571,2598.5,2703.17142857143,2815.8,2637.27142857143,2637.11428571429,2696.82857142857,2500.98571428571,2491.71428571429,2692.14285714286,2539.67142857143,2837.87142857143,2769.08571428571,2750.7,2827.41428571429,2821.88571428571,2517.9,2682.74285714286,2512.98571428571,2801.5,2462.87142857143,2568.54285714286,2835.65714285714,2725.4,2666.77142857143,2523.57142857143,2646.18571428571,2699.61428571429,2872.6,2790.38571428571,2597.6,2707.3,2806,2715.65714285714,2711.5,2845.78571428571,2758.78571428571,2622.77142857143,2845.7,2694.45714285714,2800.6,2639,2683.8,2720.14285714286,2717.84285714286,2678.37142857143,2840.58571428571,2859.48571428571,2463.8,2793.75714285714,2846.41428571429,2870.04285714286,2604.24285714286,2770.1,2639.65714285714,2631.07142857143,2671.83571428571,2858.95714285714,2871.17142857143,2675.06428571428,2820.74285714286,2659.37857142857
