"FAFZone","AccomackCounty","AlbemarleCounty","AlleghanyCounty","AmeliaCounty","AmherstCounty","AppomattoxCounty","ArlingtonCounty","AugustaCounty","BathCounty","BedfordCounty","BlandCounty","BotetourtCounty","BrunswickCounty","BuchananCounty","BuckinghamCounty","CampbellCounty","CarolineCounty","CarrollCounty","CharlesCityCounty","CharlotteCounty","ChesterfieldCounty","ClarkeCounty","CraigCounty","CulpeperCounty","CumberlandCounty","DickensonCounty","DinwiddieCounty","EssexCounty","FairfaxCounty","FauquierCounty","FloydCounty","FluvannaCounty","FranklinCounty","FrederickCounty","GilesCounty","GloucesterCounty","GoochlandCounty","GraysonCounty","GreeneCounty","GreensvilleCounty","HalifaxCounty","HanoverCounty","HenricoCounty","HenryCounty","HighlandCounty","IsleofWightCounty","JamesCityCounty","KingandQueenCounty","KingGeorgeCounty","KingWilliamCounty","LancasterCounty","LeeCounty","LoudounCounty","LouisaCounty","LunenburgCounty","MadisonCounty","MathewsCounty","MecklenburgCounty","MiddlesexCounty","MontgomeryCounty","NelsonCounty","NewKentCounty","NorthamptonCounty","NorthumberlandCounty","NottowayCounty","OrangeCounty","PageCounty","PatrickCounty","PittsylvaniaCounty","PowhatanCounty","PrinceEdwardCounty","PrinceGeorgeCounty","PrinceWilliamCounty","PulaskiCounty","RappahannockCounty","RichmondCounty","RoanokeCounty","RockbridgeCounty","RockinghamCounty","RussellCounty","ScottCounty","ShenandoahCounty","SmythCounty","SouthamptonCounty","SpotsylvaniaCounty","StaffordCounty","SurryCounty","SussexCounty","TazewellCounty","WarrenCounty","WashingtonCounty","WestmorelandCounty","WiseCounty","WytheCounty","YorkCounty","Alexandriacity","Bedfordcity","Bristolcity","BuenaVistacity","Charlottesvillecity","Chesapeakecity","ColonialHeightscity","Covingtoncity","Danvillecity","Emporiacity","Fairfaxcity","FallsChurchcity","Franklincity","Fredericksburgcity","Galaxcity","Hamptoncity","Harrisonburgcity","Hopewellcity","Lexingtoncity","Lynchburgcity","Manassascity","ManassasParkcity","Martinsvillecity","NewportNewscity","Norfolkcity","Nortoncity","Petersburgcity","Poquosoncity","Portsmouthcity","Radfordcity","Richmondcity","Roanokecity","Salemcity","Stauntoncity","Suffolkcity","VirginiaBeachcity","Waynesborocity","Williamsburgcity","Winchestercity"
"172",963.844444444444,749.1,651.844444444444,808.555555555556,722.355555555555,752.644444444445,809.322222222222,723.744444444444,678.355555555555,721.355555555555,625.344444444444,689.033333333333,837.7,530.355555555555,758.955555555556,749.655555555556,846.433333333333,670.888888888889,854.755555555556,785.155555555556,834.2,750.577777777778,668.233333333333,796.966666666667,774.844444444444,519.755555555556,843.644444444445,861.611111111111,811.022222222222,793.9,681.388888888889,778.355555555555,714.522222222222,738.344444444444,627.9,885.255555555556,798.455555555556,636.111111111111,774.244444444444,858.244444444444,794.555555555556,822.255555555556,817.577777777778,728.466666666667,704.6,908.388888888889,872.433333333333,862.444444444444,837.766666666667,851.266666666667,895.1,512.955555555556,790.622222222222,786.355555555555,816.2,781.355555555555,896.066666666667,827.644444444445,881.144444444445,654.844444444444,742.744444444444,848.2,955.3,898.855555555555,804.855555555555,783.355555555555,783.055555555556,701.2,753.733333333333,812.344444444444,782.355555555555,860.1,810.788888888889,650.733333333333,790.066666666667,872.644444444445,689.488888888889,689.344444444444,749.05,553.233333333333,543.955555555556,774.177777777778,591.855555555555,890.077777777778,817.844444444444,823.422222222222,879.655555555556,874.1,570.111111111111,763.322222222222,565.2,858.944444444444,515.088888888889,620.755555555556,887.855555555555,821.122222222222,719,576.3,698.4,751.844444444444,924.8,842.6,649.844444444444,759.533333333333,858.255555555556,811.344444444444,807.233333333333,898,817.255555555556,674.988888888889,897.933333333333,746.655555555556,852.844444444444,691.244444444444,736.044444444444,814.533333333333,812.755555555556,730.566666666667,892.8,911.7,516.055555555556,845.966666666667,898.655555555556,922.255555555555,656.455555555556,822.344444444444,691.855555555555,683.266666666667,724.05,911.155555555556,923.388888888889,727.277777777778,872.955555555556,737.688888888888
"179",933.779375,742.565,645.1525,799.54125,715.366875,743.63,787.93625,717.21375,671.696875,711.19125,615.54375,680.65,829.81,546.938125,751.43375,739.608125,814.82875,657.414375,846.0025,775.98125,824.63875,733.71625,661.0375,772.88125,767.31375,533.775625,836.20875,848.865,787.24875,763.6175,669.804375,771.83375,704.3475,711.613125,620.81,876.215,791.94,646.5075,765.3125,853.505,781.59125,814.045,810.595625,715.006875,686.106875,897.798125,865.05375,853.22625,811.241875,842.063125,883.29375,523.87125,763.115,779.846875,806.059375,768.496875,886.035625,814.1775,870.85,645.3625,735.74125,840.821875,943.24625,873.07375,795.863125,774.739375,751.2575,687.716875,743.559375,803.64125,773.35125,850.0225,780.859375,639.08125,750.558125,846.84625,679.314375,683.1,728.431875,568.70625,555.83875,737.575,604.715625,881.091875,797.15125,800.6825,869.95,863.435,587.1325,738.860625,577.91625,832.40375,529.089375,625.32875,880.504375,794.51625,708.820625,584.956875,691.3925,745.3225,916.318125,833.74,643.16,746.0525,853.36375,786.766875,785.8575,889.225,790.02,661.511875,890.55375,737.691875,843.11875,684.6625,726.75375,782.23875,781.2825,717.105625,885.4275,904.34375,530.05625,836.346875,891.2975,913.76875,645.64125,815.34875,681.696875,673.109375,717.524375,902.090625,916.023125,720.74875,865.605,713.79875
"181",823.7,676.14,578.86,745.32,649.4,679.68,669.24,650.76,605.4,648.4,552.38,616.06,776.16,515.68,686,676.7,726.76,597.9,780.54,712.2,763.62,620.96,595.26,685.36,701.88,505.08,785.36,753.62,670.96,660.5,608.4,709.28,641.56,608.56,554.92,802.28,731.56,596.18,691.64,808.02,721.6,743.28,747,655.5,608.48,834.14,798.18,778.68,725.88,767.5,793.48,498.28,650.54,716.3,743.22,674.4,808.34,754.7,792.18,581.86,669.76,773.96,857.76,787.58,731.9,702.38,659.84,628.22,680.76,745.42,709.4,785.86,679.66,577.76,651.86,761.34,616.52,616.4,655.79,538.52,529.26,640.84,577.18,822.38,714.6,706.36,805.44,806.4,555.42,631.44,550.52,747.06,500.4,571.1,813.64,681.08,646.04,561.08,625.42,678.9,850.58,771.9,576.88,686.56,807.12,671.3,667.2,830.3,704.32,602.02,823.68,656.55,778.6,618.26,663.06,675.8,673.5,657.6,818.56,837.48,501.36,775.28,824.44,848.04,583.5,751.78,618.9,610.3,651.1,836.94,849.14,654.32,798.74,608.09
"182",735.466666666667,547.816666666667,450.544444444444,607.277777777778,521.1,551.361111111111,580.994444444444,522.455555555556,477.116666666667,520.083333333333,424.061111111111,487.738888888889,636.422222222222,370.383333333333,557.694444444444,548.416666666667,625.138888888889,469.616666666667,653.5,583.888888888889,632.916666666667,522.266666666667,466.944444444444,583.533333333333,573.561111111111,359.772222222222,642.35,651.422222222222,582.7,561.805555555556,480.116666666667,577.083333333333,513.227777777778,510.05,426.616666666667,684,597.194444444444,463.716666666667,572.955555555556,656.955555555556,593.283333333333,620.977777777778,616.316666666667,527.205555555556,493.761111111111,707.116666666667,671.127777777778,661.155555555556,621.316666666667,650.005555555556,687.388888888889,352.95,562.288888888889,585.111111111111,614.916666666667,573.427777777778,694.811111111111,626.366666666667,679.866666666667,453.544444444444,541.455555555556,646.916666666667,755.094444444444,682.733333333333,603.611111111111,582.1,562.505555555556,499.916666666667,552.444444444444,611.038888888889,581.083333333333,658.816666666667,580.366666666667,449.444444444444,555.372222222222,656.494444444444,488.216666666667,488.077777777778,535.122222222222,393.205555555556,383.95,543.644444444445,432.405555555556,688.816666666667,606.622222222222,615.783333333333,678.388888888889,672.816666666667,410.433333333333,532.755555555556,405.194444444444,642.455555555556,355.088888888889,440.2,686.6,592.805555555556,517.716666666667,415.783333333333,497.116666666667,550.577777777778,723.527777777778,641.316666666667,448.561111111111,558.238888888889,656.977777777778,583.055555555556,578.922222222222,696.722222222222,600.094444444444,473.716666666667,696.627777777778,534.7,651.538888888889,489.961111111111,534.766666666667,587.538888888889,585.25,529.305555555556,691.516666666667,710.422222222222,356.05,644.705555555556,697.388888888889,721,455.2,621.061111111111,490.6,482.016666666667,522.769444444444,709.916666666667,722.116666666667,526.002777777778,671.694444444444,509.386111111111
"183",714.0625,567.8625,471.725,631.025,542.275,572.5375,559.6,545.15,498.3,541.2625,445.225,508.925,661.225,435.7375,578.8625,569.6,617.725,490.8125,672.3375,605.075,654.05,511.7625,488.125,576.175,594.7375,433.83125,671.1625,644.6125,561.3,551.2875,501.3125,597.1625,534.425,495.9625,447.825,698.7375,616.2625,489.0375,560.2625,690.7875,614.4625,636.4125,637.45,548.4,487.8125,725.9625,689.9875,668.525,616.875,657.375,684.45,427.01875,540.9,603.1875,636.1,565.175,695.575,647.5375,678.5375,474.725,562.625,665.75,748.1,678.575,624.8,598.95,550.6,521.1125,573.625,630.0875,602.2625,677.6875,570.5,470.625,542.65,652.325,509.4125,509.25,527.4625,467.29375,458.01875,531.625,488.9,711.75,605.6125,596.7,697.2375,695.75,460.225,522.2375,479.29375,638.025,429.16875,463.95,705.45,571.4,538.9125,489.85625,518.325,570.31875,742.3875,662.375,469.725,579.425,690.25,561.6625,557.5375,719.675,595.3125,494.9125,715.4875,522.14375,670.3875,511.125,555.925,566.1375,563.8375,550.5,710.3625,729.2875,430.10625,665.7625,716.2375,739.8375,476.4,642.1875,511.775,503.2,540.40625,728.75,740.9625,548.8625,690.55,498.8625
"189",768.072950819673,570.77131147541,473.273770491803,632.05737704918,543.814754098361,574.083606557377,621.059016393443,545.180327868852,499.827868852459,542.804918032787,446.780327868853,510.472131147541,661.625409836066,386.685245901639,580.404918032787,571.129508196721,647.477049180328,492.34262295082,676.566393442623,606.604918032787,655.899180327869,566.430327868852,489.675409836066,603.724590163935,596.280327868852,376.145081967213,665.819672131148,670.768852459016,620.702459016394,597.946721311476,502.840983606557,600.422131147541,535.967213114754,545.588524590164,449.347540983607,705.959836065574,620.12868852459,477.588524590164,588.823770491803,681.08606557377,616.006557377049,643.445081967213,639.289344262295,549.932786885246,513.486885245901,730.192622950819,694.21393442623,682.712295081967,642.427049180327,671.558196721312,706.65,369.122131147541,595.17868852459,607.648360655738,637.639344262295,591.906557377049,715.597540983606,649.093442622951,699.487704918033,476.273770491803,564.180327868852,669.989344262295,771.63524590164,704.587704918033,626.327868852459,604.390163934426,584.32868852459,522.652459016393,575.172131147541,633.983606557377,603.804918032787,681.897540983606,615.05655737705,472.175409836066,585.259836065573,678.354918032787,510.94262295082,510.791803278689,555.467213114754,409.587704918033,400.104098360656,571.764754098361,446.109836065574,712.782786885246,627.412295081967,631.937704918033,701.453278688525,696.790983606558,423.32131147541,572.883606557377,421.581147540983,663.582786885245,371.464754098361,456.337704918033,709.663114754099,628.497540983607,540.450819672131,432.695901639344,519.847540983607,573.780327868853,746.613934426229,664.881147540983,471.27868852459,580.975409836066,682.069672131147,621.072131147541,618.981147540984,720.702459016394,621.348360655737,496.44262295082,719.71393442623,554.604098360656,674.623770491803,512.680327868852,557.481967213115,616.431967213114,615.50737704918,552.027868852459,714.597540983606,733.50737704918,372.416393442623,668.264754098361,720.453278688525,744.066393442623,477.919672131148,644.030327868853,513.314754098361,504.731147540984,545.097540983606,732.979508196722,745.192622950819,549.190163934426,694.768032786885,546.517213114754
"190",1205.84797979798,1055.20454545455,957.939898989899,1114.66111111111,1028.47424242424,1058.75151515151,1051.40151515152,1029.8494949495,984.486363636363,1027.4691919192,931.451515151515,995.141919191919,1143.81616161616,877.788383838383,1065.06818181818,1055.78535353535,1115.77121212121,976.997474747475,1159.9904040404,1091.2691919192,1139.73636363636,1007.78838383839,974.34292929293,1072.05505050506,1080.95101010101,867.182323232324,1151.03737373737,1145.06919191919,1053.0994949495,1047.32979797979,987.497474747475,1084.4691919192,1020.63484848484,994.969191919192,934.003535353535,1186.09747474748,1104.57525252526,974.201515151515,1077.72424242424,1166.86414141415,1100.6702020202,1128.91111111111,1123.12626262626,1034.58838383838,992.954545454545,1213.6095959596,1177.64696969696,1162.59242424242,1114.83080808081,1151.42878787878,1183.99848484849,860.373232323233,1032.70252525252,1092.48636363637,1122.29646464646,1062.29545454545,1190.89646464647,1133.76212121213,1175.37323232324,960.939898989899,1048.8494949495,1153.40959595959,1239.03585858585,1176.51666666667,1110.98737373738,1086.88131313131,1046.93787878787,1007.30353535354,1059.84292929292,1118.44090909091,1088.4691919192,1165.31767676768,1066.77727272727,956.84292929293,1038.67828282828,1150.28939393939,995.595454545454,995.45808080808,1048.95303030303,900.637373737374,891.364141414141,1027.65202020202,939.288383838383,1196.54141414141,1103.47777777778,1088.50151515151,1184.88232323233,1180.5505050505,917.538888888889,1018.26010101011,912.620707070707,1135.99343434344,862.498484848484,949.229797979798,1193.08737373737,1063.20858585859,1025.10454545454,923.190404040404,1004.50252525252,1057.95808080809,1230.04848484849,1148.11717171717,955.951515151515,1065.64191919191,1166.73838383838,1053.43686868687,1049.31868686868,1204.46616161616,1093.28787878788,981.095454545454,1203.14696969696,1051.09747474748,1158.05505050506,997.35,1042.15050505051,1057.9297979798,1055.62676767676,1036.68737373738,1198.01565656566,1216.93131313131,863.464141414142,1151.50404040404,1203.88232323233,1227.4893939394,962.577272727272,1127.88282828283,997.974242424242,989.386363636364,1030.16818181818,1216.39949494949,1228.6095959596,1033.38636363636,1178.19040404041,994.902525252525
"201",1254.48888888889,1038.91111111111,941.633333333333,1098.35555555556,1012.18888888889,1042.44444444444,1099.77777777778,1013.54444444444,968.2,1011.16666666667,915.144444444444,978.833333333333,1127.52222222222,820.2,1048.78888888889,1039.48888888889,1136.22222222222,960.7,1144.58888888889,1074.74444444444,1124.01111111111,1041.3,958.022222222222,1086.8,1064.64444444444,809.588888888889,1133.43333333333,1151.42222222222,1101.72222222222,1080.6,971.2,1068.17777777778,1004.32222222222,1029.07777777778,917.711111111111,1175.08888888889,1088.28888888889,925.922222222222,1064.05555555556,1148.05555555556,1084.15555555556,1111.83333333333,1107.4,1018.3,994.411111111111,1198.2,1162.22222222222,1152.24444444444,1127.6,1141.1,1184.91111111111,802.788888888889,1081.32222222222,1076.2,1106,1071.18888888889,1185.88888888889,1117.45555555556,1170.95555555556,944.633333333333,1032.55555555556,1138,1245.12222222222,1188.68888888889,1094.46666666666,1073.18888888889,1072.85555555556,991.011111111111,1043.52222222222,1102.12222222222,1072.17777777778,1149.91111111111,1099.4,940.522222222222,1088.93333333333,1162.44444444444,979.3,979.166666666667,1038.86111111111,843.022222222222,833.766666666667,1071.88888888889,881.7,1179.9,1107.66666666667,1113.48888888889,1169.47777777778,1163.91111111111,859.922222222222,1051.77777777778,855.022222222222,1148.74444444444,804.9,910.588888888889,1177.68888888889,1111.83333333333,1008.8,865.588888888889,988.211111111111,1041.66666666667,1214.62222222222,1132.41111111111,939.644444444444,1049.33333333333,1148.06666666667,1101.84444444444,1097.72222222222,1187.82222222222,1107.08888888889,964.8,1187.72222222222,1036.48888888889,1142.62222222222,981.044444444444,1025.84444444444,1106.56666666667,1104.27777777778,1020.38888888889,1182.6,1201.52222222222,805.855555555555,1135.8,1188.47777777778,1212.08888888889,946.288888888889,1112.14444444444,981.688888888889,973.088888888889,1013.86666666666,1200.98888888889,1213.2,1017.09444444445,1162.78888888889,1028.41111111111
"202",1421.08333333333,1196.81666666667,1099.51666666667,1256.23333333333,1170.06666666667,1200.33333333333,1266.61666666667,1171.43333333333,1126.08333333333,1162.96666666667,1073.01666666667,1136.71666666667,1282.35,978.066666666667,1206.66666666667,1191.43333333333,1294.11666666667,1108.51666666667,1302.46666666667,1232.86666666667,1281.91666666667,1207.91666666667,1115.91666666667,1244.68333333333,1222.51666666667,967.466666666667,1291.31666666667,1309.31666666667,1268.31666666667,1247.43333333333,1121.11666666667,1226.05,1156.13333333333,1195.66666666667,1075.61666666667,1332.96666666667,1246.16666666667,1076.71666666667,1221.93333333333,1302.66666666667,1232.75,1269.95,1265.31666666667,1166.1,1152.31666666667,1356.1,1320.11666666667,1310.11666666667,1285.46666666667,1298.96666666667,1342.81666666667,960.65,1247.91666666667,1234.08333333333,1263.9,1229.06666666667,1343.78333333333,1265.25,1328.83333333333,1102.51666666667,1190.43333333333,1295.9,1403.01666666667,1346.56666666667,1252.58333333333,1231.06666666667,1230.73333333333,1138.83333333333,1195.33333333333,1260.01666666667,1230.05,1307.81666666667,1266.01666666667,1090.36666666667,1247.05,1320.33333333333,1131.11666666667,1137.05,1196.76666666667,1000.91666666667,985.375,1229.76666666667,1032.48333333333,1333.43333333333,1265.55,1271.36666666667,1327.36666666667,1321.81666666667,1017.81666666667,1218.36666666667,1006.05,1306.61666666667,962.8,1061.35,1335.56666666667,1278.43333333333,1160.63333333333,1001.48333333333,1146.11666666667,1199.55,1372.51666666667,1290.31666666667,1097.51666666667,1197.13333333333,1302.68333333333,1268.66666666667,1264.55,1345.71666666667,1264.96666666667,1112.61666666667,1345.61666666667,1194.36666666667,1300.51666666667,1138.93333333333,1183.73333333333,1273.15,1270.86666666667,1168.2,1340.51666666667,1359.41666666667,963.733333333333,1293.68333333333,1346.36666666667,1369.96666666667,1097.06666666667,1270.01666666667,1133.48333333333,1124.88333333333,1171.76666666667,1358.86666666667,1371.1,1174.98333333333,1320.66666666667,1195
"209",1460.95166666667,1243.51055555556,1146.24055555556,1302.96277777778,1216.77722222223,1247.05277777778,1306.50388888888,1218.15166666666,1172.78833333334,1212.52388888888,1119.75166666667,1183.43722222223,1330.48722222223,1024.78833333334,1253.37055555555,1240.92722222222,1340.82722222222,1160.09166666666,1349.17833333334,1279.56944444444,1328.61,1247.77055555555,1162.64166666667,1291.38944444444,1269.25166666667,1014.17833333333,1338.04055555555,1356.03166666666,1308.19833333334,1288.50722222222,1171.54388888889,1272.76833333334,1205.68055555556,1235.54166666667,1122.30944444445,1379.67833333334,1292.87722222223,1127.10944444444,1268.65166666666,1350.90944444444,1283.89055555556,1316.66277777777,1311.99722222222,1217.67944444444,1199.01111111111,1402.80166666666,1366.82722222222,1356.85388888889,1332.18944444445,1345.68944444445,1389.51055555556,1007.37055555556,1287.80277777778,1280.78833333334,1310.59833333334,1275.77722222223,1390.48944444444,1316.85166666667,1375.56277777777,1149.24055555556,1237.15166666666,1342.59833333334,1449.73166666666,1393.27722222223,1299.28833333334,1277.77722222223,1277.46277777778,1190.4,1244.89722222223,1306.74055555556,1276.76833333334,1354.51055555556,1306.73111111111,1140.84388888888,1293.76277777777,1367.05277777778,1180.65611111112,1183.76166666666,1243.46,1047.63166666666,1035.01722222222,1276.47055555556,1082.86833333334,1382.16722222223,1312.26277777777,1318.07833333334,1374.06944444444,1368.51055555556,1064.53055555556,1258.24055555556,1056.34277777778,1353.35388888889,1009.495,1111.74722222222,1382.27722222223,1318.31388888889,1210.16555555556,1064.59388888888,1192.80944444445,1246.26277777777,1419.23166666666,1337.01055555556,1144.25166666667,1248.72722222223,1350.92055555555,1308.54166666667,1304.42277777778,1392.41833333333,1311.67833333334,1164.19055555555,1392.32722222222,1241.07833333334,1347.24055555556,1185.65166666666,1230.45277777777,1313.03166666666,1310.73388888888,1219.77944444444,1387.20944444445,1406.12277777777,1010.46277777778,1340.38944444444,1393.06944444444,1416.67833333334,1147.09277777778,1316.75166666667,1183.03277777777,1174.445,1218.46888888889,1405.59166666666,1417.80166666666,1221.68888888889,1367.37722222223,1234.88277777778
"211",665.7875,426.2875,329.025,485.7375,399.575,429.8375,523.2125,400.9375,355.575,398.5375,302.5375,366.2375,514.925,237,436.1375,426.875,523.625,348.075,531.9625,462.35,511.4,467.5,345.425,474.175,452.0375,228.4125,520.8375,538.825,522.4875,486.525,358.575,455.5375,391.725,432.175,305.1,562.4625,475.6625,340.8125,451.4375,535.4375,471.75,499.4375,494.7875,405.675,381.7875,585.5875,549.625,539.6375,514.975,528.475,572.3,238.75,496.0875,463.575,493.3875,458.575,573.275,504.8375,558.3375,332.025,419.9375,525.3875,632.525,576.075,482.075,460.575,460.2375,378.4,430.925,489.525,459.5375,537.3,502.575,327.925,476.5375,549.8375,366.6875,366.5375,426.2375,264.2,261.8125,459.25,302.85,567.275,495.0375,500.8625,556.8375,551.3,276.75,464.95,276.2,536.1375,226.05,318.15,565.075,529.8875,396.1875,286.75,375.6,429.0375,602.025,519.8,327.0375,436.7375,535.4375,520.2875,521.1125,575.2125,494.4625,352.1875,575.125,423.8625,530.0375,368.4375,413.2375,511.55,511.575,407.775,569.9875,588.925,227.0125,523.175,575.8375,599.4625,333.6625,499.5375,369.075,360.475,401.2625,588.375,600.5875,404.475,550.15,434.7
"212",729.181818181818,485.4,388.145454545455,544.863636363636,458.672727272727,488.963636363636,601.281818181818,460.063636363636,414.681818181818,455.754545454545,361.663636363636,425.345454545455,574.009090909091,266.672727272727,495.263636363636,485.981818181818,582.745454545455,396.845454545455,591.072727272727,521.463636363636,570.5,553.654545454545,404.545454545455,533.272727272727,511.163636363636,250.6,579.945454545454,597.936363636364,595.954545454545,560.245454545455,414.745454545455,514.663636363636,448.936363636364,507.845454545455,364.190909090909,621.572727272727,534.763636363636,366.981818181818,510.545454545455,594.545454545455,527.072727272727,558.563636363636,553.881818181818,454.427272727273,440.9,644.681818181818,608.745454545455,598.745454545455,574.072727272727,587.572727272727,631.390909090909,231.218181818182,558.072727272727,522.681818181818,552.490909090909,517.672727272727,632.381818181818,553.609090909091,617.463636363636,391.145454545455,479.063636363636,584.490909090909,691.636363636364,635.172727272727,541.181818181818,519.672727272727,519.363636363636,427.145454545455,488.136363636364,548.645454545455,518.663636363636,596.390909090909,573.8,384.063636363636,535.663636363636,608.963636363636,423.881818181818,425.663636363636,485.35,284.081818181818,262.209090909091,518.363636363636,322.718181818182,626.381818181818,554.163636363636,559.963636363636,615.963636363636,610.390909090909,306.445454545455,546.172727272727,296.045454545455,595.245454545455,245.918181818182,351.6,624.172727272727,598.190909090909,453.390909090909,295.572727272727,434.690909090909,488.163636363636,661.136363636364,578.890909090909,386.163636363636,485.5,594.563636363636,595.018181818182,599.2,634.318181818182,553.572727272727,400.945454545455,634.245454545455,482.963636363636,589.145454545455,427.563636363636,472.345454545455,568.663636363636,571,456.527272727273,629.090909090909,648.009090909091,246.890909090909,582.272727272727,634.963636363636,658.572727272727,390.309090909091,558.663636363636,426.263636363636,417.672727272727,460.377272727273,647.481818181818,659.681818181818,463.577272727273,609.263636363636,511.827272727273
"219",716.870792079208,473.291584158416,382.937128712871,515.85396039604,443.791584158416,459.943069306931,595.277722772277,447.941089108911,411.432178217822,420.906435643564,325.573762376238,399.74504950495,547.882673267327,246.944554455446,477.400495049505,450.34702970297,570.619306930693,352.727227722772,571.193564356436,491.217326732673,542.141089108911,544.596534653465,388.257920792079,521.181683168317,493.283663366337,222.868316831683,550.930198019802,585.817326732673,586.95198019802,547.878712871287,372.799504950495,502.555940594059,414.065841584158,511.971782178218,340.604455445545,609.473762376238,522.667821782178,336.156930693069,498.443069306931,568.778712871287,479.216336633664,546.447524752475,541.784653465347,410.322277227723,436.64900990099,612.162871287129,596.619306930693,586.636138613861,561.980693069307,575.480693069307,619.293564356436,209.542574257426,559.141089108911,510.579702970297,516.760891089109,505.568811881188,620.279702970297,509.487623762376,605.34702970297,358.572772277228,464.163861386139,572.386633663366,679.516336633663,623.067821782178,512.187623762376,507.567821782178,507.24801980198,383.039108910891,453.276732673267,523.709405940594,489.659900990099,567.829207920792,561.486633663366,341.815346534653,523.54702970297,596.837128712871,389.034158415842,415.24702970297,473.243564356436,258.2,237.847524752475,506.257920792079,293.623267326733,596.857920792079,542.04702970297,547.869801980198,589.236138613861,572.916336633663,287.093564356436,533.662871287129,267.146039603961,583.136138613861,218.509900990099,320.022277227723,612.067821782178,586.432178217822,418.544059405941,265.024752475248,419.816336633663,476.04801980198,637.74900990099,555.138613861386,380.975742574257,441.367821782178,568.791089108911,584.260891089109,592.500495049505,606.266831683168,541.471782178218,356.828217821782,622.119306930693,470.869801980198,562.405445544555,415.15,441.956930693069,556.471782178218,558.764851485149,412.420297029703,616.992574257426,635.905445544554,219.30297029703,553.569801980198,622.855940594059,635.204455445544,351.668811881188,546.539108910891,391.418316831683,382.828217821782,448.259900990099,619.177722772277,647.584653465346,451.474752475247,597.167821782178,516.088613861386
"221",1178.43888888889,1006.12222222222,953.355555555556,1008.55555555556,973.111111111111,975.3,1128.75555555556,980.755555555555,968.311111111111,936.2,843.5,919.811111111111,993.8,844.433333333333,1000.23333333333,956.688888888889,1077.7,861.722222222222,1058.57777777778,968.7,1034.12222222222,1078.03333333333,916.388888888889,1054.01111111111,1007.48888888889,810.861111111111,1019.11111111111,1102.65,1120.31111111111,1080.96666666667,884.822222222222,1035.41111111111,922.266666666667,1074.51111111111,877.511111111111,1110.32777777778,1038.84444444444,844.833333333333,1031.25555555556,1013.12222222222,935.9,1053.55555555556,1043.98888888889,895.688888888889,1002.62222222222,1071.28888888889,1097.45,1103.47222222222,1094.82222222222,1092.33888888889,1120.14444444445,756.411111111111,1110.14444444444,1043.41111111111,985.788888888889,1038.41111111111,1121.12777777778,965.644444444444,1106.20555555556,875.922222222222,993.455555555556,1073.23888888889,1140.85,1130.22777777778,997.677777777778,1040.41111111111,1040.08888888889,889.633333333333,919.211111111111,1027.7,985,1044.5,1094.52222222222,853.722222222222,1056.38888888889,1113.68333333333,904.322222222222,950.1,1006.07222222222,795.722222222222,757.605555555556,1039.11111111111,800.611111111111,1038.37777777778,1074.88888888889,1080.71111111111,1065.97777777778,1033.6,831.233333333333,1066.91111111111,775.333333333333,1121.9,793.244444444445,829.5,1112.92777777778,1119.56666666667,933.833333333333,763.611111111111,949.133333333333,1008.88888888889,1089.85,1035.78888888889,953.755555555555,901.022222222222,1013.14444444444,1117.51111111111,1124.88888888889,1048.2,1074.31111111111,865.822222222222,1101,1003.71111111111,1040.82222222222,947.566666666667,958.722222222222,1089.41111111111,1091.73333333333,894.277777777778,1097.78888888889,1093.35,790.744444444445,1031.98888888889,1108.7,1087.32777777778,865.211111111111,1043.13333333333,906.711111111111,898.111111111111,981.083333333333,1068.26666666667,1104.73888888889,984.322222222222,1098.02777777778,1070.98888888889
"222",1328.65,1161.55,1108.8,1158.8,1128.5,1129.5,1284.2,1136.2,1123.7,1091.6,998.9,1075.2,1144.05,999.8,1154.4,1106.95,1228,1017.1,1208.8,1119,1184.4,1233.5,1071.8,1209.4,1157.4,966.25,1169.4,1252.95,1275.7,1236.4,1040.2,1190.8,1074.15,1229.9,1032.9,1260.55,1185.9,1000.25,1186.7,1163.4,1086.15,1203.8,1194.2,1045.9,1158.05,1221.5,1247.725,1253.75,1250.2,1242.55,1270.4,911.8,1265.6,1198.8,1136,1193.8,1271.35,1115.9,1256.45,1031.3,1148.9,1223.45,1291.1,1280.45,1147.9,1195.8,1195.5,1043.9,1069.5,1178,1135.2,1194.7,1249.95,1009.1,1211.8,1263.95,1059.7,1105.5,1161.5,951.1,913.05,1194.5,956,1188.6,1230.3,1236.1,1216.2,1183.85,986.7,1222.3,930.75,1280.25,948.65,984.9,1263.15,1275,1089.2,919,1104.55,1164.3,1240.1,1186.05,1109.2,1051.3,1163.4,1272.9,1280.3,1198.45,1229.7,1021.2,1251.3,1159.1,1191.1,1103,1114.1,1244.8,1247.1,1044.5,1248,1243.6,946.15,1182.2,1259,1237.55,1020.6,1193.4,1062.1,1053.5,1136.5,1218.5,1254.95,1139.7,1248.25,1226.4
