"County","FIPS","StateFIPS","CountyFIPS"
"AccomackCounty",51001,51,1
"AlbemarleCounty",51003,51,3
"AlleghanyCounty",51005,51,5
"AmeliaCounty",51007,51,7
"AmherstCounty",51009,51,9
"AppomattoxCounty",51011,51,11
"ArlingtonCounty",51013,51,13
"AugustaCounty",51015,51,15
"BathCounty",51017,51,17
"BedfordCounty",51019,51,19
"BlandCounty",51021,51,21
"BotetourtCounty",51023,51,23
"BrunswickCounty",51025,51,25
"BuchananCounty",51027,51,27
"BuckinghamCounty",51029,51,29
"CampbellCounty",51031,51,31
"CarolineCounty",51033,51,33
"CarrollCounty",51035,51,35
"CharlesCityCounty",51036,51,36
"CharlotteCounty",51037,51,37
"ChesterfieldCounty",51041,51,41
"ClarkeCounty",51043,51,43
"CraigCounty",51045,51,45
"CulpeperCounty",51047,51,47
"CumberlandCounty",51049,51,49
"DickensonCounty",51051,51,51
"DinwiddieCounty",51053,51,53
"EssexCounty",51057,51,57
"FairfaxCounty",51059,51,59
"FauquierCounty",51061,51,61
"FloydCounty",51063,51,63
"FluvannaCounty",51065,51,65
"FranklinCounty",51067,51,67
"FrederickCounty",51069,51,69
"GilesCounty",51071,51,71
"GloucesterCounty",51073,51,73
"GoochlandCounty",51075,51,75
"GraysonCounty",51077,51,77
"GreeneCounty",51079,51,79
"GreensvilleCounty",51081,51,81
"HalifaxCounty",51083,51,83
"HanoverCounty",51085,51,85
"HenricoCounty",51087,51,87
"HenryCounty",51089,51,89
"HighlandCounty",51091,51,91
"IsleofWightCounty",51093,51,93
"JamesCityCounty",51095,51,95
"KingandQueenCounty",51097,51,97
"KingGeorgeCounty",51099,51,99
"KingWilliamCounty",51101,51,101
"LancasterCounty",51103,51,103
"LeeCounty",51105,51,105
"LoudounCounty",51107,51,107
"LouisaCounty",51109,51,109
"LunenburgCounty",51111,51,111
"MadisonCounty",51113,51,113
"MathewsCounty",51115,51,115
"MecklenburgCounty",51117,51,117
"MiddlesexCounty",51119,51,119
"MontgomeryCounty",51121,51,121
"NelsonCounty",51125,51,125
"NewKentCounty",51127,51,127
"NorthamptonCounty",51131,51,131
"NorthumberlandCounty",51133,51,133
"NottowayCounty",51135,51,135
"OrangeCounty",51137,51,137
"PageCounty",51139,51,139
"PatrickCounty",51141,51,141
"PittsylvaniaCounty",51143,51,143
"PowhatanCounty",51145,51,145
"PrinceEdwardCounty",51147,51,147
"PrinceGeorgeCounty",51149,51,149
"PrinceWilliamCounty",51153,51,153
"PulaskiCounty",51155,51,155
"RappahannockCounty",51157,51,157
"RichmondCounty",51159,51,159
"RoanokeCounty",51161,51,161
"RockbridgeCounty",51163,51,163
"RockinghamCounty",51165,51,165
"RussellCounty",51167,51,167
"ScottCounty",51169,51,169
"ShenandoahCounty",51171,51,171
"SmythCounty",51173,51,173
"SouthamptonCounty",51175,51,175
"SpotsylvaniaCounty",51177,51,177
"StaffordCounty",51179,51,179
"SurryCounty",51181,51,181
"SussexCounty",51183,51,183
"TazewellCounty",51185,51,185
"WarrenCounty",51187,51,187
"WashingtonCounty",51191,51,191
"WestmorelandCounty",51193,51,193
"WiseCounty",51195,51,195
"WytheCounty",51197,51,197
"YorkCounty",51199,51,199
"Alexandriacity",51510,51,510
"Bedfordcity",51515,51,515
"Bristolcity",51520,51,520
"BuenaVistacity",51530,51,530
"Charlottesvillecity",51540,51,540
"Chesapeakecity",51550,51,550
"ColonialHeightscity",51570,51,570
"Covingtoncity",51580,51,580
"Danvillecity",51590,51,590
"Emporiacity",51595,51,595
"Fairfaxcity",51600,51,600
"FallsChurchcity",51610,51,610
"Franklincity",51620,51,620
"Fredericksburgcity",51630,51,630
"Galaxcity",51640,51,640
"Hamptoncity",51650,51,650
"Harrisonburgcity",51660,51,660
"Hopewellcity",51670,51,670
"Lexingtoncity",51678,51,678
"Lynchburgcity",51680,51,680
"Manassascity",51683,51,683
"ManassasParkcity",51685,51,685
"Martinsvillecity",51690,51,690
"NewportNewscity",51700,51,700
"Norfolkcity",51710,51,710
"Nortoncity",51720,51,720
"Petersburgcity",51730,51,730
"Poquosoncity",51735,51,735
"Portsmouthcity",51740,51,740
"Radfordcity",51750,51,750
"Richmondcity",51760,51,760
"Roanokecity",51770,51,770
"Salemcity",51775,51,775
"Stauntoncity",51790,51,790
"Suffolkcity",51800,51,800
"VirginiaBeachcity",51810,51,810
"Waynesborocity",51820,51,820
"Williamsburgcity",51830,51,830
"Winchestercity",51840,51,840
