"County","Metropolitan","Town"
"AccomackCounty",0,0
"AlbemarleCounty",24.318330993828,3.488742768212
"AlleghanyCounty",0,6.382442894716
"AmeliaCounty",0,0
"AmherstCounty",14.966420474434,0
"AppomattoxCounty",0,0
"ArlingtonCounty",25.974461082446,0
"AugustaCounty",13.76238378135,11.369052541746
"BathCounty",0,0
"BedfordCounty",20.626707454798,0.870946111582
"BlandCounty",0,0
"BotetourtCounty",14.154660710636,0.044482425318
"BrunswickCounty",0,2.865886110628
"BuchananCounty",0,0
"BuckinghamCounty",0,0
"CampbellCounty",15.604116962388,3.982268769366
"CarolineCounty",0,4.75580559347
"CarrollCounty",0,1.034930194716
"CharlesCityCounty",0,0
"CharlotteCounty",0,0
"ChesterfieldCounty",198.954949002728,0
"ClarkeCounty",0,1.972580446124
"CraigCounty",0,0
"CulpeperCounty",0,7.575234753152
"CumberlandCounty",0,0.219132576202
"DickensonCounty",0,0
"DinwiddieCounty",7.90304847862,0
"EssexCounty",0,2.733560460984
"FairfaxCounty",313.857837789004,0
"FauquierCounty",17.898292575168,3.687147458544
"FloydCounty",0,0
"FluvannaCounty",0,5.648093107
"FranklinCounty",0,7.28992429415
"FrederickCounty",27.950728416568,0
"GilesCounty",0,5.32346819795
"GloucesterCounty",6.430122630696,4.382807123146
"GoochlandCounty",0.881456966328,0
"GraysonCounty",0,0.077048198508
"GreeneCounty",0,9.98328883422
"GreensvilleCounty",0,1.636533095506
"HalifaxCounty",0,6.837313908038
"HanoverCounty",44.427806942978,0
"HenricoCounty",132.130376240888,0
"HenryCounty",0,31.536536455376
"HighlandCounty",0,0
"IsleofWightCounty",4.72320121008,10.235594135956
"JamesCityCounty",43.06836342269,0
"KingandQueenCounty",0,0
"KingGeorgeCounty",0,9.100127613664
"KingWilliamCounty",0,1.856977260202
"LancasterCounty",0,0
"LeeCounty",0,0.13057004385
"LoudounCounty",96.705378744168,8.312483008582
"LouisaCounty",0,0
"LunenburgCounty",0,0
"MadisonCounty",0,0
"MathewsCounty",0,0
"MecklenburgCounty",0,6.487713991118
"MiddlesexCounty",0,0
"MontgomeryCounty",41.98510020741,0
"NelsonCounty",0,0
"NewKentCounty",0,0
"NorthamptonCounty",0,0
"NorthumberlandCounty",0,0
"NottowayCounty",0,4.45700897771
"OrangeCounty",0,10.381763858912
"PageCounty",0,3.884653689522
"PatrickCounty",0,0
"PittsylvaniaCounty",0,15.837921028488
"PowhatanCounty",0.127319451112,0
"PrinceEdwardCounty",0,6.672664571158
"PrinceGeorgeCounty",14.401759426902,0
"PrinceWilliamCounty",168.919958206026,0
"PulaskiCounty",2.257499397698,12.043964629276
"RappahannockCounty",0,0
"RichmondCounty",0,0
"RoanokeCounty",51.37919545912,0
"RockbridgeCounty",0,3.4670801294
"RockinghamCounty",15.130853208092,8.879215107242
"RussellCounty",0,3.037730458278
"ScottCounty",4.66193647523,0
"ShenandoahCounty",0,8.958631655418
"SmythCounty",0,5.948133743404
"SouthamptonCounty",0,0.473500820924
"SpotsylvaniaCounty",47.198612733392,0
"StaffordCounty",59.07102104711,0
"SurryCounty",0,0
"SussexCounty",0,0
"TazewellCounty",0,24.081759348592
"WarrenCounty",0,17.23455466562
"WashingtonCounty",19.515818255316,0
"WestmorelandCounty",0,1.77157883374
"WiseCounty",0,15.723268811792
"WytheCounty",0,7.102350537122
"YorkCounty",39.134465897986,0
"Alexandriacity",15.026986750766,0
"Bedfordcity",0,5.838874599444
"Bristolcity",12.679775781164,0
"BuenaVistacity",0,3.310744726886
"Charlottesvillecity",10.238406502924,0
"Chesapeakecity",88.55005739638,0
"ColonialHeightscity",7.506144116864,0
"Covingtoncity",0,5.468074593908
"Danvillecity",0,27.235299557362
"Emporiacity",0,4.136200300828
"Fairfaxcity",6.23920175543,0
"FallsChurchcity",1.998777852926,0
"Franklincity",0,5.724624701032
"Fredericksburgcity",8.96596797952,0
"Galaxcity",0,4.901122031006
"Hamptoncity",48.752604943338,0
"Harrisonburgcity",17.418070104526,0
"Hopewellcity",9.077535627338,0
"Lexingtoncity",0,2.49689846788
"Lynchburgcity",38.50571307676,0
"Manassascity",9.582363606236,0
"ManassasParkcity",2.533753448188,0
"Martinsvillecity",0,10.95626973524
"NewportNewscity",55.350361479374,0
"Norfolkcity",54.120416569886,0
"Nortoncity",0,4.352378810628
"Petersburgcity",16.95278514806,0
"Poquosoncity",7.563037790972,0
"Portsmouthcity",33.652637192532,0
"Radfordcity",7.78888776977,0
"Richmondcity",59.80515538991,0
"Roanokecity",42.489967568712,0
"Salemcity",14.436579263568,0
"Stauntoncity",13.133057598654,0
"Suffolkcity",45.958814886966,0
"VirginiaBeachcity",135.039827784584,0
"Waynesborocity",11.240474012012,0
"Williamsburgcity",9.022038870266,0
"Winchestercity",9.232706932322,0
