Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtExt,Conway,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Conway,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Conway,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Conway,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,FayettevilleSpringdaleRogers,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,FayettevilleSpringdaleRogers,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,FayettevilleSpringdaleRogers,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,FayettevilleSpringdaleRogers,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,FortSmith,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,FortSmith,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,FortSmith,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,FortSmith,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,HotSprings,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,HotSprings,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,HotSprings,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,HotSprings,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Jonesboro,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Jonesboro,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Jonesboro,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Jonesboro,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,LittleRock,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,LittleRock,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,LittleRock,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,LittleRock,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,PineBluff,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,PineBluff,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,PineBluff,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,PineBluff,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,TexarkanaTexarkana,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,TexarkanaTexarkana,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,TexarkanaTexarkana,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,TexarkanaTexarkana,0,0,0,0,0,0,0,0,0,0,0,0,0
