Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,Conway,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Conway,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Conway,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Conway,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,FayettevilleSpringdaleRogers,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,FayettevilleSpringdaleRogers,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,FayettevilleSpringdaleRogers,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,FayettevilleSpringdaleRogers,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,FortSmith,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,FortSmith,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,FortSmith,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,FortSmith,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,HotSprings,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,HotSprings,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,HotSprings,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,HotSprings,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Jonesboro,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Jonesboro,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Jonesboro,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Jonesboro,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,LittleRock,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,LittleRock,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,LittleRock,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,LittleRock,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Memphis,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Memphis,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,PineBluff,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,PineBluff,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,PineBluff,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,PineBluff,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,TexarkanaTexarkana,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,TexarkanaTexarkana,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,TexarkanaTexarkana,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,TexarkanaTexarkana,0,0,0,0,0,0,0,0,0,0,0,0,0
