Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
HighDenRate,Cumberland,,,,,,,,,,,,,
MedDenRate,Cumberland,,,,,,,,,,,,,
HighDenRate,Hagerstown,,,,,,,,,,,,,
MedDenRate,Hagerstown,,,,,,,,,,,,,
HighDenRate,Huntington,,,,,,,,,,,,,
MedDenRate,Huntington,,,,,,,,,,,,,
HighDenRate,Morgantown,,,,,,,,,,,,,
MedDenRate,Morgantown,,,,,,,,,,,,,
HighDenRate,Parkersburg,,,,,,,,,,,,,
MedDenRate,Parkersburg,,,,,,,,,,,,,
HighDenRate,WeirtonSteubenville,,,,,,,,,,,,,
MedDenRate,WeirtonSteubenville,,,,,,,,,,,,,
HighDenRate,Wheeling,,,,,,,,,,,,,
MedDenRate,Wheeling,,,,,,,,,,,,,
