Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Access,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Huntington,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Morgantown,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Morgantown,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Morgantown,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Morgantown,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Parkersburg,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,WeirtonSteubenville,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,WeirtonSteubenville,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,WeirtonSteubenville,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,WeirtonSteubenville,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Wheeling,0,0,0,0,0,0,0,0,0,0,0,0,0
