Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Flagstaff,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Flagstaff,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Flagstaff,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Flagstaff,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
PhoenixMesa,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
PhoenixMesa,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
PhoenixMesa,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
PhoenixMesa,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
PrescottValleyPrescott,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
PrescottValleyPrescott,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
PrescottValleyPrescott,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
PrescottValleyPrescott,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuma,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuma,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuma,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuma,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
