Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtExt,Flagstaff,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Flagstaff,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Flagstaff,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Flagstaff,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,PhoenixMesa,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,PhoenixMesa,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,PhoenixMesa,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,PhoenixMesa,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,PrescottValleyPrescott,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,PrescottValleyPrescott,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,PrescottValleyPrescott,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,PrescottValleyPrescott,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Yuma,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Yuma,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Yuma,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Yuma,0,0,0,0,0,0,0,0,0,0,0,0,0
