County,Metropolitan,Town
ApacheCounty,1,1
CochiseCounty,1,1
CoconinoCounty,1,1
GilaCounty,1,1
GrahamCounty,1,1
GreenleeCounty,1,1
LaPazCounty,1,1
MaricopaCounty,1,1
MohaveCounty,1,1
NavajoCounty,1,1
PimaCounty,1,1
PinalCounty,1,1
SantaCruzCounty,1,1
YavapaiCounty,1,1
YumaCounty,1,1
